asset	subAsset	kind	detail
Assets/BCaT_assets/BTMMP_Workstation_Assembly/metal_table_asset.glb	Object_2	Mesh	verts=65143 tris=124276 submeshes=1 readable=False bounds=(1.62, 0.89, 0.83)
Assets/BCaT_assets/BTMMP_Workstation_Assembly/notebook.glb	Material	Material	shader=UnityGLTF/PBRGraph
Assets/BCaT_assets/BTMMP_Workstation_Assembly/notebook.glb	Material.001	Material	shader=UnityGLTF/PBRGraph
Assets/BCaT_assets/BTMMP_Workstation_Assembly/notebook.glb	material_0	Material	shader=UnityGLTF/PBRGraph
Assets/BCaT_assets/BTMMP_Workstation_Assembly/notebook.glb	Object_0	Mesh	verts=65532 tris=66507 submeshes=1 readable=False bounds=(2.03, 0.18, 2.04)
Assets/BCaT_assets/BTMMP_Workstation_Assembly/notebook.glb	Object_1	Mesh	verts=16054 tris=16676 submeshes=1 readable=False bounds=(2.03, 0.08, 2.04)
Assets/BCaT_assets/BTMMP_Workstation_Assembly/notebook.glb	Object_2	Mesh	verts=3319 tris=4551 submeshes=1 readable=False bounds=(2.00, 0.02, 2.00)
Assets/BCaT_assets/BTMMP_Workstation_Assembly/notebook.glb	Object_3	Mesh	verts=7644 tris=13824 submeshes=1 readable=False bounds=(2.27, 12.30, 2.27)
Assets/BCaT_assets/BlackFamilyMuseumArchive/Models/chest.glb	PBRGraph	Material	shader=UnityGLTF/PBRGraph
Assets/BCaT_assets/BlackFamilyMuseumArchive/Models/chest.glb	d23dec5e424da5ef8e77e838729eb3eb	Texture2D	1024x1024 fmt=RGB24 mips=11 estMB=4.2
Assets/BCaT_assets/BlackFamilyMuseumArchive/Models/chest.glb		Mesh	verts=12259 tris=21656 submeshes=1 readable=True bounds=(1.00, 0.63, 0.78)
Assets/BCaT_assets/BlackFamilyMuseumArchive/Models/chest_chair.glb	PBRGraph	Material	shader=UnityGLTF/PBRGraph
Assets/BCaT_assets/BlackFamilyMuseumArchive/Models/chest_chair.glb	7fb09bcb3b78f73a1ff952dd12d26bc3	Texture2D	1024x1024 fmt=RGB24 mips=11 estMB=4.2
Assets/BCaT_assets/BlackFamilyMuseumArchive/Models/chest_chair.glb		Mesh	verts=10046 tris=14130 submeshes=1 readable=True bounds=(0.67, 1.00, 0.68)
Assets/BCaT_assets/HOMED/Models/Candle.glb	PBRGraph	Material	shader=UnityGLTF/PBRGraph
Assets/BCaT_assets/HOMED/Models/Candle.glb	a7f9dab409e7b1dca6d17c8f8b362a7f	Texture2D	1024x1024 fmt=RGB24 mips=11 estMB=4.2
Assets/BCaT_assets/HOMED/Models/Candle.glb		Mesh	verts=3242 tris=4732 submeshes=1 readable=False bounds=(0.34, 0.99, 0.34)
Assets/BCaT_assets/HOMED/Models/Recipe-Box.glb	PBRGraph	Material	shader=UnityGLTF/PBRGraph
Assets/BCaT_assets/HOMED/Models/Recipe-Box.glb	22b3a088e5ba4df0370ac35fba5dbf6a	Texture2D	1024x1024 fmt=RGB24 mips=11 estMB=4.2
Assets/BCaT_assets/HOMED/Models/Recipe-Box.glb		Mesh	verts=11259 tris=16135 submeshes=1 readable=False bounds=(0.70, 0.48, 0.99)
Assets/BCaT_assets/LindaLeaks/Models/LL_AntiqueCamera.glb	Material.002	Material	shader=UnityGLTF/PBRGraph
Assets/BCaT_assets/LindaLeaks/Models/LL_AntiqueCamera.glb	Texture_0 	Texture2D	1024x1024 fmt=RGB24 mips=11 estMB=4.2
Assets/BCaT_assets/LindaLeaks/Models/LL_AntiqueCamera.glb	Texture_1 	Texture2D	1024x1024 fmt=RGB24 mips=11 estMB=4.2
Assets/BCaT_assets/LindaLeaks/Models/LL_AntiqueCamera.glb	Texture_2 	Texture2D	1024x1024 fmt=RGB24 mips=11 estMB=4.2
Assets/BCaT_assets/LindaLeaks/Models/LL_AntiqueCamera.glb	Texture_3 	Texture2D	1024x1024 fmt=RGBA32 mips=11 estMB=5.6
Assets/BCaT_assets/LindaLeaks/Models/LL_AntiqueCamera.glb	kamera.001_Material.002_0	Mesh	verts=18865 tris=17946 submeshes=1 readable=False bounds=(2.41, 1.86, 1.32)
Assets/BCaT_assets/LindaLeaks/Models/LL_PhotoAlbum.glb	album	Material	shader=UnityGLTF/UnlitGraph
Assets/BCaT_assets/LindaLeaks/Models/LL_PhotoAlbum.glb	Texture_0 	Texture2D	1024x1024 fmt=RGB24 mips=11 estMB=4.2
Assets/BCaT_assets/LindaLeaks/Models/LL_PhotoAlbum.glb	Object_0	Mesh	verts=65532 tris=119691 submeshes=1 readable=False bounds=(2.54, 2.32, 1.51)
Assets/BCaT_assets/LindaLeaks/Models/LL_PhotoAlbum.glb	Object_1	Mesh	verts=39608 tris=60053 submeshes=1 readable=False bounds=(2.55, 2.32, 1.56)
Assets/BCaT_assets/Ri/glass_fish.glb	M_Body	Material	shader=UnityGLTF/PBRGraph
Assets/BCaT_assets/Ri/glass_fish.glb	M_InnerBody	Material	shader=UnityGLTF/PBRGraph
Assets/BCaT_assets/Ri/glass_fish.glb	Texture_0 	Texture2D	1024x1024 fmt=ARGB32 mips=11 estMB=1.4
Assets/BCaT_assets/Ri/glass_fish.glb	Texture_1 	Texture2D	1024x1024 fmt=RGB24 mips=11 estMB=4.2
Assets/BCaT_assets/Ri/glass_fish.glb	Texture_2 	Texture2D	1024x1024 fmt=RGB24 mips=11 estMB=4.2
Assets/BCaT_assets/Ri/glass_fish.glb	SM_Body_M_Body_0	Mesh	verts=65532 tris=107956 submeshes=1 readable=False bounds=(7.15, 11.45, 3.01)
Assets/BCaT_assets/Ri/glass_fish.glb	SM_Body_M_Body_0	Mesh	verts=65532 tris=89534 submeshes=1 readable=False bounds=(7.16, 11.46, 3.02)
Assets/BCaT_assets/Ri/glass_fish.glb	SM_Body_M_Body_0	Mesh	verts=3548 tris=2510 submeshes=1 readable=False bounds=(7.07, 10.70, 2.92)
Assets/BCaT_assets/Ri/glass_fish.glb	SM_InnerBody_M_InnerBody_0	Mesh	verts=52695 tris=100000 submeshes=1 readable=False bounds=(3.33, 9.62, 2.52)
Assets/BCaT_assets/SewingRoom/bed.glb	Blanket	Material	shader=UnityGLTF/PBRGraph
Assets/BCaT_assets/SewingRoom/bed.glb	Blue_Wood	Material	shader=UnityGLTF/PBRGraph
Assets/BCaT_assets/SewingRoom/bed.glb	Brown_Wood	Material	shader=UnityGLTF/PBRGraph
Assets/BCaT_assets/SewingRoom/bed.glb	Matress	Material	shader=UnityGLTF/PBRGraph
Assets/BCaT_assets/SewingRoom/bed.glb	Pillow	Material	shader=UnityGLTF/PBRGraph
Assets/BCaT_assets/SewingRoom/bed.glb	Texture_0 	Texture2D	2048x2048 fmt=RGB24 mips=12 estMB=16.8
Assets/BCaT_assets/SewingRoom/bed.glb	Texture_1 	Texture2D	2048x2048 fmt=RGB24 mips=12 estMB=16.8
Assets/BCaT_assets/SewingRoom/bed.glb	Texture_2 	Texture2D	2048x2048 fmt=RGBA32 mips=12 estMB=22.4
Assets/BCaT_assets/SewingRoom/bed.glb	Texture_3 	Texture2D	2048x2048 fmt=RGB24 mips=12 estMB=16.8
Assets/BCaT_assets/SewingRoom/bed.glb	Texture_4 	Texture2D	2048x2048 fmt=RGB24 mips=12 estMB=16.8
Assets/BCaT_assets/SewingRoom/bed.glb	Texture_5 	Texture2D	2048x2048 fmt=RGBA32 mips=12 estMB=22.4
Assets/BCaT_assets/SewingRoom/bed.glb	Texture_6 	Texture2D	2048x2048 fmt=RGB24 mips=12 estMB=16.8
Assets/BCaT_assets/SewingRoom/bed.glb	Texture_7 	Texture2D	2048x2048 fmt=RGB24 mips=12 estMB=16.8
Assets/BCaT_assets/SewingRoom/bed.glb	Texture_8 	Texture2D	2048x2048 fmt=RGBA32 mips=12 estMB=22.4
Assets/BCaT_assets/SewingRoom/bed.glb	Texture_9 	Texture2D	2048x2048 fmt=RGB24 mips=12 estMB=16.8
Assets/BCaT_assets/SewingRoom/bed.glb	Texture_10 	Texture2D	2048x2048 fmt=RGB24 mips=12 estMB=16.8
Assets/BCaT_assets/SewingRoom/bed.glb	Texture_11 	Texture2D	2048x2048 fmt=RGBA32 mips=12 estMB=22.4
Assets/BCaT_assets/SewingRoom/bed.glb	Texture_12 	Texture2D	2048x2048 fmt=RGB24 mips=12 estMB=16.8
Assets/BCaT_assets/SewingRoom/bed.glb	Texture_13 	Texture2D	2048x2048 fmt=RGB24 mips=12 estMB=16.8
Assets/BCaT_assets/SewingRoom/bed.glb	Texture_14 	Texture2D	2048x2048 fmt=RGBA32 mips=12 estMB=22.4
Assets/BCaT_assets/SewingRoom/bed.glb	defaultMaterial	Mesh	verts=1508 tris=1624 submeshes=1 readable=False bounds=(1.73, 0.36, 0.62)
Assets/BCaT_assets/SewingRoom/bed.glb	defaultMaterial	Mesh	verts=458 tris=568 submeshes=1 readable=False bounds=(2.00, 0.70, 3.30)
Assets/BCaT_assets/SewingRoom/bed.glb	defaultMaterial	Mesh	verts=1202 tris=1688 submeshes=1 readable=False bounds=(2.00, 0.92, 3.30)
Assets/BCaT_assets/SewingRoom/bed.glb	defaultMaterial	Mesh	verts=1225 tris=1847 submeshes=1 readable=False bounds=(2.30, 0.81, 2.53)
Assets/BCaT_assets/SewingRoom/bed.glb	defaultMaterial	Mesh	verts=22 tris=12 submeshes=1 readable=False bounds=(1.91, 0.19, 2.93)
Assets/BCaT_assets/SewingRoom/old_sewing_box.glb	wire_012012012	Material	shader=UnityGLTF/PBRGraph
Assets/BCaT_assets/SewingRoom/old_sewing_box.glb	Texture_0 	Texture2D	2048x2048 fmt=RGB24 mips=12 estMB=16.8
Assets/BCaT_assets/SewingRoom/old_sewing_box.glb	Texture_1 	Texture2D	2048x2048 fmt=RGB24 mips=12 estMB=16.8
Assets/BCaT_assets/SewingRoom/old_sewing_box.glb	Texture_2 	Texture2D	2048x2048 fmt=RGBA32 mips=12 estMB=22.4
Assets/BCaT_assets/SewingRoom/old_sewing_box.glb	Object_0	Mesh	verts=5491 tris=10344 submeshes=1 readable=False bounds=(16.52, 6.88, 12.77)
Assets/My_Custom/dishwasher.glb	M_Dishwasher	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/dishwasher.glb	Texture_2 _02	Texture2D	2048x2048 fmt=DXT5 mips=12 estMB=5.6
Assets/My_Custom/dishwasher.glb	SM_Dishwasher_M_Dishwasher_0	Mesh	verts=2201 tris=3128 submeshes=1 readable=False bounds=(0.63, 0.60, 0.85)
Assets/My_Custom/japanese_red_bridge.glb	Chipped_Paint_Wood	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/japanese_red_bridge.glb	Painted_wooden_surface	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/japanese_red_bridge.glb	Texture_0 	Texture2D	1024x1024 fmt=RGB24 mips=11 estMB=4.2
Assets/My_Custom/japanese_red_bridge.glb	Texture_1 	Texture2D	1024x1024 fmt=RGB24 mips=11 estMB=4.2
Assets/My_Custom/japanese_red_bridge.glb	Texture_2 	Texture2D	1024x1024 fmt=RGBA32 mips=11 estMB=5.6
Assets/My_Custom/japanese_red_bridge.glb	Texture_3 	Texture2D	1024x1024 fmt=RGB24 mips=11 estMB=4.2
Assets/My_Custom/japanese_red_bridge.glb	Texture_4 	Texture2D	1024x1024 fmt=RGB24 mips=11 estMB=4.2
Assets/My_Custom/japanese_red_bridge.glb	Texture_5 	Texture2D	1024x1024 fmt=RGBA32 mips=11 estMB=5.6
Assets/My_Custom/japanese_red_bridge.glb	Object_0	Mesh	verts=1944 tris=972 submeshes=1 readable=False bounds=(1.98, 0.80, 4.38)
Assets/My_Custom/japanese_red_bridge.glb	Object_1	Mesh	verts=432 tris=216 submeshes=1 readable=False bounds=(1.72, 0.09, 5.38)
Assets/My_Custom/japanese_red_bridge.glb	Object_2	Mesh	verts=65532 tris=32768 submeshes=1 readable=False bounds=(0.24, 2.46, 3.89)
Assets/My_Custom/japanese_red_bridge.glb	Object_3	Mesh	verts=65532 tris=32766 submeshes=1 readable=False bounds=(2.18, 2.46, 2.45)
Assets/My_Custom/japanese_red_bridge.glb	Object_4	Mesh	verts=65533 tris=32767 submeshes=1 readable=False bounds=(2.15, 2.46, 3.89)
Assets/My_Custom/japanese_red_bridge.glb	Object_5	Mesh	verts=65534 tris=32766 submeshes=1 readable=False bounds=(2.20, 2.46, 2.45)
Assets/My_Custom/japanese_red_bridge.glb	Object_6	Mesh	verts=5643 tris=2821 submeshes=1 readable=False bounds=(0.24, 2.27, 1.78)
Assets/My_Custom/japanese_red_bridge.glb	Object_7	Mesh	verts=428 tris=226 submeshes=1 readable=False bounds=(1.91, 1.00, 4.30)
Assets/My_Custom/japanese_red_bridge.glb	Object_8	Mesh	verts=65532 tris=107777 submeshes=1 readable=False bounds=(2.20, 2.46, 4.90)
Assets/My_Custom/japanese_red_bridge.glb	Object_9	Mesh	verts=20488 tris=32639 submeshes=1 readable=False bounds=(2.20, 2.46, 2.44)
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	bar1	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	bar2	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	book1	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	book2	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	carpet	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	cooking_bench	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	curtain1	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	curtain2	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	dec1	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	dec2	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	dec3	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	dec4	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	frame	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	house1	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	house2	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	leaves	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	light1	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	light2	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	light3	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	material	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	oven1	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	oven2	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	oven3	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	seat1	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	seat2	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	table	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	tree	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	vase	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	vase_cup2	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	vase_dec1	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	wood	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	Texture_0 	Texture2D	4096x4096 fmt=RGB24 mips=13 estMB=67.1
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	Texture_1 	Texture2D	2048x2048 fmt=RGB24 mips=12 estMB=16.8
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	Texture_2 	Texture2D	2048x2048 fmt=RGB24 mips=12 estMB=16.8
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	Texture_3 	Texture2D	2048x2048 fmt=RGB24 mips=12 estMB=16.8
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	Texture_4 	Texture2D	2048x2048 fmt=RGB24 mips=12 estMB=16.8
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	Texture_5 	Texture2D	2048x2048 fmt=RGB24 mips=12 estMB=16.8
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	Texture_6 	Texture2D	2048x2048 fmt=RGB24 mips=12 estMB=16.8
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	Texture_7 	Texture2D	2048x2048 fmt=RGB24 mips=12 estMB=16.8
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	Texture_8 	Texture2D	1024x1024 fmt=RGB24 mips=11 estMB=4.2
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	Texture_9 	Texture2D	2048x2048 fmt=RGB24 mips=12 estMB=16.8
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	Texture_10 	Texture2D	2048x2048 fmt=RGB24 mips=12 estMB=16.8
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	Texture_11 	Texture2D	2048x2048 fmt=RGB24 mips=12 estMB=16.8
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	Texture_12 	Texture2D	2048x2048 fmt=RGB24 mips=12 estMB=16.8
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	Texture_13 	Texture2D	2048x2048 fmt=RGB24 mips=12 estMB=16.8
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	Texture_14 	Texture2D	2048x2048 fmt=RGB24 mips=12 estMB=16.8
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	Texture_15 	Texture2D	2048x2048 fmt=RGB24 mips=12 estMB=16.8
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	Texture_16 	Texture2D	2048x2048 fmt=RGB24 mips=12 estMB=16.8
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	Texture_17 	Texture2D	2048x2048 fmt=RGB24 mips=12 estMB=16.8
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	Texture_18 	Texture2D	2048x2048 fmt=RGB24 mips=12 estMB=16.8
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	bar_bar1_0	Mesh	verts=848 tris=428 submeshes=1 readable=False bounds=(0.74, 4.60, 0.79)
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	bar_bar2_0	Mesh	verts=2027 tris=2784 submeshes=1 readable=False bounds=(0.69, 0.88, 0.83)
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	book_book1_0	Mesh	verts=48 tris=24 submeshes=1 readable=False bounds=(0.32, 0.13, 0.45)
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	book_book2_0	Mesh	verts=48 tris=24 submeshes=1 readable=False bounds=(0.32, 0.15, 0.45)
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	carpet_carpet_0	Mesh	verts=24 tris=12 submeshes=1 readable=False bounds=(3.32, 1.11, 0.01)
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	cooking bench_cooking bench_0	Mesh	verts=48 tris=24 submeshes=1 readable=False bounds=(0.58, 1.49, 1.02)
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	cup_cup_0	Mesh	verts=1092 tris=1084 submeshes=1 readable=False bounds=(0.41, 2.54, 0.12)
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	curtain_curtain1_0	Mesh	verts=264 tris=132 submeshes=1 readable=False bounds=(1.72, 0.04, 0.98)
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	curtain_curtain2_0	Mesh	verts=28 tris=14 submeshes=1 readable=False bounds=(1.72, 0.05, 0.97)
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	dec_dec1_0	Mesh	verts=440 tris=396 submeshes=1 readable=False bounds=(0.27, 3.46, 0.45)
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	dec_dec2_0	Mesh	verts=136 tris=124 submeshes=1 readable=False bounds=(0.10, 0.29, 0.28)
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	dec_dec3_0	Mesh	verts=272 tris=248 submeshes=1 readable=False bounds=(0.14, 0.32, 0.21)
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	dec_dec4_0	Mesh	verts=347 tris=478 submeshes=1 readable=False bounds=(0.29, 0.29, 0.06)
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	frame_frame_0	Mesh	verts=232 tris=176 submeshes=1 readable=False bounds=(4.49, 8.89, 2.41)
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	house_house1_0	Mesh	verts=108 tris=62 submeshes=1 readable=False bounds=(2.82, 2.53, 2.00)
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	house_house2_0	Mesh	verts=4 tris=2 submeshes=1 readable=False bounds=(0.00, 2.47, 2.00)
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	leaves.001_leaves_0	Mesh	verts=3360 tris=1680 submeshes=1 readable=False bounds=(1.37, 7.03, 0.73)
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	light_light1_0	Mesh	verts=452 tris=444 submeshes=1 readable=False bounds=(0.14, 1.60, 1.41)
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	light_light2_0	Mesh	verts=792 tris=768 submeshes=1 readable=False bounds=(0.42, 1.88, 0.18)
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	light_light3_0	Mesh	verts=794 tris=1472 submeshes=1 readable=False bounds=(0.10, 1.56, 0.12)
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	oven_oven1_0	Mesh	verts=1456 tris=792 submeshes=1 readable=False bounds=(0.08, 0.70, 0.86)
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	oven_oven2_0	Mesh	verts=48 tris=24 submeshes=1 readable=False bounds=(0.89, 0.83, 1.48)
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	oven_oven3_0	Mesh	verts=28 tris=16 submeshes=1 readable=False bounds=(0.00, 0.83, 1.48)
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	seat_seat1_0	Mesh	verts=884 tris=1624 submeshes=1 readable=False bounds=(0.44, 1.46, 0.05)
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	seat_seat2_0	Mesh	verts=912 tris=552 submeshes=1 readable=False bounds=(0.53, 1.48, 0.89)
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	table_table_0	Mesh	verts=162 tris=96 submeshes=1 readable=False bounds=(4.44, 7.23, 0.90)
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	tree_tree_0	Mesh	verts=43520 tris=48576 submeshes=1 readable=False bounds=(1.36, 7.03, 0.91)
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	vase dec_vase cup2_0	Mesh	verts=394 tris=380 submeshes=1 readable=False bounds=(0.19, 0.19, 1.87)
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	vase dec_vase dec1_0	Mesh	verts=657 tris=986 submeshes=1 readable=False bounds=(0.19, 0.19, 1.47)
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	vase_vase_0	Mesh	verts=792 tris=1152 submeshes=1 readable=False bounds=(1.03, 6.81, 0.41)
Assets/My_Custom/modern_scandinavian_kitchen_island.glb	wood_wood_0	Mesh	verts=2196 tris=1398 submeshes=1 readable=False bounds=(4.41, 7.99, 3.00)
Assets/My_Custom/morten-s.glb	x0023_BALUSTER0.80.80.81	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/morten-s.glb	x0023_BALUSTER1111	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/morten-s.glb	x0023_BEGIN_OPENINGPine_x0020_wall_x0020_3.jpg1111	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/morten-s.glb	x0023_BEGIN_PLATFORM1111	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/morten-s.glb	x0023_BEGIN_PLATFORMcon_ash.jpg1111	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/morten-s.glb	x0023_BEGIN_WALLPine_x0020_wall_x0020_3.jpg1110.3	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/morten-s.glb	x0023_BOTTOMRAIL1111	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/morten-s.glb	x0023_HANDRAIL1111	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/morten-s.glb	x0023_OBJECT3D0.90.90.91	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/morten-s.glb	x0023_OBJECT3DParquet_x0020_12.jpg1111	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/morten-s.glb	x0023_POST1111	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/morten-s.glb	x0023_RISERcon_ash.jpg1111	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/morten-s.glb	x0023_STRING0.90.90.91	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/morten-s.glb	x0023_STRING1111	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/morten-s.glb	x0023_TREAD0.90.90.91	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/morten-s.glb	x0023_TREADcon_ash.jpg1111	Material	shader=UnityGLTF/PBRGraph
Assets/My_Custom/morten-s.glb	Texture_0 	Texture2D	1024x512 fmt=RGB24 mips=11 estMB=2.1
Assets/My_Custom/morten-s.glb	Texture_1 	Texture2D	256x256 fmt=RGB24 mips=9 estMB=0.3
Assets/My_Custom/morten-s.glb	Texture_2 	Texture2D	1024x1024 fmt=RGB24 mips=11 estMB=4.2
Assets/My_Custom/morten-s.glb	_x0023_BALUSTER0.80.80.81	Mesh	verts=2099 tris=3373 submeshes=1 readable=False bounds=(0.05, 0.07, 0.10)
Assets/My_Custom/morten-s.glb	_x0023_BALUSTER0.80.80.81	Mesh	verts=2099 tris=3373 submeshes=1 readable=False bounds=(0.05, 0.07, 0.10)
Assets/My_Custom/morten-s.glb	_x0023_BALUSTER0.80.80.81	Mesh	verts=2099 tris=3373 submeshes=1 readable=False bounds=(0.05, 0.07, 0.10)
Assets/My_Custom/morten-s.glb	_x0023_BALUSTER0.80.80.81	Mesh	verts=2099 tris=3373 submeshes=1 readable=False bounds=(0.05, 0.07, 0.10)
Assets/My_Custom/morten-s.glb	_x0023_BALUSTER1111	Mesh	verts=2660 tris=2544 submeshes=1 readable=False bounds=(1.12, 3.10, 3.49)
Assets/My_Custom/morten-s.glb	_x0023_BEGIN_OPENINGPine_x0020_wall_x0020_3.jpg1111	Mesh	verts=16 tris=8 submeshes=1 readable=False bounds=(1.09, 3.22, 0.17)
Assets/My_Custom/morten-s.glb	_x0023_BEGIN_PLATFORM1111	Mesh	verts=48 tris=24 submeshes=1 readable=False bounds=(1.05, 3.18, 0.04)
Assets/My_Custom/morten-s.glb	_x0023_BEGIN_PLATFORMcon_ash.jpg1111	Mesh	verts=24 tris=12 submeshes=1 readable=False bounds=(0.04, 0.04, 0.77)
