scene,hierarchy,roomOrExhibit,objectName,rendererType,sourceAsset,prefabAsset,meshName,vertices,triangles,subMeshes,materialSlots,materialPaths,castShadows,receiveShadows,staticFlags,batchingStatic,occluderStatic,occludeeStatic,hasMeshCollider,meshColliderTriangles,colliderTypes,lodGroup,nearestCameraDistance,nearestPlayerDistance,boundsMagnitude,boundsMaxAxis,screenCoverageClass,objectClass,shadowRecommendation,shadowReason,combineGroupKey,instancingKey
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/Jungle Bush 1 (12)/jungle_bush_1_LOD0","_SceneContent/Environment","jungle_bush_1_LOD0",MeshRenderer,"Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx","Assets/Animated Tropical Vegetation/Prefabs/Static/Jungle Bushes/Jungle Bush 1.prefab","jungle_bush_1_LOD0",788,737,1,1,"Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat",On,True,"0",False,False,False,False,0,"","",18.820,7.908,1.291,0.781,Small,Vegetation,Can safely stop casting shadows,"Small or distant vegetation shadow cost is high relative to visual value.","_SceneContent/Environment::Vegetation::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat","Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx#jungle_bush_1_LOD0::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat"
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/Jungle Bush 1 (19)/jungle_bush_1_LOD0","_SceneContent/Environment","jungle_bush_1_LOD0",MeshRenderer,"Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx","Assets/Animated Tropical Vegetation/Prefabs/Static/Jungle Bushes/Jungle Bush 1.prefab","jungle_bush_1_LOD0",788,737,1,1,"Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat",On,True,"0",False,False,False,False,0,"","",17.733,6.895,1.291,0.781,Small,Vegetation,Can safely stop casting shadows,"Small or distant vegetation shadow cost is high relative to visual value.","_SceneContent/Environment::Vegetation::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat","Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx#jungle_bush_1_LOD0::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat"
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/Jungle Bush 1 (10)/jungle_bush_1_LOD0","_SceneContent/Environment","jungle_bush_1_LOD0",MeshRenderer,"Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx","Assets/Animated Tropical Vegetation/Prefabs/Static/Jungle Bushes/Jungle Bush 1.prefab","jungle_bush_1_LOD0",788,737,1,1,"Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat",On,True,"0",False,False,False,False,0,"","",19.239,8.754,1.291,0.781,Small,Vegetation,Can safely stop casting shadows,"Small or distant vegetation shadow cost is high relative to visual value.","_SceneContent/Environment::Vegetation::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat","Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx#jungle_bush_1_LOD0::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat"
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/Jungle Bush 1 (14)/jungle_bush_1_LOD0","_SceneContent/Environment","jungle_bush_1_LOD0",MeshRenderer,"Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx","Assets/Animated Tropical Vegetation/Prefabs/Static/Jungle Bushes/Jungle Bush 1.prefab","jungle_bush_1_LOD0",788,737,1,1,"Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat",On,True,"0",False,False,False,False,0,"","",19.757,9.041,1.291,0.781,Small,Vegetation,Can safely stop casting shadows,"Small or distant vegetation shadow cost is high relative to visual value.","_SceneContent/Environment::Vegetation::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat","Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx#jungle_bush_1_LOD0::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat"
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/Jungle Bush 1 (9)/jungle_bush_1_LOD0","_SceneContent/Environment","jungle_bush_1_LOD0",MeshRenderer,"Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx","Assets/Animated Tropical Vegetation/Prefabs/Static/Jungle Bushes/Jungle Bush 1.prefab","jungle_bush_1_LOD0",788,737,1,1,"Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat",On,True,"0",False,False,False,False,0,"","",20.052,10.963,1.291,0.781,Small,Vegetation,Can safely stop casting shadows,"Small or distant vegetation shadow cost is high relative to visual value.","_SceneContent/Environment::Vegetation::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat","Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx#jungle_bush_1_LOD0::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat"
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/Jungle Bush 1 (4)/jungle_bush_1_LOD0","_SceneContent/Environment","jungle_bush_1_LOD0",MeshRenderer,"Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx","Assets/Animated Tropical Vegetation/Prefabs/Static/Jungle Bushes/Jungle Bush 1.prefab","jungle_bush_1_LOD0",788,737,1,1,"Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat",On,True,"0",False,False,False,False,0,"","",19.777,9.986,1.291,0.781,Small,Vegetation,Can safely stop casting shadows,"Small or distant vegetation shadow cost is high relative to visual value.","_SceneContent/Environment::Vegetation::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat","Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx#jungle_bush_1_LOD0::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat"
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/Jungle Bush 1 (1)/jungle_bush_1_LOD0","_SceneContent/Environment","jungle_bush_1_LOD0",MeshRenderer,"Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx","Assets/Animated Tropical Vegetation/Prefabs/Static/Jungle Bushes/Jungle Bush 1.prefab","jungle_bush_1_LOD0",788,737,1,1,"Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat",On,True,"0",False,False,False,False,0,"","",18.316,9.554,1.291,0.781,Small,Vegetation,Can safely stop casting shadows,"Small or distant vegetation shadow cost is high relative to visual value.","_SceneContent/Environment::Vegetation::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat","Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx#jungle_bush_1_LOD0::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat"
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/Jungle Bush 1 (15)/jungle_bush_1_LOD0","_SceneContent/Environment","jungle_bush_1_LOD0",MeshRenderer,"Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx","Assets/Animated Tropical Vegetation/Prefabs/Static/Jungle Bushes/Jungle Bush 1.prefab","jungle_bush_1_LOD0",788,737,1,1,"Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat",On,True,"0",False,False,False,False,0,"","",18.670,8.478,1.291,0.781,Small,Vegetation,Can safely stop casting shadows,"Small or distant vegetation shadow cost is high relative to visual value.","_SceneContent/Environment::Vegetation::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat","Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx#jungle_bush_1_LOD0::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat"
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/Jungle Bush 1 (6)/jungle_bush_1_LOD0","_SceneContent/Environment","jungle_bush_1_LOD0",MeshRenderer,"Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx","Assets/Animated Tropical Vegetation/Prefabs/Static/Jungle Bushes/Jungle Bush 1.prefab","jungle_bush_1_LOD0",788,737,1,1,"Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat",On,True,"0",False,False,False,False,0,"","",20.207,9.268,1.291,0.781,Small,Vegetation,Can safely stop casting shadows,"Small or distant vegetation shadow cost is high relative to visual value.","_SceneContent/Environment::Vegetation::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat","Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx#jungle_bush_1_LOD0::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat"
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/Jungle Bush 1 (6)/jungle_bush_1_LOD0","_SceneContent/Environment","jungle_bush_1_LOD0",MeshRenderer,"Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx","Assets/Animated Tropical Vegetation/Prefabs/Static/Jungle Bushes/Jungle Bush 1.prefab","jungle_bush_1_LOD0",788,737,1,1,"Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat",On,True,"0",False,False,False,False,0,"","",21.017,12.006,1.291,0.781,Small,Vegetation,Can safely stop casting shadows,"Small or distant vegetation shadow cost is high relative to visual value.","_SceneContent/Environment::Vegetation::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat","Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx#jungle_bush_1_LOD0::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat"
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/Jungle Bush 1 (18)/jungle_bush_1_LOD0","_SceneContent/Environment","jungle_bush_1_LOD0",MeshRenderer,"Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx","Assets/Animated Tropical Vegetation/Prefabs/Static/Jungle Bushes/Jungle Bush 1.prefab","jungle_bush_1_LOD0",788,737,1,1,"Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat",On,True,"0",False,False,False,False,0,"","",18.261,7.353,1.291,0.781,Small,Vegetation,Can safely stop casting shadows,"Small or distant vegetation shadow cost is high relative to visual value.","_SceneContent/Environment::Vegetation::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat","Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx#jungle_bush_1_LOD0::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat"
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/Jungle Bush 1 (3)/jungle_bush_1_LOD0","_SceneContent/Environment","jungle_bush_1_LOD0",MeshRenderer,"Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx","Assets/Animated Tropical Vegetation/Prefabs/Static/Jungle Bushes/Jungle Bush 1.prefab","jungle_bush_1_LOD0",788,737,1,1,"Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat",On,True,"0",False,False,False,False,0,"","",20.196,12.944,1.291,0.781,Small,Vegetation,Can safely stop casting shadows,"Small or distant vegetation shadow cost is high relative to visual value.","_SceneContent/Environment::Vegetation::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat","Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx#jungle_bush_1_LOD0::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat"
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/Jungle Bush 1 (7)/jungle_bush_1_LOD0","_SceneContent/Environment","jungle_bush_1_LOD0",MeshRenderer,"Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx","Assets/Animated Tropical Vegetation/Prefabs/Static/Jungle Bushes/Jungle Bush 1.prefab","jungle_bush_1_LOD0",788,737,1,1,"Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat",On,True,"0",False,False,False,False,0,"","",19.915,9.110,1.291,0.781,Small,Vegetation,Can safely stop casting shadows,"Small or distant vegetation shadow cost is high relative to visual value.","_SceneContent/Environment::Vegetation::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat","Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx#jungle_bush_1_LOD0::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat"
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/Jungle Bush 1 (1)/jungle_bush_1_LOD0","_SceneContent/Environment","jungle_bush_1_LOD0",MeshRenderer,"Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx","Assets/Animated Tropical Vegetation/Prefabs/Static/Jungle Bushes/Jungle Bush 1.prefab","jungle_bush_1_LOD0",788,737,1,1,"Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat",On,True,"0",False,False,False,False,0,"","",15.534,5.158,1.209,0.781,Small,Vegetation,Can safely stop casting shadows,"Small or distant vegetation shadow cost is high relative to visual value.","_SceneContent/Environment::Vegetation::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat","Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx#jungle_bush_1_LOD0::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat"
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/Jungle Bush 1 (21)/jungle_bush_1_LOD0","_SceneContent/Environment","jungle_bush_1_LOD0",MeshRenderer,"Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx","Assets/Animated Tropical Vegetation/Prefabs/Static/Jungle Bushes/Jungle Bush 1.prefab","jungle_bush_1_LOD0",788,737,1,1,"Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat",On,True,"0",False,False,False,False,0,"","",17.722,9.052,1.209,0.781,Small,Vegetation,Can safely stop casting shadows,"Small or distant vegetation shadow cost is high relative to visual value.","_SceneContent/Environment::Vegetation::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat","Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx#jungle_bush_1_LOD0::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat"
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/Jungle Bush 1 (17)/jungle_bush_1_LOD0","_SceneContent/Environment","jungle_bush_1_LOD0",MeshRenderer,"Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx","Assets/Animated Tropical Vegetation/Prefabs/Static/Jungle Bushes/Jungle Bush 1.prefab","jungle_bush_1_LOD0",788,737,1,1,"Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat",On,True,"0",False,False,False,False,0,"","",18.266,6.743,1.291,0.781,Small,Vegetation,Can safely stop casting shadows,"Small or distant vegetation shadow cost is high relative to visual value.","_SceneContent/Environment::Vegetation::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat","Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx#jungle_bush_1_LOD0::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat"
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/Jungle Bush 1 (18)/jungle_bush_1_LOD0","_SceneContent/Environment","jungle_bush_1_LOD0",MeshRenderer,"Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx","Assets/Animated Tropical Vegetation/Prefabs/Static/Jungle Bushes/Jungle Bush 1.prefab","jungle_bush_1_LOD0",788,737,1,1,"Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat",On,True,"0",False,False,False,False,0,"","",18.166,6.540,1.291,0.781,Small,Vegetation,Can safely stop casting shadows,"Small or distant vegetation shadow cost is high relative to visual value.","_SceneContent/Environment::Vegetation::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat","Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx#jungle_bush_1_LOD0::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat"
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/Jungle Bush 1 (9)/jungle_bush_1_LOD0","_SceneContent/Environment","jungle_bush_1_LOD0",MeshRenderer,"Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx","Assets/Animated Tropical Vegetation/Prefabs/Static/Jungle Bushes/Jungle Bush 1.prefab","jungle_bush_1_LOD0",788,737,1,1,"Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat",On,True,"0",False,False,False,False,0,"","",19.480,8.953,1.291,0.781,Small,Vegetation,Can safely stop casting shadows,"Small or distant vegetation shadow cost is high relative to visual value.","_SceneContent/Environment::Vegetation::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat","Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx#jungle_bush_1_LOD0::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat"
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/Jungle Bush 1 (13)/jungle_bush_1_LOD0","_SceneContent/Environment","jungle_bush_1_LOD0",MeshRenderer,"Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx","Assets/Animated Tropical Vegetation/Prefabs/Static/Jungle Bushes/Jungle Bush 1.prefab","jungle_bush_1_LOD0",788,737,1,1,"Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat",On,True,"0",False,False,False,False,0,"","",19.046,9.377,1.291,0.781,Small,Vegetation,Can safely stop casting shadows,"Small or distant vegetation shadow cost is high relative to visual value.","_SceneContent/Environment::Vegetation::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat","Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx#jungle_bush_1_LOD0::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat"
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/Jungle Bush 1 (13)/jungle_bush_1_LOD0","_SceneContent/Environment","jungle_bush_1_LOD0",MeshRenderer,"Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx","Assets/Animated Tropical Vegetation/Prefabs/Static/Jungle Bushes/Jungle Bush 1.prefab","jungle_bush_1_LOD0",788,737,1,1,"Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat",On,True,"0",False,False,False,False,0,"","",18.639,7.531,1.291,0.781,Small,Vegetation,Can safely stop casting shadows,"Small or distant vegetation shadow cost is high relative to visual value.","_SceneContent/Environment::Vegetation::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat","Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx#jungle_bush_1_LOD0::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat"
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/Jungle Bush 1 (4)/jungle_bush_1_LOD0","_SceneContent/Environment","jungle_bush_1_LOD0",MeshRenderer,"Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx","Assets/Animated Tropical Vegetation/Prefabs/Static/Jungle Bushes/Jungle Bush 1.prefab","jungle_bush_1_LOD0",788,737,1,1,"Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat",On,True,"0",False,False,False,False,0,"","",20.629,12.724,1.291,0.781,Small,Vegetation,Can safely stop casting shadows,"Small or distant vegetation shadow cost is high relative to visual value.","_SceneContent/Environment::Vegetation::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat","Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx#jungle_bush_1_LOD0::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat"
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/Jungle Bush 1 (16)/jungle_bush_1_LOD0","_SceneContent/Environment","jungle_bush_1_LOD0",MeshRenderer,"Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx","Assets/Animated Tropical Vegetation/Prefabs/Static/Jungle Bushes/Jungle Bush 1.prefab","jungle_bush_1_LOD0",788,737,1,1,"Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat",On,True,"0",False,False,False,False,0,"","",18.376,6.973,1.291,0.781,Small,Vegetation,Can safely stop casting shadows,"Small or distant vegetation shadow cost is high relative to visual value.","_SceneContent/Environment::Vegetation::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat","Assets/Animated Tropical Vegetation/Models/Jungle Bushes/jungle_bush_1.fbx#jungle_bush_1_LOD0::Assets/Animated Tropical Vegetation/Materials/jungle_bush_leaves.mat"
"Assets/BH_XR_MainScene.unity","_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_276","Exhibit:BTMMP_Workstation_Assembly","Object_276",SkinnedMeshRenderer,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Object_60",536,720,1,1,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb",On,True,"0",False,False,False,False,0,"","",45.346,7.056,0.044,0.031,Small,SmallProp,Can safely stop casting shadows,"Small prop with low screen coverage; receiving shadows is usually sufficient.","Exhibit:BTMMP_Workstation_Assembly::SmallProp::Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb#Object_60::Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb"
"Assets/BH_XR_MainScene.unity","_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_273","Exhibit:BTMMP_Workstation_Assembly","Object_273",SkinnedMeshRenderer,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Object_59",536,720,1,1,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb",On,True,"0",False,False,False,False,0,"","",45.355,7.088,0.044,0.031,Small,SmallProp,Can safely stop casting shadows,"Small prop with low screen coverage; receiving shadows is usually sufficient.","Exhibit:BTMMP_Workstation_Assembly::SmallProp::Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb#Object_59::Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb"
"Assets/BH_XR_MainScene.unity","_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_270","Exhibit:BTMMP_Workstation_Assembly","Object_270",SkinnedMeshRenderer,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Object_58",536,720,1,1,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb",On,True,"0",False,False,False,False,0,"","",45.014,6.787,0.044,0.031,Small,SmallProp,Can safely stop casting shadows,"Small prop with low screen coverage; receiving shadows is usually sufficient.","Exhibit:BTMMP_Workstation_Assembly::SmallProp::Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb#Object_58::Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb"
"Assets/BH_XR_MainScene.unity","_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_267","Exhibit:BTMMP_Workstation_Assembly","Object_267",SkinnedMeshRenderer,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Object_57",536,720,1,1,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb",On,True,"0",False,False,False,False,0,"","",45.005,6.754,0.044,0.031,Small,SmallProp,Can safely stop casting shadows,"Small prop with low screen coverage; receiving shadows is usually sufficient.","Exhibit:BTMMP_Workstation_Assembly::SmallProp::Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb#Object_57::Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb"
"Assets/BH_XR_MainScene.unity","_SceneContent/Home/SecondFloor/MemoryRoom/Imac","SecondFloor/MemoryRoom","Imac",MeshRenderer,"Assets/DevDen Arch Viz Scotland/Models/Study Room/Imac.fbx","Assets/DevDen Arch Viz Scotland/Prefabs/Study Room/Imac.prefab","Imac",736,708,1,1,"Assets/DevDen Arch Viz Scotland/Materials/Study Room/imac.mat",On,True,"-1",True,True,True,True,708,"MeshCollider","",23.016,5.945,1.107,0.755,Small,Architecture,Should probably cast shadows,"Nearby architecture contributes room depth, but baked lighting may replace realtime shadows.","SecondFloor/MemoryRoom::Architecture::Assets/DevDen Arch Viz Scotland/Materials/Study Room/imac.mat","Assets/DevDen Arch Viz Scotland/Models/Study Room/Imac.fbx#Imac::Assets/DevDen Arch Viz Scotland/Materials/Study Room/imac.mat"
"Assets/BH_XR_MainScene.unity","_SceneContent/Home/SecondFloor/SecondRoom/balcony_table","SecondFloor/SecondRoom","balcony_table",MeshRenderer,"Assets/DevDen Arch Viz Scotland/Models/Balcony/balcony_table.fbx","Assets/DevDen Arch Viz Scotland/Models/Balcony/balcony_table.fbx","polySurface701",932,704,1,1,"Assets/DevDen Arch Viz Scotland/Materials/balcony/balcony_table_2.mat",On,True,"0",False,False,False,False,0,"","",33.445,8.671,0.996,0.651,Small,Architecture,Should probably cast shadows,"Nearby architecture contributes room depth, but baked lighting may replace realtime shadows.","SecondFloor/SecondRoom::Architecture::Assets/DevDen Arch Viz Scotland/Materials/balcony/balcony_table_2.mat","Assets/DevDen Arch Viz Scotland/Models/Balcony/balcony_table.fbx#polySurface701::Assets/DevDen Arch Viz Scotland/Materials/balcony/balcony_table_2.mat"
