scene,hierarchy,terrainDataPath,size,heightmapResolution,alphamapResolution,baseMapResolution,detailResolution,detailResolutionPerPatch,drawInstanced,pixelError,basemapDistance,detailObjectDistance,detailObjectDensity,treeDistance,treeBillboardDistance,treeCrossFadeLength,treeMaximumFullLODCount,materialTemplate,shadowCastingMode,reflectionProbeUsage,terrainLayerCount,terrainLayers,treePrototypeCount,treePrototypes,treePrototypeTriangles,detailPrototypeCount,detailPrototypes,terrainCollider,estimatedFullResolutionTriangles
"Assets/BH_XR_MainScene.unity","_Rendering/Terrain/Terrain_main","Assets/New Terrain.asset","(200.000, 600.000, 200.000)",513,512,1024,1024,32,True,3.000,100.000,20.000,1.000,100.000,50.000,5.000,50,"Packages/com.unity.render-pipelines.universal/Runtime/Materials/TerrainLit.mat",On,BlendProbes,7,"Assets/TerrainSampleAssets/TerrainLayers/Grass_B_TerrainLayer.terrainlayer|Assets/NewLayer.terrainlayer|Assets/NewLayer 1.terrainlayer|Assets/NewLayer 5.terrainlayer|Assets/TerrainSampleAssets/TerrainLayers/Black_Sand_TerrainLayer.terrainlayer|Assets/TerrainSampleAssets/TerrainLayers/Sand_TerrainLayer.terrainlayer|Assets/TerrainSampleAssets/TerrainLayers/Grass_Dry_TerrainLayer.terrainlayer",2,"Coconut_Palm_Tree01_AFS|Coconut_Palm_Tree12_AFS","2664|2004",8,"Grass_D|Grass_A|GrassDry_A|GrassDry_B|GrassDry_A|Grass_A|Grass_D|Grass_B",True,524288
