scene,object_path,prefab,mesh_asset,mesh_name,triangle_count,material_count,static_flags,estimated_distance_from_player,typical_screen_coverage,current_cast_shadows,current_receive_shadows,object_class,classification,reason,recommended_cast_shadows_after,recommended_receive_shadows_after,has_mesh_collider,mesh_collider_triangles,lod_group,visual_risk
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_321,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Object_75,280,1,0,7.065,Small,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_318,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Object_74,280,1,0,7.056,Small,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_315,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Object_73,280,1,0,7.056,Small,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_312,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Object_72,280,1,0,7.096,Small,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_309,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Object_71,280,1,0,7.097,Small,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_306,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Object_70,280,1,0,7.088,Small,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_303,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Object_69,280,1,0,7.087,Small,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_300,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Object_68,280,1,0,6.788,Small,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_297,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Object_67,280,1,0,6.796,Small,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_294,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Object_66,280,1,0,6.795,Small,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_291,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Object_65,280,1,0,6.787,Small,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_288,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Object_64,280,1,0,6.762,Small,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_285,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Object_63,280,1,0,6.763,Small,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_282,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Object_62,280,1,0,6.755,Small,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_279,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Object_61,280,1,0,6.754,Small,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_192,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Object_32,280,1,0,6.924,Small,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_189,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Object_31,280,1,0,6.928,Small,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_186,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Object_30,280,1,0,6.926,Small,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_180,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Object_28,280,1,0,6.936,Small,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_177,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Object_27,280,1,0,6.933,Small,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_174,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Object_26,280,1,0,6.904,Small,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_171,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Object_25,280,1,0,6.907,Small,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_156,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Object_20,280,1,0,6.890,Small,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_153,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Object_19,280,1,0,6.885,Small,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_150,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Object_18,280,1,0,6.901,Small,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_147,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Object_17,280,1,0,6.960,Small,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_144,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Object_16,280,1,0,6.958,Small,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_141,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Object_15,280,1,0,6.934,Small,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_117,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Object_7,280,1,0,6.938,Small,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_114,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Object_6,280,1,0,6.930,Small,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_111,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Object_5,280,1,0,6.900,Small,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_108,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Object_4,280,1,0,6.892,Small,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,BuildProfiles/XR/XR Origin (XR Rig)/Camera Offset/Right Controller/Right Controller Visual/UniversalController/TouchPad,Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Prefabs/XR Origin (XR Rig).prefab,Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Models/UniversalController.fbx,TouchPad,272,1,0,0.008,Unknown,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,BuildProfiles/XR/XR Origin (XR Rig)/Camera Offset/Left Controller/Left Controller Visual/UniversalController/TouchPad,Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Prefabs/XR Origin (XR Rig).prefab,Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Models/UniversalController.fbx,TouchPad,272,1,0,0.008,Unknown,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_264,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Object_56,264,1,0,7.036,Small,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_261,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Object_55,264,1,0,7.068,Small,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_258,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Object_54,264,1,0,6.767,Small,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_255,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Object_53,264,1,0,6.733,Small,On,True,SmallProp,Can safely stop casting shadows,Small prop or low screen coverage; receiving shadows is usually sufficient.,No,True,False,0,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (27),Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx,FRP_Env_GrassPlant_05,264,1,0,33.834,Small,On,True,Vegetation,Can safely stop casting shadows,Small or distant vegetation shadow cost is high relative to visual value.,No,True,True,264,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (12),Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx,FRP_Env_GrassPlant_05,264,1,0,33.501,Small,On,True,Vegetation,Can safely stop casting shadows,Small or distant vegetation shadow cost is high relative to visual value.,No,True,True,264,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (25),Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx,FRP_Env_GrassPlant_05,264,1,0,36.467,Small,On,True,Vegetation,Can safely stop casting shadows,Small or distant vegetation shadow cost is high relative to visual value.,No,True,True,264,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (6),Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx,FRP_Env_GrassPlant_05,264,1,0,22.108,Small,On,True,Vegetation,Can safely stop casting shadows,Small or distant vegetation shadow cost is high relative to visual value.,No,True,True,264,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (9),Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx,FRP_Env_GrassPlant_05,264,1,0,24.576,Small,On,True,Vegetation,Can safely stop casting shadows,Small or distant vegetation shadow cost is high relative to visual value.,No,True,True,264,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (33),Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx,FRP_Env_GrassPlant_05,264,1,0,45.098,Small,On,True,Vegetation,Can safely stop casting shadows,Small or distant vegetation shadow cost is high relative to visual value.,No,True,True,264,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (15),Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx,FRP_Env_GrassPlant_05,264,1,0,40.883,Small,On,True,Vegetation,Can safely stop casting shadows,Small or distant vegetation shadow cost is high relative to visual value.,No,True,True,264,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (23),Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx,FRP_Env_GrassPlant_05,264,1,0,21.099,Small,On,True,Vegetation,Can safely stop casting shadows,Small or distant vegetation shadow cost is high relative to visual value.,No,True,True,264,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (19),Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx,FRP_Env_GrassPlant_05,264,1,0,32.436,Small,On,True,Vegetation,Can safely stop casting shadows,Small or distant vegetation shadow cost is high relative to visual value.,No,True,True,264,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (11),Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx,FRP_Env_GrassPlant_05,264,1,0,26.914,Small,On,True,Vegetation,Can safely stop casting shadows,Small or distant vegetation shadow cost is high relative to visual value.,No,True,True,264,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx,FRP_Env_GrassPlant_05,264,1,0,19.811,Small,On,True,Vegetation,Can safely stop casting shadows,Small or distant vegetation shadow cost is high relative to visual value.,No,True,True,264,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (22),Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx,FRP_Env_GrassPlant_05,264,1,0,21.961,Small,On,True,Vegetation,Can safely stop casting shadows,Small or distant vegetation shadow cost is high relative to visual value.,No,True,True,264,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (31),Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx,FRP_Env_GrassPlant_05,264,1,0,39.373,Small,On,True,Vegetation,Can safely stop casting shadows,Small or distant vegetation shadow cost is high relative to visual value.,No,True,True,264,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (16),Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx,FRP_Env_GrassPlant_05,264,1,0,44.468,Small,On,True,Vegetation,Can safely stop casting shadows,Small or distant vegetation shadow cost is high relative to visual value.,No,True,True,264,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (1),Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx,FRP_Env_GrassPlant_05,264,1,0,18.663,Small,On,True,Vegetation,Can safely stop casting shadows,Small or distant vegetation shadow cost is high relative to visual value.,No,True,True,264,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (21),Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx,FRP_Env_GrassPlant_05,264,1,0,26.107,Small,On,True,Vegetation,Can safely stop casting shadows,Small or distant vegetation shadow cost is high relative to visual value.,No,True,True,264,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (17),Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx,FRP_Env_GrassPlant_05,264,1,0,39.445,Small,On,True,Vegetation,Can safely stop casting shadows,Small or distant vegetation shadow cost is high relative to visual value.,No,True,True,264,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (29),Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx,FRP_Env_GrassPlant_05,264,1,0,34.378,Small,On,True,Vegetation,Can safely stop casting shadows,Small or distant vegetation shadow cost is high relative to visual value.,No,True,True,264,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (28),Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx,FRP_Env_GrassPlant_05,264,1,0,32.249,Small,On,True,Vegetation,Can safely stop casting shadows,Small or distant vegetation shadow cost is high relative to visual value.,No,True,True,264,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (24),Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx,FRP_Env_GrassPlant_05,264,1,0,24.228,Small,On,True,Vegetation,Can safely stop casting shadows,Small or distant vegetation shadow cost is high relative to visual value.,No,True,True,264,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (8),Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx,FRP_Env_GrassPlant_05,264,1,0,23.802,Small,On,True,Vegetation,Can safely stop casting shadows,Small or distant vegetation shadow cost is high relative to visual value.,No,True,True,264,,Low
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (10),Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx,FRP_Env_GrassPlant_05,264,1,0,26.852,Small,On,True,Vegetation,Can safely stop casting shadows,Small or distant vegetation shadow cost is high relative to visual value.,No,True,True,264,,Low
