materialPath,shader,renderQueue,instancingEnabled,rendererCount,slotCount,sceneCount,textureSignature,fullSignature,transparentLikely,mainTexture,objectClassSamples
"Assets/SubstanceAssets/LittleGamesPack/Materials/GamePieces.mat","Universal Render Pipeline/Lit",2000,False,30,30,1,"3571Assets/SubstanceAssets/LittleGamesPack/Textures/GamePieces/GamePieces_Mixed_AO.png|3573Assets/SubstanceAssets/LittleGamesPack/Textures/GamePieces/GamePieces_Base_color.png|3574Assets/SubstanceAssets/LittleGamesPack/Textures/GamePieces/GamePieces_Base_color.png|3576Assets/SubstanceAssets/LittleGamesPack/Textures/GamePieces/GamePieces_Normal_OpenGL.png|3578Assets/SubstanceAssets/LittleGamesPack/Textures/GamePieces/GamePieces_Metallic.png","A0950FB20AA9::Universal Render Pipeline/Lit|rq=2000|_WorkflowMode=1.0000|_BaseMap=Assets/SubstanceAssets/LittleGamesPack/Textures/GamePieces/GamePieces_Base_color.png|_BaseColor=RGBA(1.000, 1.000, 1.000, 1.000)|_Cutoff=0.5000|_Smoothness=0.7800|_SmoothnessTextureChannel=0.0000|_Metallic=0.0000|_MetallicGlossMap=Assets/SubstanceAssets/LittleGamesPack/Textures/GamePieces/GamePieces_Metallic.png|_SpecColor=RGBA(0.200, 0.200, 0.200, 1.000)|_SpecGlossMap=|_SpecularHighlights=1.0000|_EnvironmentReflections=1.0000|_BumpScale=1.0000|_BumpMap=Assets/SubstanceAssets/LittleGamesPack/Textures/GamePieces/GamePieces_Normal_OpenGL.png|_Parallax=0.0050|_ParallaxMap=|_OcclusionStrength=1.0000|_OcclusionMap=Assets/SubstanceAssets/LittleGamesPack/Textures/GamePieces/GamePieces_Mixed_AO.png|_EmissionColor=RGBA(0.000, 0.000, 0.000, 1.000)|_EmissionMap=|_DetailMask=|_DetailAlbedoMapScale=1.0000|_DetailAlbedoMap=|_DetailNormalMapScale=1.0000|_DetailNormalMap=|_ClearCoatMask=0.0000|_ClearCoatSmoothness=0.0000|_Surface=0.0000|_Blend=0.0000|_Cull=2.0000|_AlphaClip=0.0000|_SrcBlend=1.0000|_DstBlend=0.0000|_SrcBlendAlpha=1.0000|_DstBlendAlpha=0.0000|_ZWrite=1.0000|_BlendModePreserveSpecular=1.0000|_AlphaToMask=0.0000|_AddPrecomputedVelocity=0.0000|_XRMotionVectorsPass=1.0000|_ReceiveShadows=1.0000|_QueueOffset=0.0000|_MainTex=Assets/SubstanceAssets/LittleGamesPack/Textures/GamePieces/GamePieces_Base_color.png|_Color=RGBA(1.000, 1.000, 1.000, 1.000)|_GlossMapScale=0.7800|_Glossiness=0.5000|_GlossyReflections=1.0000|unity_Lightmaps=|unity_LightmapsInd=|unity_ShadowMasks=",False,"Assets/SubstanceAssets/LittleGamesPack/Textures/GamePieces/GamePieces_Base_color.png","SmallProp|SmallProp|SmallProp|SmallProp|SmallProp|SmallProp"
"Assets/My_Custom/mtrls/Blue_Wall.mat","Universal Render Pipeline/Lit",2000,True,27,27,1,"3573Assets/My_Custom/txtrs/122_fine plaster painted wall texture-seamless.jpg|3574Assets/My_Custom/txtrs/122_fine plaster painted wall texture-seamless.jpg","645A2A6E6C3C::Universal Render Pipeline/Lit|rq=2000|_WorkflowMode=1.0000|_BaseMap=Assets/My_Custom/txtrs/122_fine plaster painted wall texture-seamless.jpg|_BaseColor=RGBA(1.000, 1.000, 1.000, 1.000)|_Cutoff=0.5000|_Smoothness=0.5000|_SmoothnessTextureChannel=0.0000|_Metallic=0.0000|_MetallicGlossMap=|_SpecColor=RGBA(0.200, 0.200, 0.200, 1.000)|_SpecGlossMap=|_SpecularHighlights=1.0000|_EnvironmentReflections=1.0000|_BumpScale=1.0000|_BumpMap=|_Parallax=0.0050|_ParallaxMap=|_OcclusionStrength=1.0000|_OcclusionMap=|_EmissionColor=RGBA(0.000, 0.000, 0.000, 1.000)|_EmissionMap=|_DetailMask=|_DetailAlbedoMapScale=1.0000|_DetailAlbedoMap=|_DetailNormalMapScale=1.0000|_DetailNormalMap=|_ClearCoatMask=0.0000|_ClearCoatSmoothness=0.0000|_Surface=0.0000|_Blend=0.0000|_Cull=2.0000|_AlphaClip=0.0000|_SrcBlend=1.0000|_DstBlend=0.0000|_SrcBlendAlpha=1.0000|_DstBlendAlpha=0.0000|_ZWrite=1.0000|_BlendModePreserveSpecular=1.0000|_AlphaToMask=0.0000|_AddPrecomputedVelocity=0.0000|_XRMotionVectorsPass=1.0000|_ReceiveShadows=1.0000|_QueueOffset=0.0000|_MainTex=Assets/My_Custom/txtrs/122_fine plaster painted wall texture-seamless.jpg|_Color=RGBA(1.000, 1.000, 1.000, 1.000)|_GlossMapScale=0.0000|_Glossiness=0.0000|_GlossyReflections=0.0000|unity_Lightmaps=|unity_LightmapsInd=|unity_ShadowMasks=",False,"Assets/My_Custom/txtrs/122_fine plaster painted wall texture-seamless.jpg","Architecture|Architecture|Architecture|Architecture|Architecture|Architecture"
"Assets/Idyllic Italian Coast Town/Materials/M_wall_plaster 10.mat","Universal Render Pipeline/Lit",2000,False,25,25,1,"3573Assets/Idyllic Italian Coast Town/Textures/M_wall_plaster_BaseColor.png|3574Assets/Idyllic Italian Coast Town/Textures/M_wall_plaster_BaseColor.png|3576Assets/Idyllic Italian Coast Town/Textures/M_wall_plaster_Normal.png|3577Assets/Idyllic Italian Coast Town/Textures/M_wall_plaster_height.png","478C3F05F5C7::Universal Render Pipeline/Lit|rq=2000|_WorkflowMode=1.0000|_BaseMap=Assets/Idyllic Italian Coast Town/Textures/M_wall_plaster_BaseColor.png|_BaseColor=RGBA(1.000, 0.826, 0.410, 1.000)|_Cutoff=0.5000|_Smoothness=0.2650|_SmoothnessTextureChannel=0.0000|_Metallic=0.0000|_MetallicGlossMap=|_SpecColor=RGBA(0.200, 0.200, 0.200, 1.000)|_SpecGlossMap=|_SpecularHighlights=1.0000|_EnvironmentReflections=1.0000|_BumpScale=2.0000|_BumpMap=Assets/Idyllic Italian Coast Town/Textures/M_wall_plaster_Normal.png|_Parallax=0.0283|_ParallaxMap=Assets/Idyllic Italian Coast Town/Textures/M_wall_plaster_height.png|_OcclusionStrength=1.0000|_OcclusionMap=|_EmissionColor=RGBA(0.000, 0.000, 0.000, 1.000)|_EmissionMap=|_DetailMask=|_DetailAlbedoMapScale=1.0000|_DetailAlbedoMap=|_DetailNormalMapScale=1.0000|_DetailNormalMap=|_ClearCoatMask=0.0000|_ClearCoatSmoothness=0.0000|_Surface=0.0000|_Blend=0.0000|_Cull=2.0000|_AlphaClip=0.0000|_SrcBlend=1.0000|_DstBlend=0.0000|_SrcBlendAlpha=1.0000|_DstBlendAlpha=0.0000|_ZWrite=1.0000|_BlendModePreserveSpecular=1.0000|_AlphaToMask=0.0000|_AddPrecomputedVelocity=0.0000|_XRMotionVectorsPass=1.0000|_ReceiveShadows=1.0000|_QueueOffset=0.0000|_MainTex=Assets/Idyllic Italian Coast Town/Textures/M_wall_plaster_BaseColor.png|_Color=RGBA(1.000, 0.826, 0.410, 1.000)|_GlossMapScale=1.0000|_Glossiness=0.2650|_GlossyReflections=1.0000|unity_Lightmaps=|unity_LightmapsInd=|unity_ShadowMasks=",False,"Assets/Idyllic Italian Coast Town/Textures/M_wall_plaster_BaseColor.png","Architecture|Architecture|Architecture|Architecture|Architecture|Architecture"
"Assets/UnityTechnologies/Basic Asset Pack Interior/Materials/WallGreen.mat","Universal Render Pipeline/Lit",2000,True,19,19,1,"3573Assets/UnityTechnologies/Basic Asset Pack Interior/Textures/WallGreenLight.jpg|3574Assets/UnityTechnologies/Basic Asset Pack Interior/Textures/WallGreenLight.jpg","5092DE4C4F8F::Universal Render Pipeline/Lit|rq=2000|_WorkflowMode=1.0000|_BaseMap=Assets/UnityTechnologies/Basic Asset Pack Interior/Textures/WallGreenLight.jpg|_BaseColor=RGBA(1.000, 1.000, 1.000, 1.000)|_Cutoff=0.5000|_Smoothness=0.5000|_SmoothnessTextureChannel=0.0000|_Metallic=0.0000|_MetallicGlossMap=|_SpecColor=RGBA(0.200, 0.200, 0.200, 1.000)|_SpecGlossMap=|_SpecularHighlights=1.0000|_EnvironmentReflections=1.0000|_BumpScale=1.0000|_BumpMap=|_Parallax=0.0050|_ParallaxMap=|_OcclusionStrength=1.0000|_OcclusionMap=|_EmissionColor=RGBA(0.000, 0.000, 0.000, 1.000)|_EmissionMap=|_DetailMask=|_DetailAlbedoMapScale=1.0000|_DetailAlbedoMap=|_DetailNormalMapScale=1.0000|_DetailNormalMap=|_ClearCoatMask=0.0000|_ClearCoatSmoothness=0.0000|_Surface=0.0000|_Blend=0.0000|_Cull=2.0000|_AlphaClip=0.0000|_SrcBlend=1.0000|_DstBlend=0.0000|_SrcBlendAlpha=1.0000|_DstBlendAlpha=0.0000|_ZWrite=1.0000|_BlendModePreserveSpecular=1.0000|_AlphaToMask=0.0000|_AddPrecomputedVelocity=0.0000|_XRMotionVectorsPass=1.0000|_ReceiveShadows=1.0000|_QueueOffset=0.0000|_MainTex=Assets/UnityTechnologies/Basic Asset Pack Interior/Textures/WallGreenLight.jpg|_Color=RGBA(1.000, 1.000, 1.000, 1.000)|_GlossMapScale=0.0000|_Glossiness=0.0000|_GlossyReflections=0.0000|unity_Lightmaps=|unity_LightmapsInd=|unity_ShadowMasks=",False,"Assets/UnityTechnologies/Basic Asset Pack Interior/Textures/WallGreenLight.jpg","FlatDecoration|FlatDecoration|Architecture|FlatDecoration|FlatDecoration|Architecture"
"Assets/BCaT/Exhibits/PrivacyLawExhibit/Materials/PrivacyLaw_HologramLine.mat","Universal Render Pipeline/Unlit",3000,False,17,17,1,"","38932651FC85::Universal Render Pipeline/Unlit|rq=3000|_BaseMap=|_BaseColor=RGBA(0.430, 0.780, 1.000, 0.820)|_Cutoff=0.5000|_Surface=1.0000|_Blend=0.0000|_Cull=2.0000|_AlphaClip=0.0000|_BlendOp=0.0000|_SrcBlend=5.0000|_DstBlend=10.0000|_SrcBlendAlpha=1.0000|_DstBlendAlpha=10.0000|_ZWrite=0.0000|_AlphaToMask=0.0000|_AddPrecomputedVelocity=0.0000|_XRMotionVectorsPass=1.0000|_QueueOffset=0.0000|_MainTex=|_Color=RGBA(0.430, 0.780, 1.000, 0.820)|_SampleGI=0.0000",True,"","SmallProp|SmallProp|SmallProp|SmallProp|SmallProp|SmallProp"
"Assets/My_Custom/mtrls/HallWood 2.mat","Universal Render Pipeline/Lit",2000,True,15,15,1,"3573Assets/My_Custom/txtrs/221_siding wood texture-seamless.jpg|3574Assets/My_Custom/txtrs/221_siding wood texture-seamless.jpg","CD16CB36F94E::Universal Render Pipeline/Lit|rq=2000|_WorkflowMode=1.0000|_BaseMap=Assets/My_Custom/txtrs/221_siding wood texture-seamless.jpg|_BaseColor=RGBA(1.000, 1.000, 1.000, 1.000)|_Cutoff=0.5000|_Smoothness=0.5000|_SmoothnessTextureChannel=0.0000|_Metallic=0.0000|_MetallicGlossMap=|_SpecColor=RGBA(0.200, 0.200, 0.200, 1.000)|_SpecGlossMap=|_SpecularHighlights=1.0000|_EnvironmentReflections=1.0000|_BumpScale=1.0000|_BumpMap=|_Parallax=0.0050|_ParallaxMap=|_OcclusionStrength=1.0000|_OcclusionMap=|_EmissionColor=RGBA(0.000, 0.000, 0.000, 1.000)|_EmissionMap=|_DetailMask=|_DetailAlbedoMapScale=1.0000|_DetailAlbedoMap=|_DetailNormalMapScale=1.0000|_DetailNormalMap=|_ClearCoatMask=0.0000|_ClearCoatSmoothness=0.0000|_Surface=0.0000|_Blend=0.0000|_Cull=2.0000|_AlphaClip=0.0000|_SrcBlend=1.0000|_DstBlend=0.0000|_SrcBlendAlpha=1.0000|_DstBlendAlpha=0.0000|_ZWrite=1.0000|_BlendModePreserveSpecular=1.0000|_AlphaToMask=0.0000|_AddPrecomputedVelocity=0.0000|_XRMotionVectorsPass=1.0000|_ReceiveShadows=1.0000|_QueueOffset=0.0000|_MainTex=Assets/My_Custom/txtrs/221_siding wood texture-seamless.jpg|_Color=RGBA(1.000, 1.000, 1.000, 1.000)|_GlossMapScale=0.0000|_Glossiness=0.0000|_GlossyReflections=0.0000|unity_Lightmaps=|unity_LightmapsInd=|unity_ShadowMasks=",False,"Assets/My_Custom/txtrs/221_siding wood texture-seamless.jpg","UI|Architecture|Architecture|Architecture|Architecture|Architecture"
"Assets/Idyllic Italian Coast Town/Materials/M_bricks.mat","Universal Render Pipeline/Lit",2000,False,14,14,1,"3573Assets/Idyllic Italian Coast Town/Textures/M_bricks_BaseMap.png|3574Assets/Idyllic Italian Coast Town/Textures/M_bricks_BaseMap.png|3578Assets/Idyllic Italian Coast Town/Textures/M_bricks_MaskMap.png|3584Assets/Idyllic Italian Coast Town/Textures/M_bricks_Normal.png","5472DB0DB670::Universal Render Pipeline/Lit|rq=2000|_WorkflowMode=1.0000|_BaseMap=Assets/Idyllic Italian Coast Town/Textures/M_bricks_BaseMap.png|_BaseColor=RGBA(1.000, 1.000, 1.000, 1.000)|_Cutoff=0.5000|_Smoothness=1.0000|_SmoothnessTextureChannel=0.0000|_Metallic=0.0000|_MetallicGlossMap=Assets/Idyllic Italian Coast Town/Textures/M_bricks_MaskMap.png|_SpecColor=RGBA(0.200, 0.200, 0.200, 1.000)|_SpecGlossMap=|_SpecularHighlights=1.0000|_EnvironmentReflections=1.0000|_BumpScale=1.0000|_BumpMap=|_Parallax=0.0200|_ParallaxMap=|_OcclusionStrength=1.0000|_OcclusionMap=|_EmissionColor=RGBA(0.000, 0.000, 0.000, 1.000)|_EmissionMap=|_DetailMask=|_DetailAlbedoMapScale=1.0000|_DetailAlbedoMap=|_DetailNormalMapScale=1.0000|_DetailNormalMap=Assets/Idyllic Italian Coast Town/Textures/M_bricks_Normal.png|_ClearCoatMask=0.0000|_ClearCoatSmoothness=0.0000|_Surface=0.0000|_Blend=0.0000|_Cull=2.0000|_AlphaClip=0.0000|_SrcBlend=1.0000|_DstBlend=0.0000|_SrcBlendAlpha=1.0000|_DstBlendAlpha=0.0000|_ZWrite=1.0000|_BlendModePreserveSpecular=1.0000|_AlphaToMask=0.0000|_AddPrecomputedVelocity=0.0000|_XRMotionVectorsPass=1.0000|_ReceiveShadows=1.0000|_QueueOffset=0.0000|_MainTex=Assets/Idyllic Italian Coast Town/Textures/M_bricks_BaseMap.png|_Color=RGBA(1.000, 1.000, 1.000, 1.000)|_GlossMapScale=1.0000|_Glossiness=0.5000|_GlossyReflections=1.0000|unity_Lightmaps=|unity_LightmapsInd=|unity_ShadowMasks=",False,"Assets/Idyllic Italian Coast Town/Textures/M_bricks_BaseMap.png","Architecture|Architecture|SmallProp|SmallProp|Architecture|Architecture"
"Assets/Idyllic Italian Coast Town/Materials/M_windows.mat","Universal Render Pipeline/Lit",2000,False,14,14,1,"3573Assets/Idyllic Italian Coast Town/Textures/M_windows_italian_BaseMap.png|3574Assets/Idyllic Italian Coast Town/Textures/M_windows_italian_BaseMap.png|3576Assets/Idyllic Italian Coast Town/Textures/M_windows_italian_Normal.png|3578Assets/Idyllic Italian Coast Town/Textures/M_windows_italian_MaskMap.png|3579Assets/Idyllic Italian Coast Town/Textures/M_windows_italian_Emissive.png","BA88CA1B01FA::Universal Render Pipeline/Lit|rq=2000|_WorkflowMode=1.0000|_BaseMap=Assets/Idyllic Italian Coast Town/Textures/M_windows_italian_BaseMap.png|_BaseColor=RGBA(1.000, 1.000, 1.000, 1.000)|_Cutoff=0.5000|_Smoothness=1.0000|_SmoothnessTextureChannel=0.0000|_Metallic=0.0000|_MetallicGlossMap=Assets/Idyllic Italian Coast Town/Textures/M_windows_italian_MaskMap.png|_SpecColor=RGBA(0.200, 0.200, 0.200, 1.000)|_SpecGlossMap=|_SpecularHighlights=1.0000|_EnvironmentReflections=1.0000|_BumpScale=1.0000|_BumpMap=Assets/Idyllic Italian Coast Town/Textures/M_windows_italian_Normal.png|_Parallax=0.0200|_ParallaxMap=|_OcclusionStrength=1.0000|_OcclusionMap=|_EmissionColor=RGBA(1.189, 1.101, 0.746, 1.000)|_EmissionMap=Assets/Idyllic Italian Coast Town/Textures/M_windows_italian_Emissive.png|_DetailMask=|_DetailAlbedoMapScale=1.0000|_DetailAlbedoMap=|_DetailNormalMapScale=1.0000|_DetailNormalMap=|_ClearCoatMask=0.0000|_ClearCoatSmoothness=0.0000|_Surface=0.0000|_Blend=0.0000|_Cull=2.0000|_AlphaClip=0.0000|_SrcBlend=1.0000|_DstBlend=0.0000|_SrcBlendAlpha=1.0000|_DstBlendAlpha=0.0000|_ZWrite=1.0000|_BlendModePreserveSpecular=1.0000|_AlphaToMask=0.0000|_AddPrecomputedVelocity=0.0000|_XRMotionVectorsPass=1.0000|_ReceiveShadows=1.0000|_QueueOffset=0.0000|_MainTex=Assets/Idyllic Italian Coast Town/Textures/M_windows_italian_BaseMap.png|_Color=RGBA(1.000, 1.000, 1.000, 1.000)|_GlossMapScale=1.0000|_Glossiness=0.4270|_GlossyReflections=1.0000|unity_Lightmaps=|unity_LightmapsInd=|unity_ShadowMasks=",False,"Assets/Idyllic Italian Coast Town/Textures/M_windows_italian_BaseMap.png","Architecture|Architecture|SmallProp|SmallProp|Architecture|Architecture"
"Assets/UnityTechnologies/Basic Asset Pack Interior/Materials/Glass.mat","Universal Render Pipeline/Lit",3000,False,14,14,1,"","80AB21D038DA::Universal Render Pipeline/Lit|rq=3000|_WorkflowMode=1.0000|_BaseMap=|_BaseColor=RGBA(0.677, 0.787, 0.792, 0.467)|_Cutoff=0.5000|_Smoothness=0.9650|_SmoothnessTextureChannel=0.0000|_Metallic=0.7660|_MetallicGlossMap=|_SpecColor=RGBA(0.200, 0.200, 0.200, 1.000)|_SpecGlossMap=|_SpecularHighlights=1.0000|_EnvironmentReflections=1.0000|_BumpScale=1.0000|_BumpMap=|_Parallax=0.0050|_ParallaxMap=|_OcclusionStrength=1.0000|_OcclusionMap=|_EmissionColor=RGBA(0.000, 0.000, 0.000, 1.000)|_EmissionMap=|_DetailMask=|_DetailAlbedoMapScale=1.0000|_DetailAlbedoMap=|_DetailNormalMapScale=1.0000|_DetailNormalMap=|_ClearCoatMask=0.0000|_ClearCoatSmoothness=0.0000|_Surface=1.0000|_Blend=0.0000|_Cull=0.0000|_AlphaClip=0.0000|_SrcBlend=5.0000|_DstBlend=10.0000|_SrcBlendAlpha=1.0000|_DstBlendAlpha=10.0000|_ZWrite=0.0000|_BlendModePreserveSpecular=0.0000|_AlphaToMask=0.0000|_AddPrecomputedVelocity=0.0000|_XRMotionVectorsPass=1.0000|_ReceiveShadows=1.0000|_QueueOffset=0.0000|_MainTex=|_Color=RGBA(0.677, 0.787, 0.792, 0.467)|_GlossMapScale=0.0000|_Glossiness=0.0000|_GlossyReflections=0.0000|unity_Lightmaps=|unity_LightmapsInd=|unity_ShadowMasks=",True,"","Architecture|Architecture|Architecture|Architecture|Architecture|Architecture"
"Assets/Idyllic Italian Coast Town/Materials/M_skybox.mat","Skybox/Panoramic",1000,False,12,12,1,"3573Assets/Idyllic Italian Coast Town/Textures/M_skybox_01.png","520C55ADA581::Skybox/Panoramic|rq=1000|_Tint=RGBA(0.624, 0.645, 0.706, 1.000)|_Exposure=1.0000|_Rotation=0.0000|_MainTex=Assets/Idyllic Italian Coast Town/Textures/M_skybox_01.png|_Mapping=1.0000|_ImageType=0.0000|_MirrorOnBack=0.0000|_Layout=0.0000",False,"Assets/Idyllic Italian Coast Town/Textures/M_skybox_01.png","UI|UI|UI|UI|UI|UI"
"Assets/BCaT_assets/BTMMP_Workstation_Assembly/spray-paint-bottle-2/source/spray_paint_bottle_2.fbx","Universal Render Pipeline/Lit",2000,False,12,12,1,"3573Assets/BCaT_assets/BTMMP_Workstation_Assembly/spray-paint-bottle-2/textures/diffuse.jpg|3574Assets/BCaT_assets/BTMMP_Workstation_Assembly/spray-paint-bottle-2/textures/diffuse.jpg|3576Assets/BCaT_assets/BTMMP_Workstation_Assembly/spray-paint-bottle-2/textures/normal.jpg","C56FDCBF2C67::Universal Render Pipeline/Lit|rq=2000|_WorkflowMode=1.0000|_BaseMap=Assets/BCaT_assets/BTMMP_Workstation_Assembly/spray-paint-bottle-2/textures/diffuse.jpg|_BaseColor=RGBA(1.000, 1.000, 1.000, 1.000)|_Cutoff=0.5000|_Smoothness=0.5000|_SmoothnessTextureChannel=0.0000|_Metallic=0.0000|_MetallicGlossMap=|_SpecColor=RGBA(0.200, 0.200, 0.200, 1.000)|_SpecGlossMap=|_SpecularHighlights=1.0000|_EnvironmentReflections=1.0000|_BumpScale=1.0000|_BumpMap=Assets/BCaT_assets/BTMMP_Workstation_Assembly/spray-paint-bottle-2/textures/normal.jpg|_Parallax=0.0200|_ParallaxMap=|_OcclusionStrength=1.0000|_OcclusionMap=|_EmissionColor=RGBA(0.000, 0.000, 0.000, 1.000)|_EmissionMap=|_DetailMask=|_DetailAlbedoMapScale=1.0000|_DetailAlbedoMap=|_DetailNormalMapScale=1.0000|_DetailNormalMap=|_ClearCoatMask=0.0000|_ClearCoatSmoothness=0.0000|_Surface=0.0000|_Blend=0.0000|_Cull=2.0000|_AlphaClip=0.0000|_SrcBlend=1.0000|_DstBlend=0.0000|_SrcBlendAlpha=1.0000|_DstBlendAlpha=0.0000|_ZWrite=1.0000|_BlendModePreserveSpecular=1.0000|_AlphaToMask=0.0000|_AddPrecomputedVelocity=0.0000|_XRMotionVectorsPass=1.0000|_ReceiveShadows=1.0000|_QueueOffset=0.0000|_MainTex=Assets/BCaT_assets/BTMMP_Workstation_Assembly/spray-paint-bottle-2/textures/diffuse.jpg|_Color=RGBA(1.000, 1.000, 1.000, 1.000)|_GlossMapScale=1.0000|_Glossiness=0.5000|_GlossyReflections=1.0000|unity_Lightmaps=|unity_LightmapsInd=|unity_ShadowMasks=",False,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/spray-paint-bottle-2/textures/diffuse.jpg","SmallProp|SmallProp|SmallProp|SmallProp|SmallProp|SmallProp"
"Assets/My_Custom/mtrls/YellowWall.mat","Universal Render Pipeline/Lit",2000,True,11,11,1,"3573Assets/My_Custom/txtrs/27_reinassance plaster texture seamless.jpg|3574Assets/My_Custom/txtrs/27_reinassance plaster texture seamless.jpg","11B54325DCA4::Universal Render Pipeline/Lit|rq=2000|_WorkflowMode=1.0000|_BaseMap=Assets/My_Custom/txtrs/27_reinassance plaster texture seamless.jpg|_BaseColor=RGBA(1.000, 1.000, 1.000, 1.000)|_Cutoff=0.5000|_Smoothness=0.5000|_SmoothnessTextureChannel=0.0000|_Metallic=0.0000|_MetallicGlossMap=|_SpecColor=RGBA(0.200, 0.200, 0.200, 1.000)|_SpecGlossMap=|_SpecularHighlights=1.0000|_EnvironmentReflections=1.0000|_BumpScale=1.0000|_BumpMap=|_Parallax=0.0050|_ParallaxMap=|_OcclusionStrength=1.0000|_OcclusionMap=|_EmissionColor=RGBA(0.000, 0.000, 0.000, 1.000)|_EmissionMap=|_DetailMask=|_DetailAlbedoMapScale=1.0000|_DetailAlbedoMap=|_DetailNormalMapScale=1.0000|_DetailNormalMap=|_ClearCoatMask=0.0000|_ClearCoatSmoothness=0.0000|_Surface=0.0000|_Blend=0.0000|_Cull=2.0000|_AlphaClip=0.0000|_SrcBlend=1.0000|_DstBlend=0.0000|_SrcBlendAlpha=1.0000|_DstBlendAlpha=0.0000|_ZWrite=1.0000|_BlendModePreserveSpecular=1.0000|_AlphaToMask=0.0000|_AddPrecomputedVelocity=0.0000|_XRMotionVectorsPass=1.0000|_ReceiveShadows=1.0000|_QueueOffset=0.0000|_MainTex=Assets/My_Custom/txtrs/27_reinassance plaster texture seamless.jpg|_Color=RGBA(1.000, 1.000, 1.000, 1.000)|_GlossMapScale=0.0000|_Glossiness=0.0000|_GlossyReflections=0.0000|unity_Lightmaps=|unity_LightmapsInd=|unity_ShadowMasks=",False,"Assets/My_Custom/txtrs/27_reinassance plaster texture seamless.jpg","Architecture|Architecture|UI|Architecture|Architecture|Architecture"
"Assets/My_Custom/mtrls/OldStairway.mat","Universal Render Pipeline/Lit",2000,True,11,11,1,"3573Assets/My_Custom/txtrs/PavingStones119_1K-PNG_Color.png|3574Assets/My_Custom/txtrs/PavingStones119_1K-PNG_Color.png","C30CBE97B644::Universal Render Pipeline/Lit|rq=2000|_WorkflowMode=1.0000|_BaseMap=Assets/My_Custom/txtrs/PavingStones119_1K-PNG_Color.png|_BaseColor=RGBA(1.000, 1.000, 1.000, 1.000)|_Cutoff=0.5000|_Smoothness=0.5000|_SmoothnessTextureChannel=0.0000|_Metallic=0.0000|_MetallicGlossMap=|_SpecColor=RGBA(0.200, 0.200, 0.200, 1.000)|_SpecGlossMap=|_SpecularHighlights=1.0000|_EnvironmentReflections=1.0000|_BumpScale=1.0000|_BumpMap=|_Parallax=0.0050|_ParallaxMap=|_OcclusionStrength=1.0000|_OcclusionMap=|_EmissionColor=RGBA(0.000, 0.000, 0.000, 1.000)|_EmissionMap=|_DetailMask=|_DetailAlbedoMapScale=1.0000|_DetailAlbedoMap=|_DetailNormalMapScale=1.0000|_DetailNormalMap=|_ClearCoatMask=0.0000|_ClearCoatSmoothness=0.0000|_Surface=0.0000|_Blend=0.0000|_Cull=2.0000|_AlphaClip=0.0000|_SrcBlend=1.0000|_DstBlend=0.0000|_SrcBlendAlpha=1.0000|_DstBlendAlpha=0.0000|_ZWrite=1.0000|_BlendModePreserveSpecular=1.0000|_AlphaToMask=0.0000|_AddPrecomputedVelocity=0.0000|_XRMotionVectorsPass=1.0000|_ReceiveShadows=1.0000|_QueueOffset=0.0000|_MainTex=Assets/My_Custom/txtrs/PavingStones119_1K-PNG_Color.png|_Color=RGBA(1.000, 1.000, 1.000, 1.000)|_GlossMapScale=0.0000|_Glossiness=0.0000|_GlossyReflections=0.0000|unity_Lightmaps=|unity_LightmapsInd=|unity_ShadowMasks=",False,"Assets/My_Custom/txtrs/PavingStones119_1K-PNG_Color.png","Architecture|Architecture|Architecture|Architecture|Architecture|Architecture"
