category,mesh_asset,mesh_name,material,shader,instance_count,total_triangles_across_instances,static_batching_count,dynamic_count,material_instancing_enabled,object_class,estimated_draw_call_reduction,risk,sample_objects
Candidate requiring material cleanup,Assets/Idyllic Italian Coast Town/Meshes/Modular/SM_wall_pillar.fbx,Box083,Assets/Idyllic Italian Coast Town/Materials/M_wall_plaster.mat,Universal Render Pipeline/Lit,31,29326,0,31,False,Architecture,30,Low,_SceneContent/Home/FirstFloor/Pillars/Set (2)/SM_wall_pillar (1);_SceneContent/Home/FirstFloor/Pillars/Set (15)/SM_wall_pillar (1);_SceneContent/Home/FirstFloor/Pillars/Set (11)/SM_wall_pillar (1);_SceneContent/Home/FirstFloor/Pillars/Set (4)/SM_wall_pillar (1);_SceneContent/Home/FirstFloor/Pillars/Set (8)/SM_wall_pillar (1);_SceneContent/Home/FirstFloor/Pillars/Set (15)/SM_wall_pillar (2);_SceneContent/Home/FirstFloor/Pillars/Set (10)/SM_wall_pillar (2);_SceneContent/Home/FirstFloor/Pillars/Set (4)/SM_wall_pillar (2);_SceneContent/Home/FirstFloor/Pillars/Set (12)/SM_wall_pillar (1);_SceneContent/Home/FirstFloor/Pillars/Set (7)/SM_wall_pillar (2);_SceneContent/Home/FirstFloor/Pillars/Set (9)/SM_wall_pillar (1);_SceneContent/Home/FirstFloor/Pillars/Set (6)/SM_wall_pillar (2)
Candidate requiring material cleanup,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx,FRP_Env_GrassPlant_05,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Materials/PandaMat.mat,Universal Render Pipeline/Lit,31,8184,0,31,False,Vegetation,30,Low,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (27);_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (12);_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (25);_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (6);_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (9);_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (33);_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (15);_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (23);_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (19);_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (11);_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05;_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (22)
Immediate safe instancing candidate,Assets/Idyllic Italian Coast Town/Meshes/Modular/SM_wall_base.fbx,Object32341,Assets/My_Custom/mtrls/Blue_Wall.mat,Universal Render Pipeline/Lit,27,8100,0,27,True,Architecture,26,Low,_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (49);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (73);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (71);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (58);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (67);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (69);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (55);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (66);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (65);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (52);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (72);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (54)
Candidate requiring material cleanup,Assets/Idyllic Italian Coast Town/Meshes/Modular/SM_wall_base.fbx,Object32341,Assets/Idyllic Italian Coast Town/Materials/M_wall_plaster 10.mat,Universal Render Pipeline/Lit,22,6600,0,22,False,Architecture,21,Low,_SceneContent/Home/SecondFloor/Temp_SecondFloor_Planning/walls/SM_wall_base (110);_SceneContent/Home/SecondFloor/Temp_SecondFloor_Planning/walls/SM_wall_base (109);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (91);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (94);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (30);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (29);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (88);_SceneContent/Home/SecondFloor/Temp_SecondFloor_Planning/walls/SM_wall_base (107);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (92);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (31);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (86);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (93)
Immediate safe instancing candidate,Assets/BrokenVector/LowPolyFencePack/Models/Fence Type2 03.dae,Fence_Type2_03_mesh,Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/DemoSceneAssets/Materials/Lit White.mat,Universal Render Pipeline/Simple Lit,22,3520,0,22,True,Architecture,21,Low,_SceneContent/Home/Exterior/Porch/Fence/Fence Type2 03 (3);_SceneContent/Home/Exterior/Porch/Fence/Fence Type2 03 (17);_SceneContent/Home/Exterior/Porch/Fence/Fence Type2 03 (9);_SceneContent/Home/Exterior/Porch/Fence/Fence Type2 03 (21);_SceneContent/Home/Exterior/Porch/Fence/Fence Type2 03 (12);_SceneContent/Home/Exterior/Porch/Fence/Fence Type2 03 (11);_SceneContent/Home/Exterior/Porch/Fence/Fence Type2 03 (1);_SceneContent/Home/Exterior/Porch/Fence/Fence Type2 03 (13);_SceneContent/Home/Exterior/Porch/Fence/Fence Type2 03 (15);_SceneContent/Home/Exterior/Porch/Fence/Fence Type2 03 (4);_SceneContent/Home/Exterior/Porch/Fence/Fence Type2 03 (16);_SceneContent/Home/Exterior/Porch/Fence/Fence Type2 03 (14)
Candidate requiring material cleanup,Assets/SimpleNaturePack/Models/Flowers_01.fbx,Flowers_01_LOD0,Assets/SimpleNaturePack/Materials/SimpleNaturePack_Texture_01.mat,Universal Render Pipeline/Lit,21,9912,0,21,False,Vegetation,20,Low,_SceneContent/ImplementedContributorInstallations/Meshell_Sturgis/Garden/flowerbed/flowers/Flowers_01 (15)/Flowers_01_LOD0;_SceneContent/ImplementedContributorInstallations/Meshell_Sturgis/Garden/flowerbed/flowers/Flowers_01 (14)/Flowers_01_LOD0;_SceneContent/ImplementedContributorInstallations/Meshell_Sturgis/Garden/flowerbed/flowers/Flowers_01 (19)/Flowers_01_LOD0;_SceneContent/ImplementedContributorInstallations/Meshell_Sturgis/Garden/flowerbed/flowers/Flowers_01 (20)/Flowers_01_LOD0;_SceneContent/ImplementedContributorInstallations/Meshell_Sturgis/Garden/flowerbed/flowers/Flowers_01 (9)/Flowers_01_LOD0;_SceneContent/ImplementedContributorInstallations/Meshell_Sturgis/Garden/flowerbed/flowers/Flowers_01 (6)/Flowers_01_LOD0;_SceneContent/ImplementedContributorInstallations/Meshell_Sturgis/Garden/flowerbed/flowers/Flowers_01 (17)/Flowers_01_LOD0;_SceneContent/ImplementedContributorInstallations/Meshell_Sturgis/Garden/flowerbed/flowers/Flowers_01 (4)/Flowers_01_LOD0;_SceneContent/ImplementedContributorInstallations/Meshell_Sturgis/Garden/flowerbed/flowers/Flowers_01 (1)/Flowers_01_LOD0;_SceneContent/ImplementedContributorInstallations/Meshell_Sturgis/Garden/flowerbed/flowers/Flowers_01 (3)/Flowers_01_LOD0;_SceneContent/ImplementedContributorInstallations/Meshell_Sturgis/Garden/flowerbed/flowers/Flowers_01 (12)/Flowers_01_LOD0;_SceneContent/ImplementedContributorInstallations/Meshell_Sturgis/Garden/flowerbed/flowers/Flowers_01 (18)/Flowers_01_LOD0
Candidate requiring material cleanup,Assets/SimpleNaturePack/Models/Flowers_01.fbx,Flowers_01_LOD1,Assets/SimpleNaturePack/Materials/SimpleNaturePack_Texture_01.mat,Universal Render Pipeline/Lit,21,3192,0,21,False,Vegetation,20,Low,_SceneContent/ImplementedContributorInstallations/Meshell_Sturgis/Garden/flowerbed/flowers/Flowers_01 (15)/Flowers_01_LOD1;_SceneContent/ImplementedContributorInstallations/Meshell_Sturgis/Garden/flowerbed/flowers/Flowers_01 (14)/Flowers_01_LOD1;_SceneContent/ImplementedContributorInstallations/Meshell_Sturgis/Garden/flowerbed/flowers/Flowers_01 (19)/Flowers_01_LOD1;_SceneContent/ImplementedContributorInstallations/Meshell_Sturgis/Garden/flowerbed/flowers/Flowers_01 (20)/Flowers_01_LOD1;_SceneContent/ImplementedContributorInstallations/Meshell_Sturgis/Garden/flowerbed/flowers/Flowers_01 (9)/Flowers_01_LOD1;_SceneContent/ImplementedContributorInstallations/Meshell_Sturgis/Garden/flowerbed/flowers/Flowers_01 (6)/Flowers_01_LOD1;_SceneContent/ImplementedContributorInstallations/Meshell_Sturgis/Garden/flowerbed/flowers/Flowers_01 (17)/Flowers_01_LOD1;_SceneContent/ImplementedContributorInstallations/Meshell_Sturgis/Garden/flowerbed/flowers/Flowers_01 (4)/Flowers_01_LOD1;_SceneContent/ImplementedContributorInstallations/Meshell_Sturgis/Garden/flowerbed/flowers/Flowers_01 (1)/Flowers_01_LOD1;_SceneContent/ImplementedContributorInstallations/Meshell_Sturgis/Garden/flowerbed/flowers/Flowers_01 (3)/Flowers_01_LOD1;_SceneContent/ImplementedContributorInstallations/Meshell_Sturgis/Garden/flowerbed/flowers/Flowers_01 (12)/Flowers_01_LOD1;_SceneContent/ImplementedContributorInstallations/Meshell_Sturgis/Garden/flowerbed/flowers/Flowers_01 (18)/Flowers_01_LOD1
Candidate requiring material cleanup,Assets/Idyllic Italian Coast Town/Meshes/Modular/SM_wall_base.fbx,Object32341,Assets/Idyllic Italian Coast Town/Materials/M_wall_plaster.mat,Universal Render Pipeline/Lit,20,6000,0,20,False,Architecture,19,Low,_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (35);_SceneContent/Home/HomeFrontStructure/SM_wall_base (20);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (36);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (41);_SceneContent/Home/HomeFrontStructure/SM_wall_base (8);_SceneContent/Home/Exterior/Porch/DoorStructure/SM_wall_base (1);_SceneContent/Home/SecondFloor/Temp_SecondFloor_Planning/walls/SM_wall_base (14);_SceneContent/Home/HomeFrontStructure/SM_wall_base (7);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (79);_SceneContent/Home/HomeFrontStructure/SM_wall_base (14);_SceneContent/Home/HomeFrontStructure/SM_wall_base (12);_SceneContent/Home/Exterior/Porch/DoorStructure/SM_wall_base (3)
Candidate requiring material cleanup,,,Assets/BCaT/Exhibits/PrivacyLawExhibit/Materials/PrivacyLaw_HologramLine.mat,Universal Render Pipeline/Unlit,17,0,0,17,False,UI,16,Low,_SceneContent/ImplementedContributorInstallations/PrivacyLaw/PrivacyLawExhibit_ROOT/IdleHologram/GroundProjection/GroundRing_02;_SceneContent/ImplementedContributorInstallations/PrivacyLaw/PrivacyLawExhibit_ROOT/IdleHologram/GroundProjection/GroundRing_01;_SceneContent/ImplementedContributorInstallations/PrivacyLaw/PrivacyLawExhibit_ROOT/IdleHologram/VerticalDataLines/DataLine_10;_SceneContent/ImplementedContributorInstallations/PrivacyLaw/PrivacyLawExhibit_ROOT/IdleHologram/VerticalDataLines/DataLine_09;_SceneContent/ImplementedContributorInstallations/PrivacyLaw/PrivacyLawExhibit_ROOT/IdleHologram/VerticalDataLines/DataLine_08;_SceneContent/ImplementedContributorInstallations/PrivacyLaw/PrivacyLawExhibit_ROOT/IdleHologram/VerticalDataLines/DataLine_07;_SceneContent/ImplementedContributorInstallations/PrivacyLaw/PrivacyLawExhibit_ROOT/IdleHologram/VerticalDataLines/DataLine_06;_SceneContent/ImplementedContributorInstallations/PrivacyLaw/PrivacyLawExhibit_ROOT/IdleHologram/VerticalDataLines/DataLine_05;_SceneContent/ImplementedContributorInstallations/PrivacyLaw/PrivacyLawExhibit_ROOT/IdleHologram/VerticalDataLines/DataLine_04;_SceneContent/ImplementedContributorInstallations/PrivacyLaw/PrivacyLawExhibit_ROOT/IdleHologram/VerticalDataLines/DataLine_03;_SceneContent/ImplementedContributorInstallations/PrivacyLaw/PrivacyLawExhibit_ROOT/IdleHologram/VerticalDataLines/DataLine_02;_SceneContent/ImplementedContributorInstallations/PrivacyLaw/PrivacyLawExhibit_ROOT/IdleHologram/VerticalDataLines/DataLine_01
Candidate requiring material cleanup,Assets/SimpleNaturePack/Models/Bush_03.fbx,Bush_03_LOD0,Assets/SimpleNaturePack/Materials/SimpleNaturePack_Texture_01.mat,Universal Render Pipeline/Lit,16,12448,0,16,False,Vegetation,15,Low,_SceneContent/Home/Exterior/Bushes/Bush_03 (12)/Bush_03_LOD0;_SceneContent/Home/Exterior/Bushes/Bush_03 (9)/Bush_03_LOD0;_SceneContent/Home/Exterior/Bushes/Bush_03 (1)/Bush_03_LOD0;_SceneContent/Home/Exterior/Bushes/Bush_03 (8)/Bush_03_LOD0;_SceneContent/Home/Exterior/Bushes/Bush_03 (15)/Bush_03_LOD0;_SceneContent/Home/Exterior/Bushes/Bush_03 (7)/Bush_03_LOD0;_SceneContent/Home/Exterior/Bushes/Bush_03 (5)/Bush_03_LOD0;_SceneContent/Home/Exterior/Bushes/Bush_03 (13)/Bush_03_LOD0;_SceneContent/Home/Exterior/Bushes/Bush_03 (6)/Bush_03_LOD0;_SceneContent/Home/Exterior/Bushes/Bush_03 (14)/Bush_03_LOD0;_SceneContent/Home/Exterior/Bushes/Bush_03 (4)/Bush_03_LOD0;_SceneContent/Home/Exterior/Bushes/Bush_03 (3)/Bush_03_LOD0
Candidate requiring material cleanup,Assets/SimpleNaturePack/Models/Bush_03.fbx,Bush_03_LOD1,Assets/SimpleNaturePack/Materials/SimpleNaturePack_Texture_01.mat,Universal Render Pipeline/Lit,16,3216,0,16,False,Vegetation,15,Low,_SceneContent/Home/Exterior/Bushes/Bush_03 (12)/Bush_03_LOD1;_SceneContent/Home/Exterior/Bushes/Bush_03 (9)/Bush_03_LOD1;_SceneContent/Home/Exterior/Bushes/Bush_03 (1)/Bush_03_LOD1;_SceneContent/Home/Exterior/Bushes/Bush_03 (8)/Bush_03_LOD1;_SceneContent/Home/Exterior/Bushes/Bush_03 (15)/Bush_03_LOD1;_SceneContent/Home/Exterior/Bushes/Bush_03 (7)/Bush_03_LOD1;_SceneContent/Home/Exterior/Bushes/Bush_03 (5)/Bush_03_LOD1;_SceneContent/Home/Exterior/Bushes/Bush_03 (13)/Bush_03_LOD1;_SceneContent/Home/Exterior/Bushes/Bush_03 (6)/Bush_03_LOD1;_SceneContent/Home/Exterior/Bushes/Bush_03 (14)/Bush_03_LOD1;_SceneContent/Home/Exterior/Bushes/Bush_03 (4)/Bush_03_LOD1;_SceneContent/Home/Exterior/Bushes/Bush_03 (3)/Bush_03_LOD1
Immediate safe instancing candidate,Assets/Idyllic Italian Coast Town/Meshes/Modular/SM_wall_base.fbx,Object32341,Assets/My_Custom/mtrls/HallWood 2.mat,Universal Render Pipeline/Lit,11,3300,0,11,True,Architecture,10,Low,_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (40);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (37);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (42);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (106);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (78);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (18);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (82);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (85);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (81);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (84);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (83)
Candidate requiring material cleanup,Assets/SimpleNaturePack/Models/Grass_01.fbx,Grass_01_LOD0,Assets/SimpleNaturePack/Materials/SimpleNaturePack_Texture_01.mat,Universal Render Pipeline/Lit,10,1840,0,10,False,Vegetation,9,Low,_SceneContent/Home/Exterior/Backyard/grass/Grass_01 (2)/Grass_01_LOD0;_SceneContent/Home/Exterior/Backyard/grass/Grass_01 (8)/Grass_01_LOD0;_SceneContent/Home/Exterior/Backyard/grass/Grass_01 (5)/Grass_01_LOD0;_SceneContent/Home/Exterior/Backyard/grass/Grass_01 (6)/Grass_01_LOD0;_SceneContent/Home/Exterior/Backyard/grass/Grass_01/Grass_01_LOD0;_SceneContent/Home/Exterior/Backyard/grass/Grass_01 (1)/Grass_01_LOD0;_SceneContent/Home/Exterior/Backyard/grass/Grass_01 (7)/Grass_01_LOD0;_SceneContent/Home/Exterior/Backyard/grass/Grass_01 (9)/Grass_01_LOD0;_SceneContent/Home/Exterior/Backyard/grass/Grass_01 (4)/Grass_01_LOD0;_SceneContent/Home/Exterior/Backyard/grass/Grass_01 (3)/Grass_01_LOD0
Candidate requiring material cleanup,Assets/SimpleNaturePack/Models/Grass_01.fbx,Grass_01_LOD1,Assets/SimpleNaturePack/Materials/SimpleNaturePack_Texture_01.mat,Universal Render Pipeline/Lit,10,760,0,10,False,Vegetation,9,Low,_SceneContent/Home/Exterior/Backyard/grass/Grass_01 (2)/Grass_01_LOD1;_SceneContent/Home/Exterior/Backyard/grass/Grass_01 (8)/Grass_01_LOD1;_SceneContent/Home/Exterior/Backyard/grass/Grass_01 (5)/Grass_01_LOD1;_SceneContent/Home/Exterior/Backyard/grass/Grass_01 (6)/Grass_01_LOD1;_SceneContent/Home/Exterior/Backyard/grass/Grass_01/Grass_01_LOD1;_SceneContent/Home/Exterior/Backyard/grass/Grass_01 (1)/Grass_01_LOD1;_SceneContent/Home/Exterior/Backyard/grass/Grass_01 (7)/Grass_01_LOD1;_SceneContent/Home/Exterior/Backyard/grass/Grass_01 (9)/Grass_01_LOD1;_SceneContent/Home/Exterior/Backyard/grass/Grass_01 (4)/Grass_01_LOD1;_SceneContent/Home/Exterior/Backyard/grass/Grass_01 (3)/Grass_01_LOD1
Candidate requiring material cleanup,Assets/BCaT_assets/BTMMP_Workstation_Assembly/spray_can.glb,Object_0,Assets/BCaT_assets/BTMMP_Workstation_Assembly/spray-paint-bottle-2/source/spray_paint_bottle_2.fbx,Universal Render Pipeline/Lit,9,67968,0,9,False,SmallProp,8,Low,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/spray_can (2);_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/spray_can (3);_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/spray_can (6);_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/spray_can (5);_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/spray_can (7);_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/spray_can (1);_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/spray_can (8);_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/spray_can;_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/spray_can (4)
Blocked by shader choice or needs shader review,Assets/Idyllic Italian Coast Town/Meshes/Buildings/SM_building_modular_floor_2x1_03.fbx,Object32372,Assets/Idyllic Italian Coast Town/Materials/M_skybox.mat,Skybox/Panoramic,9,7722,0,9,False,Architecture,8,Medium,_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_building_modular_floor_2x1_03 (3);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_building_modular_floor_2x1_03 (7);_SceneContent/Home/SecondFloor/Temp_SecondFloor_Planning/walls/SM_building_modular_floor_2x1_03 (9);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_building_modular_floor_2x1_03 (1);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_building_modular_floor_2x1_03;_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_building_modular_floor_2x1_03 (6);_SceneContent/Home/SecondFloor/Temp_SecondFloor_Planning/walls/SM_building_modular_floor_2x1_03 (10);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_building_modular_floor_2x1_03 (1);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_building_modular_floor_2x1_03 (4)
Immediate safe instancing candidate,Assets/UnityTechnologies/Basic Asset Pack Interior/Models/Walls/WallWindow2m.FBX,WindowFrame2m,Assets/UnityTechnologies/Basic Asset Pack Interior/Materials/WallGreen.mat,Universal Render Pipeline/Lit,9,396,0,9,True,FlatDecoration,8,Low,_SceneContent/Home/SecondFloor/Temp_SecondFloor_Planning/SecondFloorBase/WallWindow2m (12)/WindowFrame2m;_SceneContent/Home/HomeFrontStructure/WallWindow2m (2)/WindowFrame2m;_SceneContent/Home/SecondFloor/Temp_SecondFloor_Planning/SecondFloorBase/WallWindow2m (14)/WindowFrame2m;_SceneContent/Home/SecondFloor/Temp_SecondFloor_Planning/SecondFloorBase/WallWindow2m (15)/WindowFrame2m;_SceneContent/Home/SecondFloor/Temp_SecondFloor_Planning/SecondFloorBase/WallWindow2m (13)/WindowFrame2m;_SceneContent/Home/HomeFrontStructure/WallWindow2m/WindowFrame2m;_SceneContent/Home/HomeFrontStructure/WallWindow2m (1)/WindowFrame2m;_SceneContent/Home/FirstFloor/FirstFloorWalls/WallWindow2m (1)/WindowFrame2m;_SceneContent/Home/FirstFloor/FirstFloorWalls/WallWindow2m/WindowFrame2m
Candidate requiring material cleanup,Assets/UnityTechnologies/Basic Asset Pack Interior/Models/Walls/WallWindow2m.FBX,WindowGlass2m,Assets/UnityTechnologies/Basic Asset Pack Interior/Materials/Glass.mat,Universal Render Pipeline/Lit,9,108,0,9,False,Architecture,8,Low,_SceneContent/Home/FirstFloor/FirstFloorWalls/WallWindow2m/WindowGlass2m;_SceneContent/Home/HomeFrontStructure/WallWindow2m (1)/WindowGlass2m;_SceneContent/Home/FirstFloor/FirstFloorWalls/WallWindow2m (1)/WindowGlass2m;_SceneContent/Home/SecondFloor/Temp_SecondFloor_Planning/SecondFloorBase/WallWindow2m (13)/WindowGlass2m;_SceneContent/Home/HomeFrontStructure/WallWindow2m (2)/WindowGlass2m;_SceneContent/Home/SecondFloor/Temp_SecondFloor_Planning/SecondFloorBase/WallWindow2m (14)/WindowGlass2m;_SceneContent/Home/SecondFloor/Temp_SecondFloor_Planning/SecondFloorBase/WallWindow2m (15)/WindowGlass2m;_SceneContent/Home/HomeFrontStructure/WallWindow2m/WindowGlass2m;_SceneContent/Home/SecondFloor/Temp_SecondFloor_Planning/SecondFloorBase/WallWindow2m (12)/WindowGlass2m
Static batching likely better or already intended,Assets/DevDen Arch Viz Scotland/Models/Bathroom/bathroom_wall.fbx,pCube49,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/bathroom_wall_mat_1.mat,Universal Render Pipeline/Lit,8,1008,8,0,False,Architecture,7,Low,_SceneContent/Home/SecondFloor/SecondRoom/shower/Bathroom_wall (3);_SceneContent/Home/SecondFloor/SecondRoom/shower/Bathroom_wall (6);_SceneContent/Home/SecondFloor/SecondRoom/shower/Bathroom_wall (1);_SceneContent/Home/SecondFloor/SecondRoom/shower/Bathroom_wall (4);_SceneContent/Home/SecondFloor/SecondRoom/shower/Bathroom_wall (5);_SceneContent/Home/SecondFloor/SecondRoom/shower/Bathroom_wall;_SceneContent/Home/SecondFloor/SecondRoom/shower/Bathroom_wall (7);_SceneContent/Home/SecondFloor/SecondRoom/shower/Bathroom_wall (2)
Immediate safe instancing candidate,Assets/Idyllic Italian Coast Town/Meshes/Modular/SM_wall_base.fbx,Object32341,Assets/My_Custom/mtrls/Mint_wall_plaster.mat,Universal Render Pipeline/Lit,7,2100,0,7,True,Architecture,6,Low,_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (25);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (11);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (33);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (24);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (23);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (34);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (26)
Immediate safe instancing candidate,Assets/UnityTechnologies/Basic Asset Pack Interior/Models/Floor/Floor4m.FBX,Floor4m,Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/marble.mat,Universal Render Pipeline/Lit,7,84,0,7,True,Architecture,6,Low,_SceneContent/Home/SecondFloor/SecondRoom/Floor4m (6);_SceneContent/Home/SecondFloor/SecondRoom/Floor4m (3);_SceneContent/Home/SecondFloor/SecondRoom/Floor4m (1);_SceneContent/Home/SecondFloor/SecondRoom/Floor4m (7);_SceneContent/Home/SecondFloor/SecondRoom/Floor4m (4);_SceneContent/Home/SecondFloor/SecondRoom/Floor4m (5);_SceneContent/Home/SecondFloor/SecondRoom/Floor4m (2)
Static batching likely better or already intended,Assets/Idyllic Italian Coast Town/Meshes/Props/SM_chair_02.fbx,Object007,Assets/Idyllic Italian Coast Town/Materials/M_chairs.mat,Universal Render Pipeline/Lit,6,6600,6,0,False,Architecture,5,Low,_SceneContent/Home/FirstFloor/DiningRoom/SM_chair_02;_SceneContent/Home/FirstFloor/DiningRoom/SM_chair_02 (4);_SceneContent/Home/FirstFloor/DiningRoom/SM_chair_02 (1);_SceneContent/Home/FirstFloor/DiningRoom/SM_chair_02 (2);_SceneContent/Home/FirstFloor/DiningRoom/SM_chair_02 (3);_SceneContent/Home/FirstFloor/DiningRoom/SM_chair_02 (5)
Immediate safe instancing candidate,Assets/Idyllic Italian Coast Town/Meshes/Modular/SM_wall_base.fbx,Object32341,Assets/My_Custom/mtrls/YellowWall.mat,Universal Render Pipeline/Lit,6,1800,0,6,True,Architecture,5,Low,_SceneContent/Home/HomeFrontStructure/SM_wall_base (11);_SceneContent/Home/HomeFrontStructure/SM_wall_base (9);_SceneContent/Home/HomeFrontStructure/SM_wall_base (6);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (17);_SceneContent/Home/FirstFloor/FirstFloorWalls/SM_wall_base (12);_SceneContent/Home/HomeFrontStructure/SM_wall_base (21)
Immediate safe instancing candidate,Assets/Idyllic Italian Coast Town/Meshes/Modular/SM_wall_base.fbx,Object32341,Assets/My_Custom/mtrls/OldStairway.mat,Universal Render Pipeline/Lit,6,1800,0,6,True,Architecture,5,Low,_SceneContent/Home/structure/stair;_SceneContent/Home/structure/stair;_SceneContent/Home/structure/stair;_SceneContent/Home/structure/stair;_SceneContent/Home/structure/stair;_SceneContent/Home/structure/stair
Blocked by shader choice or needs shader review,Assets/Idyllic Italian Coast Town/Meshes/Props/SM_fence_02.fbx,Object32320,Assets/Idyllic Italian Coast Town/Meshes/Props/SM_fence_02.fbx,Shader Graphs/PhysicalMaterial3DsMax,5,2580,0,5,False,Architecture,4,Medium,_SceneContent/Home/SecondFloor/FrontSecondFloor/SM_fence_02 (3);_SceneContent/Home/SecondFloor/FrontSecondFloor/SM_fence_02 (4);_SceneContent/Home/SecondFloor/FrontSecondFloor/SM_fence_02 (2);_SceneContent/Home/SecondFloor/FrontSecondFloor/SM_fence_02 (1);_SceneContent/Home/SecondFloor/FrontSecondFloor/SM_fence_02
