asset	width	height	format	mips	readable	maxSize	compression	crunch	sRGB	type	sourceSizeBytes
Assets/Idyllic Italian Coast Town/Textures/M_chairs_MaskMap.png	1024	1024	DXT5	11	False	1024	Compressed	False	True	Default	3376544
Assets/Idyllic Italian Coast Town/Textures/M_chairs_Normal.png	1024	1024	DXT5	11	False	1024	Compressed	False	False	NormalMap	3579351
Assets/Idyllic Italian Coast Town/Textures/M_doors_italian_BaseMap.png	1024	1024	DXT1	11	False	1024	Compressed	False	True	Default	3045753
Assets/Idyllic Italian Coast Town/Textures/M_doors_italian_MaskMap.png	1024	1024	DXT5	11	False	1024	Compressed	False	True	Default	2829425
Assets/Idyllic Italian Coast Town/Textures/M_doors_italian_Normal.png	1024	1024	DXT5	11	False	1024	Compressed	False	False	NormalMap	2991492
Assets/Idyllic Italian Coast Town/Textures/M_skybox_01.png	1024	1024	DXT1	11	False	1024	Compressed	False	True	Default	2433239
Assets/Idyllic Italian Coast Town/Textures/M_skybox_cloudy.png	1024	1024	DXT1	1	False	1024	Compressed	False	True	Default	3057621
Assets/Idyllic Italian Coast Town/Textures/M_windows_italian_BaseMap.png	1024	1024	DXT1	11	False	1024	Compressed	False	True	Default	3686448
Assets/Idyllic Italian Coast Town/Textures/M_windows_italian_Emissive.png	1024	1024	DXT1	11	False	1024	Compressed	False	True	Default	13762
Assets/Idyllic Italian Coast Town/Textures/M_windows_italian_MaskMap.png	1024	1024	DXT5	11	False	1024	Compressed	False	True	Default	4491482
Assets/Idyllic Italian Coast Town/Textures/M_windows_italian_Normal.png	1024	1024	DXT5	11	False	1024	Compressed	False	False	NormalMap	2948570
Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/DemoSceneAssets/Sprites/LegibilityMask.png	1424	1424	DXT5	1	False	2048	Compressed	False	True	Sprite	532145
Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Textures/DefaultMaterial_AO.png	2048	2048	DXT1	12	False	2048	Compressed	False	True	Default	891404
Assets/Samples/XR Interaction Toolkit/3.3.1/XR Device Simulator/UI/Controller/ControllerLeft.png	591	982	RGBA32	1	False	2048	Compressed	False	True	Sprite	25129
Assets/Samples/XR Interaction Toolkit/3.3.1/XR Device Simulator/UI/Controller/ControllerRight.png	591	982	RGBA32	1	False	2048	Compressed	False	True	Sprite	25056
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Gingham Kitchen Linen/GinghamKitchenLinenAlbedo.png	1024	1024	DXT1	11	False	1024	Compressed	False	True	Default	9262133
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Gingham Kitchen Linen/GinghamKitchenLinenAmbientOcclusionMap.png	1024	1024	DXT1	11	False	1024	Compressed	False	True	Default	3728242
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Gingham Kitchen Linen/GinghamKitchenLinenDisplacementMap.png	1024	1024	DXT1	11	False	1024	Compressed	False	True	Default	3644957
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Gingham Kitchen Linen/GinghamKitchenLinenNormalMap.png	1024	1024	DXT5	11	False	1024	Compressed	False	False	NormalMap	13090673
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Painted Beech Wall Boards/PaintedBeechWallBoardsAlbedo.png	1024	1024	DXT1	11	False	1024	Compressed	False	True	Default	6764177
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Painted Beech Wall Boards/PaintedBeechWallBoardsAmbientOcclusionMap.png	1024	1024	DXT1	11	False	1024	Compressed	False	True	Default	3177049
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Painted Beech Wall Boards/PaintedBeechWallBoardsDisplacementMap.png	1024	1024	DXT1	11	False	1024	Compressed	False	True	Default	3265356
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Painted Beech Wall Boards/PaintedBeechWallBoardsNormalMap.png	1024	1024	DXT5	11	False	1024	Compressed	False	False	NormalMap	12207021
Assets/SubstanceAssets/LittleGamesPack/Textures/GamePieces/GamePieces_Base_color.png	1024	1024	DXT1	11	False	1024	Compressed	False	True	Default	9139813
Assets/SubstanceAssets/LittleGamesPack/Textures/GamePieces/GamePieces_Metallic.png	1024	1024	DXT1	11	False	1024	Compressed	False	True	Default	28403
Assets/SubstanceAssets/LittleGamesPack/Textures/GamePieces/GamePieces_Mixed_AO.png	1024	1024	DXT1	11	False	1024	Compressed	False	True	Default	3364336
Assets/SubstanceAssets/LittleGamesPack/Textures/GamePieces/GamePieces_Normal_OpenGL.png	1024	1024	DXT5	11	False	1024	Compressed	False	False	NormalMap	46705734
Assets/TerrainSampleAssets/Textures/Terrain/Black_Sand_BaseColor.tif	1024	1024	DXT1	11	False	1024	Compressed	False	True	Default	33337120
Assets/TerrainSampleAssets/Textures/Terrain/Black_Sand_MaskMap.tif	1024	1024	DXT5	11	False	1024	Compressed	False	False	Default	35296540
Assets/TerrainSampleAssets/Textures/Terrain/Black_Sand_Normal.tif	1024	1024	DXT5	11	False	1024	CompressedHQ	False	False	NormalMap	35725576
Assets/TerrainSampleAssets/Textures/Terrain/Grass_B_BaseColor.tif	1024	1024	DXT1	11	False	1024	Compressed	False	True	Default	34232048
Assets/TerrainSampleAssets/Textures/Terrain/Grass_B_MaskMap.tif	1024	1024	DXT5	11	False	1024	Compressed	False	False	Default	15253592
Assets/TerrainSampleAssets/Textures/Terrain/Grass_B_Normal.tif	1024	1024	DXT5	11	False	1024	CompressedHQ	False	False	NormalMap	36105608
Assets/TerrainSampleAssets/Textures/Terrain/Grass_Dry_BaseColor.tif	1024	1024	DXT1	11	False	1024	Compressed	False	True	Default	35027440
Assets/TerrainSampleAssets/Textures/Terrain/Grass_Dry_MaskMap.tif	1024	1024	DXT5	11	False	1024	Compressed	False	False	Default	15006184
Assets/TerrainSampleAssets/Textures/Terrain/Grass_Dry_Normal.tif	1024	1024	DXT5	11	False	1024	CompressedHQ	False	False	NormalMap	36044732
Assets/TerrainSampleAssets/Textures/Terrain/Grass_Moss_BaseColor.tif	1024	1024	DXT1	11	False	1024	Compressed	False	True	Default	34198928
Assets/TerrainSampleAssets/Textures/Terrain/Grass_Moss_MaskMap.tif	1024	1024	DXT5	11	False	1024	Compressed	False	False	Default	35519108
Assets/TerrainSampleAssets/Textures/Terrain/Grass_Moss_Normal.tif	1024	1024	DXT5	11	False	1024	CompressedHQ	False	False	NormalMap	36063976
Assets/TerrainSampleAssets/Textures/Terrain/Pebbles_C_BaseColor.tif	1024	1024	DXT1	11	False	1024	Compressed	False	True	Default	33735820
Assets/TerrainSampleAssets/Textures/Terrain/Pebbles_C_MaskMap.tif	1024	1024	DXT5	11	False	1024	Compressed	False	False	Default	13710252
Assets/TerrainSampleAssets/Textures/Terrain/Pebbles_C_Normal.tif	1024	1024	DXT5	11	False	1024	CompressedHQ	False	False	NormalMap	36107892
Assets/TerrainSampleAssets/Textures/Terrain/Sand_BaseColor.tif	1024	1024	DXT1	11	False	1024	Compressed	False	True	Default	10380156
Assets/TerrainSampleAssets/Textures/Terrain/Sand_MaskMap.tif	1024	1024	DXT5	11	False	1024	Compressed	False	False	Default	9257068
Assets/TerrainSampleAssets/Textures/Terrain/Sand_Normal.tif	1024	1024	DXT5	11	False	1024	CompressedHQ	False	False	NormalMap	35255012
Assets/TerrainSampleAssets/Textures/Terrain/Soil_Rocks_BaseColor.tif	1024	1024	DXT1	11	False	1024	Compressed	False	True	Default	34369328
Assets/TerrainSampleAssets/Textures/Terrain/Soil_Rocks_MaskMap.tif	1024	1024	DXT5	11	False	1024	Compressed	False	False	Default	36039052
Assets/TerrainSampleAssets/Textures/Terrain/Soil_Rocks_Normal.tif	1024	1024	DXT5	11	False	1024	CompressedHQ	False	False	NormalMap	35677264
Assets/danthaigames/DS 80s Television/Textures/TV.png	1024	1024	DXT1	11	False	1024	Compressed	False	True	Default	1247417
Assets/danthaigames/DS 80s Television/Textures/TVHandlesSurround.png	1024	1024	DXT1	11	False	1024	Compressed	False	True	Default	407694
Assets/danthaigames/DS 80s Television/Textures/TVScreen.png	1024	1024	DXT1	11	False	1024	Compressed	False	True	Default	164904
Assets/picture-frame/textures/pictureframe.png	1024	1024	DXT1	11	False	1024	Compressed	False	True	Default	1692975
