scene,object_path,renderer,prev_cast,new_cast,prev_receive,new_receive,mesh_triangles,status
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Red_Open (08),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Black_Open (14),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (6),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (13),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (28),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Red_Open (28),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Black_Open,MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (25),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (26),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Red_Open,MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Black_Open (11),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Red_Open (42),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Red_Open (1),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (10),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (79),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Red_Open (71),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Black_Open (6),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (38),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Red_Open (32),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Black_Open (13),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (42),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (41),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Red_Open (62),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (7),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (62),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (31),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (60),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Black_Open (05),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Red_Open (56),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Black_Open (15),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Red_Open (58),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (29),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Red_Open (65),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Red_Open (45),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Red_Open (25),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Black_Open (06),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Red_Open (10),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (47),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (30),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Red_Open (09),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (21),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Red_Open (06),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (78),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Red_Open (52),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Red_Open (24),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Red_Open (04),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (1),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Red_Open (67),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (46),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Black_Open (14),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (24),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (63),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Black_Open (16),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Black_Open (13),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Red_Open (35),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Red_Open (70),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (2),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Red_Open (07),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (48),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open,MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Red_Open (15),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (15),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (27),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (37),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Black_Open,MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (76),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (71),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (53),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (40),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (50),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Red_Open (41),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (75),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Red_Open (54),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Red_Open (50),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Black_Open (1),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Black_Open (17),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Black_Open (3),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Black_Open (08),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Red_Open (05),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Red_Open (14),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (64),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Rose_Red_Open (60),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Black_Open (12),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (11),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (34),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Rose_Red_Open (22),MeshRenderer,On,Off,True,True,338,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/RI/Vanity_asset/BathroomVanity05/BathroomVanity05_model,MeshRenderer,On,Off,True,True,332,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/Cilindro low-bajo/group2/pCylinder8,MeshRenderer,On,Off,True,True,287,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_129,SkinnedMeshRenderer,On,Off,True,True,284,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_324,SkinnedMeshRenderer,On,Off,True,True,280,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_321,SkinnedMeshRenderer,On,Off,True,True,280,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_318,SkinnedMeshRenderer,On,Off,True,True,280,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_315,SkinnedMeshRenderer,On,Off,True,True,280,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_312,SkinnedMeshRenderer,On,Off,True,True,280,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_309,SkinnedMeshRenderer,On,Off,True,True,280,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_306,SkinnedMeshRenderer,On,Off,True,True,280,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_303,SkinnedMeshRenderer,On,Off,True,True,280,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_300,SkinnedMeshRenderer,On,Off,True,True,280,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_297,SkinnedMeshRenderer,On,Off,True,True,280,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_294,SkinnedMeshRenderer,On,Off,True,True,280,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_291,SkinnedMeshRenderer,On,Off,True,True,280,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_288,SkinnedMeshRenderer,On,Off,True,True,280,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_285,SkinnedMeshRenderer,On,Off,True,True,280,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_282,SkinnedMeshRenderer,On,Off,True,True,280,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_279,SkinnedMeshRenderer,On,Off,True,True,280,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_192,SkinnedMeshRenderer,On,Off,True,True,280,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_189,SkinnedMeshRenderer,On,Off,True,True,280,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_186,SkinnedMeshRenderer,On,Off,True,True,280,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_180,SkinnedMeshRenderer,On,Off,True,True,280,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_177,SkinnedMeshRenderer,On,Off,True,True,280,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_174,SkinnedMeshRenderer,On,Off,True,True,280,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_171,SkinnedMeshRenderer,On,Off,True,True,280,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_156,SkinnedMeshRenderer,On,Off,True,True,280,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_153,SkinnedMeshRenderer,On,Off,True,True,280,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_150,SkinnedMeshRenderer,On,Off,True,True,280,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_147,SkinnedMeshRenderer,On,Off,True,True,280,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_144,SkinnedMeshRenderer,On,Off,True,True,280,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_141,SkinnedMeshRenderer,On,Off,True,True,280,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_117,SkinnedMeshRenderer,On,Off,True,True,280,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_114,SkinnedMeshRenderer,On,Off,True,True,280,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_111,SkinnedMeshRenderer,On,Off,True,True,280,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_108,SkinnedMeshRenderer,On,Off,True,True,280,APPLIED
Assets/BH_XR_MainScene.unity,BuildProfiles/XR/XR Origin (XR Rig)/Camera Offset/Right Controller/Right Controller Visual/UniversalController/TouchPad,MeshRenderer,On,Off,True,True,272,APPLIED
Assets/BH_XR_MainScene.unity,BuildProfiles/XR/XR Origin (XR Rig)/Camera Offset/Left Controller/Left Controller Visual/UniversalController/TouchPad,MeshRenderer,On,Off,True,True,272,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_264,SkinnedMeshRenderer,On,Off,True,True,264,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_261,SkinnedMeshRenderer,On,Off,True,True,264,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_258,SkinnedMeshRenderer,On,Off,True,True,264,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_255,SkinnedMeshRenderer,On,Off,True,True,264,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (27),MeshRenderer,On,Off,True,True,264,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (12),MeshRenderer,On,Off,True,True,264,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (25),MeshRenderer,On,Off,True,True,264,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (6),MeshRenderer,On,Off,True,True,264,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (9),MeshRenderer,On,Off,True,True,264,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (33),MeshRenderer,On,Off,True,True,264,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (15),MeshRenderer,On,Off,True,True,264,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (23),MeshRenderer,On,Off,True,True,264,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (19),MeshRenderer,On,Off,True,True,264,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (11),MeshRenderer,On,Off,True,True,264,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05,MeshRenderer,On,Off,True,True,264,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (22),MeshRenderer,On,Off,True,True,264,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (31),MeshRenderer,On,Off,True,True,264,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (16),MeshRenderer,On,Off,True,True,264,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (1),MeshRenderer,On,Off,True,True,264,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (21),MeshRenderer,On,Off,True,True,264,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (17),MeshRenderer,On,Off,True,True,264,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (29),MeshRenderer,On,Off,True,True,264,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (28),MeshRenderer,On,Off,True,True,264,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (24),MeshRenderer,On,Off,True,True,264,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (8),MeshRenderer,On,Off,True,True,264,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (10),MeshRenderer,On,Off,True,True,264,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (2),MeshRenderer,On,Off,True,True,264,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (5),MeshRenderer,On,Off,True,True,264,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (14),MeshRenderer,On,Off,True,True,264,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (20),MeshRenderer,On,Off,True,True,264,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (32),MeshRenderer,On,Off,True,True,264,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (18),MeshRenderer,On,Off,True,True,264,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (30),MeshRenderer,On,Off,True,True,264,APPLIED
Assets/BH_XR_MainScene.unity,_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (4),MeshRenderer,On,Off,True,True,264,APPLIED
