asset,dim,default_max_prev,default_max_new,webgl_override,android_override,readwrite_prev,readwrite_new,status
Assets/DevDen Arch Viz Scotland/Textures/Common/Interior_props/CommonCeramic01_Metallic.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Common/Interior_props/CommonCeramic01_NM.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Common/Interior_props/CommonCeramic02.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Common/Interior_props/CommonCeramic02_Metallic.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Common/Interior_props/CommonCeramic02_NM.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Common/Interior_props/CommonCeramic04.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Common/Interior_props/CommonCeramic04_Metallic.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Common/Interior_props/CommonCeramic04_NM.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Common/Interior_props/StudyRoom_BG1.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Common/Magazine/magazine.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Common/Plate/plate_1_plate_1_AO.png,2048,4096,2048,1024,1024,False,False,APPLIED
