asset,dim,default_max_prev,default_max_new,webgl_override,android_override,readwrite_prev,readwrite_new,status
Assets/DevDen Arch Viz Scotland/Textures/Common/Plate/plate_1_plate_1_BaseColor.png,4096,4096,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Common/Plate/plate_1_plate_1_Metallic.png,4096,4096,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Common/Plate/plate_1_plate_1_Normal.png,2048,4096,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Common/SmallObj/dish-rack_ao.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Common/SmallObj/dish-rack_metal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Common/SmallObj/knives_albedo.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Common/SmallObj/knives_metal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Common/SmallObj/knives_normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Common/Socket/socket_M_socket_AlbedoTransparency.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Common/Socket/socket_M_socket_MetallicSmoothness.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Common/Socket/socket_M_socket_Normal.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Common/Switch/switch_M_switch_AlbedoTransparency.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Common/Switch/switch_M_switch_MetallicSmoothness.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Common/Switch/switch_M_switch_Normal.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Dining Room/dinning_chair/dinning_chair_diining_chair_wood_AlbedoTransparency.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Dining Room/dinning_chair/dinning_chair_diining_chair_wood_AO.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Dining Room/dinning_chair/dinning_chair_diining_chair_wood_MetallicSmoothness.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Dining Room/dinning_chair/dinning_chair_diining_chair_wood_Normal.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Dining Room/dinning_chair/dinning_chair_dinning_chair_cusion_AlbedoTransparency.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Dining Room/dinning_chair/dinning_chair_dinning_chair_cusion_AO.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Dining Room/dinning_chair/dinning_chair_dinning_chair_cusion_MetallicSmoothness.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Dining Room/dinning_chair/dinning_chair_dinning_chair_cusion_Normal.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Dining Room/dinning_table/dinning_table_dinning_table_AlbedoTransparency.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Dining Room/dinning_table/dinning_table_dinning_table_MetallicSmoothness.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Dining Room/dinning_table/dinning_table_dinning_table_Normal.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Dining Room/food_cloth/tablemat_1.1_AO.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Dining Room/food_cloth/tablemat_1.1_BaseColor.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Dining Room/food_cloth/tablemat_1.1_Metallic.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Environment/Floor Texture/floor mat 1_AO.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Environment/Floor Texture/floor mat 1_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_bathroom_floor3_AlbedoTransparency.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_bathroom_floor3_MetallicSmoothness.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_bathroom_wall3_AlbedoTransparency.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_bathroom_wall3_MetallicSmoothness.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_bathroom_wall3_Normal.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_bedroom_floor3_AlbedoTransparency.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_bedroom_floor3_MetallicSmoothness.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_bedroom_floor3_Normal.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_bedroom_wall4_AlbedoTransparency.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_bedroom_wall4_MetallicSmoothness.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_bedroom_wall4_Normal.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_glass_wall_glass4_AlbedoTransparency.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_glass_wall_glass4_MetallicSmoothness.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_glass_wall_glass4_Normal.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_hall_way_AlbedoTransparency.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_hall_way_MetallicSmoothness.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_hall_way_Normal.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_inner_roof3_AlbedoTransparency.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_inner_roof3_MetallicSmoothness.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_inner_roof3_Normal.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_livingroom_floor4_AlbedoTransparency.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_livingroom_floor4_MetallicSmoothness.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_livingroom_floor4_Normal.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_livingroom_wall3_AlbedoTransparency.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_livingroom_wall3_MetallicSmoothness.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_pattern_wall_AlbedoTransparency.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_pattern_wall_MetallicSmoothness.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_pattern_wall_Normal.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_studyroom_floor3_AlbedoTransparency.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_studyroom_floor3_MetallicSmoothness.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_studyroom_floor3_Normal.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_studyroom_wall3_AlbedoTransparency.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_studyroom_wall3_MetallicSmoothness.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_studyroom_wall3_Normal.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Chopboard/Chopboard_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Chopboard/Chopboard_AO.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Chopboard/Chopboard_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Chopboard/Chopboard_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/CoffeeMachine/coffeemachine_DefaultMaterial_AlbedoTransparency_2.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/CoffeeMachine/coffeemachine_DefaultMaterial_AO.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/CoffeeMachine/coffeemachine_DefaultMaterial_MetallicSmoothness.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/CoffeeMachine/coffeemachine_DefaultMaterial_Normal.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Fridge/frifge_green_wood_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Fridge/frifge_green_wood_AO.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Fridge/frifge_green_wood_MetallicSmoothness.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Fridge/frifge_green_wood_Normal.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/fridge_2/frifge_gold_tap_handle_AlbedoTransparency.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/fridge_2/frifge_gold_tap_handle_AO.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/fridge_2/frifge_gold_tap_handle_MetallicSmoothness.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/fridge_2/frifge_gold_tap_handle_Normal.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/fridge_2/frifge_green_wood_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/fridge_2/frifge_green_wood_AO.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Kettle/kitchan mat 2_kitchan_mat_2_BaseColor 1.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Kettle/kitchan mat 2_kitchan_mat_2_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Kettle/kitchan mat 2_kitchan_mat_2_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen/induction-hob_albedo.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen/induction-hob_metal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen/induction-hob_normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_chimini_AlbedoTransparency.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_chimini_AO.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_chimini_Emission.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_chimini_Normal.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_glass_AlbedoTransparency.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_glass_AO.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_glass_MetallicSmoothness.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_glass_Normal.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_gold_tap_handle_AlbedoTransparency.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_gold_tap_handle_AO.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_gold_tap_handle_MetallicSmoothness.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_gold_tap_handle_Normal.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_granite_AlbedoTransparency.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_granite_AO.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_granite_MetallicSmoothness.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_granite_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_plastic_AlbedoTransparency.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_plastic_AO.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_plastic_Normal.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_steel_AlbedoTransparency.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_steel_AO.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_steel_MetallicSmoothness.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_steel_Normal.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_switch1_AlbedoTransparency.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_switch1_AO.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_switch1_MetallicSmoothness.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_switch1_Normal.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Kitchen_cupboard_1/kitchen_2_green_wood_AlbedoTransparency.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Kitchen_cupboard_1/kitchen_2_green_wood_AO.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Kitchen_cupboard_1/kitchen_2_green_wood_MetallicSmoothness.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Kitchen_cupboard_1/kitchen_2_green_wood_Normal.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Kitchen_cupboard_2/kitchen_granite_Normal.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Kitchen_cupboard_2/kitchen_green_wood_AlbedoTransparencyTest.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Kitchen_cupboard_2/kitchen_green_wood_AO 1.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Kitchen_cupboard_2/kitchen_green_wood_MetallicSmoothness.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Knife Holder/Knife Holder_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Knife Holder/Knife Holder_AO.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Knife Holder/Knife Holder_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Knife Holder/Knife Holder_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Mug Holder/Mug Holder_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Mug Holder/Mug Holder_AO.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Mug Holder/Mug Holder_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Mug Holder/Mug Holder_Normal.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/side_piece/side_piece_marble_AlbedoTransparency.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/side_piece/side_piece_marble_AO.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/side_piece/side_piece_marble_MetallicSmoothness.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/side_piece/side_piece_marble_Normal.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/side_piece/side_piece_metal_AlbedoTransparency.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/side_piece/side_piece_metal_AO.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/side_piece/side_piece_metal_MetallicSmoothness.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/side_piece/side_piece_metal_Normal.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/side_piece/side_piece_white_wood_AlbedoTransparency.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/side_piece/side_piece_white_wood_AO.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/side_piece/side_piece_white_wood_MetallicSmoothness.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/side_piece/side_piece_white_wood_Normal.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/TOASTER/toaster_toaster_AlbedoTransparency.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/TOASTER/toaster_toaster_AO.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/TOASTER/toaster_toaster_Emission.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/TOASTER/toaster_toaster_Normal.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Living Room/Laptop/laptop_DefaultMaterial_AlbedoTransparency.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Living Room/Laptop/laptop_DefaultMaterial_AO.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Living Room/Laptop/laptop_DefaultMaterial_emission.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Living Room/Laptop/laptop_DefaultMaterial_MetallicSmoothness.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Living Room/Laptop/laptop_DefaultMaterial_Normal.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Living Room/Remotecontrol/RemoteControl_DefaultMaterial_AlbedoTransparency.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Living Room/Remotecontrol/RemoteControl_DefaultMaterial_MetallicSmoothness.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Living Room/Remotecontrol/RemoteControl_DefaultMaterial_Normal.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Living Room/sofa_2/sofa_2_01 - Default_AlbedoTransparency.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Living Room/sofa_2/sofa_2_01 - Default_AO.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Living Room/sofa_2/sofa_2_01 - Default_MetallicSmoothness.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Living Room/sofa_2/sofa_2_01 - Default_Normal.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Living Room/tea_table/Tea Table_teatable_AlbedoTransparency.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Living Room/tea_table/Tea Table_teatable_AO.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Living Room/tea_table/Tea Table_teatable_MetallicSmoothness.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Living Room/tea_table/Tea Table_teatable_Normal.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Living Room/TV_Panels/TV_Panels_DefaultMaterial_MetallicSmoothness.png,2048,2048,2048,1024,1024,False,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Study Room/lamp/lamp_AlbedoTransparency.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Study Room/lamp/Lamp_emission_Emission.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Study Room/lamp/Lamp_emission_MetallicSmoothness.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Study Room/lamp/Lamp_emission_Normal.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Study Room/lamp/lamp_MetallicSmoothness.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Study Room/lamp/lamp_Normal.png,2048,2048,2048,1024,1024,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Study Room/shelf/shelf_shelf1_AlbedoTransparency.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Study Room/shelf/shelf_shelf1_AO.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Study Room/shelf/shelf_shelf1_MetallicSmoothness.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Study Room/shelf/shelf_shelf1_Normal.png,1024,2048,2048,-,-,True,False,APPLIED
Assets/DevDen Arch Viz Scotland/Textures/Study Room/study_chair/CHair2_study_chair_seat_AlbedoTransparency.png,1024,2048,2048,-,-,True,False,APPLIED
