path	guid	type	sizeBytes	tags
Assets/Animated Tropical Vegetation/Textures/billboards/banana_tree_4_billboard_normal.png	09180255cef9ee74db1d75d9159b9fc0	Texture2D	52478	-
Assets/Animated Tropical Vegetation/Textures/billboards/banana_tree_5_billboard_color.png	e1e6c75ea82c2df4388fe84e93fa86ca	Texture2D	358439	-
Assets/Animated Tropical Vegetation/Textures/billboards/banana_tree_5_billboard_normal.png	1b16cdab5c6c2624995964cf0ef3e686	Texture2D	67003	-
Assets/Animated Tropical Vegetation/Textures/billboards/banana_tree_6_billboard_color.png	4b55616182e72e34da250af02636c02b	Texture2D	407252	-
Assets/Animated Tropical Vegetation/Textures/billboards/banana_tree_6_billboard_normal.png	68203cd4483fa31448ae5d348036a3f8	Texture2D	61302	-
Assets/Animated Tropical Vegetation/Textures/billboards/big_palm_tree_billboard_color.png	5d9534d747ab6674aa56b4b30f8f3551	Texture2D	362636	-
Assets/Animated Tropical Vegetation/Textures/billboards/big_palm_tree_billboard_normal.png	716d19293e891164aa8a667dbfb37d78	Texture2D	83008	-
Assets/Animated Tropical Vegetation/Textures/billboards/bushy_palm_1_billboard_color.png	2901b8f6010263e42a7d7736d18d1f56	Texture2D	209528	-
Assets/Animated Tropical Vegetation/Textures/billboards/bushy_palm_1_billboard_normal.png	776c42beb9de2ac48868ce2a8e3d5c2a	Texture2D	55949	-
Assets/Animated Tropical Vegetation/Textures/billboards/bushy_palm_2_billboard_color.png	4a8483584f373344690806462d7410be	Texture2D	530205	-
Assets/Animated Tropical Vegetation/Textures/billboards/bushy_palm_2_billboard_normal.png	26198f9d14ab4e9458aed0d1cff55c2f	Texture2D	128837	-
Assets/Animated Tropical Vegetation/Textures/billboards/bushy_palm_3_billboard_color.png	65df9a2b4d05c93459a833eddf583d3f	Texture2D	506269	-
Assets/Animated Tropical Vegetation/Textures/billboards/bushy_palm_3_billboard_normal.png	17d8eaa845351854a91240b5cf69b585	Texture2D	121395	-
Assets/Animated Tropical Vegetation/Textures/billboards/jungle_bush_1_billboard_color.png	c3330bb7770816c4882f339c119ac294	Texture2D	482007	scene:BH_XR_MainScene
Assets/Animated Tropical Vegetation/Textures/billboards/jungle_bush_1_billboard_normal.png	13271172b92114243aa844332153c3c8	Texture2D	113383	scene:BH_XR_MainScene
Assets/Animated Tropical Vegetation/Textures/billboards/jungle_bush_3_billboard_color.png	591d1ed4e1e9b2f40b379bf1743f146c	Texture2D	443960	scene:BH_XR_MainScene
Assets/Animated Tropical Vegetation/Textures/billboards/jungle_bush_3_billboard_normal.png	c77f6ff3f364ec54aa7287a4860da27b	Texture2D	109816	scene:BH_XR_MainScene
Assets/Animated Tropical Vegetation/Textures/billboards/large_palm_tree_1_billboard_color.png	5f5da21ac3a7bca40a0da0251ab70290	Texture2D	570105	-
Assets/Animated Tropical Vegetation/Textures/billboards/large_palm_tree_1_billboard_normal.png	e97115127bb692945af8028694eecf6f	Texture2D	98428	-
Assets/Animated Tropical Vegetation/Textures/billboards/large_palm_tree_2_billboard_color.png	970c8b5d9c8383848844489561c5fddf	Texture2D	611808	-
Assets/Animated Tropical Vegetation/Textures/billboards/large_palm_tree_2_billboard_normal.png	eb219b8cb282cf34699aaebd894aaa17	Texture2D	102131	-
Assets/Animated Tropical Vegetation/Textures/billboards/palm_tree_2_billboard_color.png	a4613ebdc292f2347bc82c1fcc9719bb	Texture2D	816518	-
Assets/Animated Tropical Vegetation/Textures/billboards/palm_tree_2_billboard_normal.png	4abca99299348e44abd2fc170bfd8dd0	Texture2D	153477	-
Assets/Animated Tropical Vegetation/Textures/billboards/small_tree_2_billboard_color.png	2d3c01f0a504ec5499fb42716103be98	Texture2D	635033	-
Assets/Animated Tropical Vegetation/Textures/billboards/small_tree_2_billboard_normal.png	523ea09350d09f54e96126d17aca8d73	Texture2D	166534	-
Assets/Animated Tropical Vegetation/Textures/billboards/small_tree_3_billboard_color.png	3dbeeaa8b455c7f449cd6a5bf1df0529	Texture2D	672615	-
Assets/Animated Tropical Vegetation/Textures/billboards/small_tree_3_billboard_normal.png	15342a2b060135f45bb57a067a9a0cc2	Texture2D	183465	-
Assets/Animated Tropical Vegetation/Textures/billboards/small_tree_4_billboard_color.png	e341bb582df8c19439152a06d64cd431	Texture2D	626055	-
Assets/Animated Tropical Vegetation/Textures/billboards/small_tree_4_billboard_normal.png	1e8d7d57b4ed30e45a508888b5a08ba4	Texture2D	165484	-
Assets/Animated Tropical Vegetation/Textures/billboards/tropical_plant_billboard_color.png	ddff7b9626b1eb04aac019fc5dcee163	Texture2D	286929	-
Assets/Animated Tropical Vegetation/Textures/billboards/tropical_plant_billboard_normal.png	71327dbd83a1a0f409f0638001e64f95	Texture2D	46364	-
Assets/Animated Tropical Vegetation/Textures/bushy_palm_1_color.png	607077434c56915488064bd3793e15f7	Texture2D	167053	-
Assets/Animated Tropical Vegetation/Textures/bushy_palm_1_normal.png	72b75242b84cad64e8da73cbb6b6bbe9	Texture2D	107798	-
Assets/Animated Tropical Vegetation/Textures/bushy_palm_2_color.png	92bdab1f465e68b4f946a0d1ec6dc08d	Texture2D	340346	-
Assets/Animated Tropical Vegetation/Textures/bushy_palm_2_normal.png	7ccc63fe1d95fc3479f5579e4444ec73	Texture2D	137628	-
Assets/Animated Tropical Vegetation/Textures/dead_tree_bark_color.png	fa7330c8dcad02642b714cd583cc912b	Texture2D	1319627	-
Assets/Animated Tropical Vegetation/Textures/dead_tree_bark_normal.png	bcecdbf82439cc9479c0882ee7593e7c	Texture2D	1469356	-
Assets/Animated Tropical Vegetation/Textures/dead_tree_leaves_color.png	42edafbd2f785d3458a6611932ac3e6a	Texture2D	93176	-
Assets/Animated Tropical Vegetation/Textures/dead_tree_leaves_normal.png	251294be9f5936b45ba39ba4ddaee68f	Texture2D	21447	-
Assets/Animated Tropical Vegetation/Textures/jungle_bush_leaves_color.png	2096f98097ccf1340a3d7d148c227509	Texture2D	277959	scene:BH_XR_MainScene
Assets/Animated Tropical Vegetation/Textures/jungle_bush_leaves_normal.png	e73fb4a14181cf745b24272562a1b084	Texture2D	61250	scene:BH_XR_MainScene
Assets/Animated Tropical Vegetation/Textures/palm_tree_1_bark_color.png	9c416b5d998ca174a86f2f3b4b9473f0	Texture2D	2516353	-
Assets/Animated Tropical Vegetation/Textures/palm_tree_1_bark_normal.png	f8ed87812711eda4cbc92e6f1feb8c25	Texture2D	2595514	-
Assets/Animated Tropical Vegetation/Textures/palm_tree_1_leaves_color.png	5c348f044840fcc40accc1a851f9dc1e	Texture2D	1259815	-
Assets/Animated Tropical Vegetation/Textures/palm_tree_1_leaves_normal.png	bdcde455485f459478240c75eb134b99	Texture2D	201269	-
Assets/Animated Tropical Vegetation/Textures/palm_tree_2_bark_color.png	5b31fcf8c7e3cb34aac19d1493442159	Texture2D	567268	-
Assets/Animated Tropical Vegetation/Textures/palm_tree_2_bark_normal.png	61f1880e066451b4a9a7d4e28d41e11b	Texture2D	509386	-
Assets/Animated Tropical Vegetation/Textures/palm_tree_2_leaves_color.png	c68d0061848d3c94cb3dc04c0404d26e	Texture2D	841605	-
Assets/Animated Tropical Vegetation/Textures/palm_tree_2_leaves_normal.png	db0b08e9f4d6c6142bec2844d1e6525a	Texture2D	171238	-
Assets/Animated Tropical Vegetation/Textures/palm_tree_3_bark_color.png	c86b96e775f3c5f49a4ffc955379e62e	Texture2D	1607430	-
Assets/Animated Tropical Vegetation/Textures/palm_tree_3_bark_normal.png	4413d93077f724246b56c27f39dec20e	Texture2D	1765514	-
Assets/Animated Tropical Vegetation/Textures/palm_tree_3_leaves_color.png	74ab009edab3b8540938382f50a3a6aa	Texture2D	1019279	-
Assets/Animated Tropical Vegetation/Textures/palm_tree_3_leaves_normal.png	c6e17efa0d0a2dd419dcc6cfc34864d3	Texture2D	747291	-
Assets/Animated Tropical Vegetation/Textures/small_tree_bark_color.png	07f87c744a3d1484bb97dc03d69c2b37	Texture2D	615443	-
Assets/Animated Tropical Vegetation/Textures/small_tree_bark_normal.png	ea03e60569f18b94c8fa754d45a826f3	Texture2D	592089	-
Assets/Animated Tropical Vegetation/Textures/small_tree_leaves_color.png	595a2d52706e9b44087f984e23c329c9	Texture2D	194295	-
Assets/Animated Tropical Vegetation/Textures/small_tree_leaves_normal.png	6d9f7f63cae324c46bdf73b73b4b5127	Texture2D	43128	-
Assets/Animated Tropical Vegetation/Textures/tropical_plant_leaf_color.png	b121e5db81a0b1d4fb5cd45f364fe343	Texture2D	268666	-
Assets/Animated Tropical Vegetation/Textures/tropical_plant_leaf_normal.png	5e0ba90107b543d47956b2b78fefa450	Texture2D	183729	-
Assets/Animated Tropical Vegetation/Tools/ObjectPainter.cs	5be435bdab32b554284cc5ffd1e270b6	MonoScript	6492	-
Assets/BCAT_AuditReports/WebGL_Performance_Audit_20260626_120243.txt	cad0b57b1a148448e844a388bdde9d3f	TextAsset	6558	-
Assets/BCAT_GLB_TextureRemediation/dishwasher/Texture_0 _00.png	c8f775df5c4a049f493a4e05afe8579e	Texture2D	292413	scene:BH_XR_MainScene
Assets/BCAT_GLB_TextureRemediation/dishwasher/Texture_1 _01.png	43d61fb9301d8444baaf0afd3ef95852	Texture2D	417536	scene:BH_XR_MainScene
Assets/BCAT_GLB_TextureRemediation/dishwasher/Texture_2 _02.png	c8b710220c9594ec5a5afd47ab3c6cb4	Texture2D	1682613	scene:BH_XR_MainScene
Assets/BCAT_GLB_TextureRemediation/drone/Texture_2 _00.png	212900795a83b41a7aed9cc73bf058f2	Texture2D	970365	scene:BH_XR_MainScene
Assets/BCAT_GLB_TextureRemediation/drone/Texture_3 _01.png	9d545f4acc60f4b63a24c3887f71320a	Texture2D	2075038	scene:BH_XR_MainScene
Assets/BCAT_GLB_TextureRemediation/generic_tulip_flower/Texture_0 _00.png	ed768d908afcc44ecbc909dafbc4b86a	Texture2D	3381213	scene:BH_XR_MainScene
Assets/BCAT_GLB_TextureRemediation/generic_tulip_flower/Texture_1 _01.png	944d0b267e1ff407991b26fe51773b65	Texture2D	2252034	scene:BH_XR_MainScene
Assets/BCAT_GLB_TextureRemediation/generic_tulip_flower/Texture_2 _02.png	552a576ab46ba411e9f9a5ddf0864490	Texture2D	3965650	scene:BH_XR_MainScene
Assets/BCAT_GLB_TextureRemediation/metal_table_asset/Texture_0 _00.png	d466b51507a60413886c7fd9ef86ce29	Texture2D	12377140	scene:BH_XR_MainScene
Assets/BCAT_GLB_TextureRemediation/metal_table_asset/Texture_1 _01.png	7f5da3bd6ccec4821879274a4d711a76	Texture2D	8796351	scene:BH_XR_MainScene
Assets/BCAT_GLB_TextureRemediation/metal_table_asset/Texture_2 _02.png	b6475189a2d134c61b9d5887f8e23fb3	Texture2D	12298145	scene:BH_XR_MainScene
Assets/BCaT/Exhibits/BlackKitchen/Audio/birthday_cake.mp3	0c2392e9f788d40b2b0e8a9ca64e0175	AudioClip	2693086	scene:BlackKitchen_MemoryScene
Assets/BCaT/Exhibits/BlackKitchen/Audio/cultural_background.mp3	6d121ffb58789489c8cc7f4597d5bd04	AudioClip	731633	scene:BlackKitchen_MemoryScene
Assets/BCaT/Exhibits/BlackKitchen/Audio/exit_reflection.mp3	0d565266d0cb1404c93901cb9e501aae	AudioClip	3399471	scene:BlackKitchen_MemoryScene
Assets/BCaT/Exhibits/BlackKitchen/Audio/kitchen_conversation.mp3	a7a58814e7ab248da9b73f8c22610567	AudioClip	2211889	scene:BlackKitchen_MemoryScene
Assets/BCaT/Exhibits/BlackKitchen/Audio/niece_cake.mp3	d0e9a89aab5d74a0e810aa40c32144c3	AudioClip	627681	scene:BlackKitchen_MemoryScene
Assets/BCaT/Exhibits/BlackKitchen/Audio/rice_and_bean_pot.mp3	7a87e41b6419e4f34b2a72ca1285cba2	AudioClip	1509859	scene:BlackKitchen_MemoryScene
Assets/BCaT/Exhibits/BlackKitchen/Documentation/BlackKitchen_ImplementationNotes.txt	b5ec6b75f35ec48b5a2001b6bcec1bf4	TextAsset	378	-
Assets/BCaT/Exhibits/BlackKitchen/Editor/BlackKitchenExperienceBuilder.cs	0e6f9cb84fd3740e693080e8b2d7aa98	MonoScript	23360	-
Assets/BCaT/Exhibits/BlackKitchen/Materials/BlackKitchen_DarkFloor.mat	2f68208d7eb0a462d93f0bed42e1bf8e	Material	3839	scene:BlackKitchen_MemoryScene
Assets/BCaT/Exhibits/BlackKitchen/Materials/BlackKitchen_DarkWall.mat	61d4ed4e31f29485cbd65f9817047248	Material	3827	-
Assets/BCaT/Exhibits/BlackKitchen/Materials/BlackKitchen_PromptPanel.mat	c5d368c6ddf3444b4bbd1316fc7f02e7	Material	3832	-
Assets/BCaT/Exhibits/BlackKitchen/Models/BlackKitchen_ScannedEnvironment.glb	9219852dcb8fc461ca23946a136c6119	GameObject	34495692	scene:BlackKitchen_MemoryScene
Assets/BCaT/Exhibits/BlackKitchen/Models/Reference/point_cloud_scan_REFERENCE_ONLY_DO_NOT_BUILD.ply	07d524d5782484ade815a913c3cfcc75	DefaultAsset	76945833	-
Assets/BCaT/Exhibits/BlackKitchen/Scenes/BlackKitchen_MemoryScene.unity	22bc6237247ca41a09d4974e94a690a7	SceneAsset	120017	scene:BlackKitchen_MemoryScene
Assets/BCaT/Exhibits/BlackKitchen/Scripts/BlackKitchenAmbientZone.cs	cbb68e5354bbb45eea7f51ccb88447d4	MonoScript	3101	scene:BlackKitchen_MemoryScene
Assets/BCaT/Exhibits/BlackKitchen/Scripts/BlackKitchenAudioCoordinator.cs	21ee6d0fd3fc04d26bcc02c4e9c3153b	MonoScript	10450	scene:BlackKitchen_MemoryScene
Assets/BCaT/Exhibits/BlackKitchen/Scripts/BlackKitchenExperienceController.cs	4a43b1f92735d4031aec13ff009abbd3	MonoScript	28618	scene:BlackKitchen_MemoryScene
Assets/BCaT/Exhibits/BlackKitchen/Scripts/BlackKitchenInteractionGate.cs	7a64c207f7d3e49109c3fb7d7ce817b8	MonoScript	899	-
Assets/BCaT/Exhibits/BlackKitchen/Scripts/BlackKitchenOvenInteraction.cs	422dbe83c8f9f496cbec80c83f7a851b	MonoScript	10840	scene:BlackKitchen_MemoryScene
Assets/BCaT/Exhibits/BlackKitchen/Scripts/BlackKitchenPortalController.cs	8b7d3107327604f349b38e2bef26026e	MonoScript	8455	scene:BH_XR_MainScene
Assets/BCaT/Exhibits/BlackKitchen/Scripts/BlackKitchenSessionState.cs	9041d6110842344e8bce9fce2130d147	MonoScript	307	-
Assets/BCaT/Exhibits/BlackKitchen/Scripts/BlackKitchenStoryInteractable.cs	a0bb57647572b4453884e1738897fd39	MonoScript	9613	scene:BlackKitchen_MemoryScene
Assets/BCaT/Exhibits/BlackKitchen/Scripts/BlackKitchenXrSelectRelay.cs	daac22aa381da47a986e499839d94195	MonoScript	1165	scene:BH_XR_MainScene,scene:BlackKitchen_MemoryScene
Assets/BCaT/Exhibits/PrivacyLawExhibit/Editor/PrivacyLawExhibitContentUpdater.cs	c3a1fcf4c264c40de86878a73af23fb0	MonoScript	16282	-
Assets/BCaT/Exhibits/PrivacyLawExhibit/Editor/PrivacyLawExhibitSceneBuilder.cs	6d5a089b686564c11969dab7db9d4381	MonoScript	21809	-
Assets/BCaT/Exhibits/PrivacyLawExhibit/Materials/PrivacyLaw_DarkPanel.mat	c4fab3806e38840808a7fe3ef72e9b7c	Material	1984	scene:BH_XR_MainScene
Assets/BCaT/Exhibits/PrivacyLawExhibit/Materials/PrivacyLaw_HologramLine.mat	6ebad9ebdbd31455c959f4c4941b5577	Material	1976	scene:BH_XR_MainScene
Assets/BCaT/Exhibits/PrivacyLawExhibit/Materials/PrivacyLaw_Panel.mat	46cd517bf715d4089ab5d294fb92a3ee	Material	1980	scene:BH_XR_MainScene
Assets/BCaT/Exhibits/PrivacyLawExhibit/Prefabs/PrivacyLawExhibit.prefab	509b34ff9299141aba5ddcca37a8a11e	GameObject	264735	scene:BH_XR_MainScene
Assets/BCaT/Exhibits/PrivacyLawExhibit/Scripts/PrivacyLawExhibitController.cs	602d63ba096df438391e19497bc6cd57	MonoScript	20042	scene:BH_XR_MainScene
Assets/BCaT/Exhibits/PrivacyLawExhibit/Scripts/PrivacyLawProximityRelay.cs	c84fee66963144520ac04596ec754f27	MonoScript	547	scene:BH_XR_MainScene
Assets/BCaT/Exhibits/PrivacyLawExhibit/Textures/PrivacyLaw_Figure01.png	899d69ff38a9e473388271f8c97f5b11	Texture2D	217242	scene:BH_XR_MainScene
Assets/BCaT/Exhibits/PrivacyLawExhibit/Textures/PrivacyLaw_Figure02.png	a7efe9d18be3043398857439fba7a4af	Texture2D	377310	scene:BH_XR_MainScene
Assets/BCaT/Exhibits/PrivacyLawExhibit/Textures/PrivacyLaw_Figure03.jpg	29cf27d2cd336447089762f1aa32d011	Texture2D	365251	scene:BH_XR_MainScene
Assets/BCaT/Exhibits/PrivacyLawExhibit/Textures/PrivacyLaw_SourceBlueprint.png	5c6b0cdb7c4c74fb3b94443a6dc96265	Texture2D	449433	-
Assets/BCaT/SceneTransitions/Scenes/LoadingScene.unity	e4b6edc3be9c46caada6c5451608bc17	SceneAsset	6420	scene:LoadingScene
Assets/BCaT/SceneTransitions/Scripts/LoadingSceneController.cs	e4e904f4a0f54ee383e0e820ce7ef400	MonoScript	2588	scene:LoadingScene
Assets/BCaT/SceneTransitions/Scripts/SceneArrivalController.cs	2d468affb3744e03abe7bbe019fb0179	MonoScript	18614	scene:BH_XR_MainScene,scene:BlackKitchen_MemoryScene
Assets/BCaT/SceneTransitions/Scripts/ScenePlatformRigSelector.cs	b02981f9fe884bc8b9c657dfff56123a	MonoScript	2214	scene:BlackKitchen_MemoryScene
Assets/BCaT/SceneTransitions/Scripts/ScenePlayerRig.cs	1235cc432bdf4f5d94d1323b509c6a48	MonoScript	217	scene:BH_XR_MainScene,scene:BlackKitchen_MemoryScene
Assets/BCaT/SceneTransitions/Scripts/SceneSpawnPoint.cs	85a5fc6885d1414682f2caf173ba75f3	MonoScript	160	scene:BH_XR_MainScene,scene:BlackKitchen_MemoryScene
Assets/BCaT/SceneTransitions/Scripts/SceneTransitionState.cs	5124cc9b25ee48fa83300b212e815886	MonoScript	2180	-
Assets/BCaT_assets/9night/9night-soundscape.wav	c6874aa1fef6c48578572af25c282d73	AudioClip	99988554	scene:BH_XR_MainScene
Assets/BCaT_assets/9night/drum.glb	78899a072c6b0420bbf557b45b4d7377	GameObject	12389116	scene:BH_XR_MainScene
Assets/BCaT_assets/BTMMP_Workstation_Assembly/blue-oil-barrel-with-lots-of-spray-paint-streaks/source/oil barrel1hig22low uv.fbx	3d28e6eac3b1f497984cd501d17d3a48	GameObject	342364	scene:BH_XR_MainScene
Assets/BCaT_assets/BTMMP_Workstation_Assembly/camera-canon-eos-400d/source/Cilindro low-bajo.fbx	91bf82b17ad434a32801944e0081b62d	GameObject	292192	scene:BH_XR_MainScene
Assets/BCaT_assets/BTMMP_Workstation_Assembly/camera-canon-eos-400d/textures/Camara_Low_V2_lambert3_BaseColor.png	4a1537a049d9d4295bbd3049ba73b02c	Texture2D	1422749	scene:BH_XR_MainScene
Assets/BCaT_assets/BTMMP_Workstation_Assembly/camera-canon-eos-400d/textures/Camara_Low_V2_lambert3_Normal.png	8f159b3ecfda548c4957fcba5425ced3	Texture2D	14076281	scene:BH_XR_MainScene
Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb	be050899573234ff29a4adc68b64602a	GameObject	16633652	scene:BH_XR_MainScene
Assets/BCaT_assets/BTMMP_Workstation_Assembly/flowerbarrel_with_tulips.glb	487b20c2c3ddf435cb2cedcbf42ff6e7	GameObject	17575828	scene:BH_XR_MainScene
Assets/BCaT_assets/BTMMP_Workstation_Assembly/generic_tulip_flower.glb	227059631a98c4609b6d2337b7d30c96	GameObject	8429860	scene:BH_XR_MainScene
Assets/BCaT_assets/BTMMP_Workstation_Assembly/metal_table_asset.glb	cd8c855b4f149409abcb50b2e6306004	GameObject	29600972	scene:BH_XR_MainScene
Assets/BCaT_assets/BTMMP_Workstation_Assembly/notebook.glb	eac12f59922e443f49156425a73f4d90	GameObject	4185300	scene:BH_XR_MainScene
Assets/BCaT_assets/BTMMP_Workstation_Assembly/spray-paint-bottle-2/source/spray_paint_bottle_2.fbx	a27e2e5c0f5c345428baf6ad94db21d7	GameObject	138476	scene:BH_XR_MainScene
Assets/BCaT_assets/BTMMP_Workstation_Assembly/spray-paint-bottle-2/textures/diffuse.jpg	79c1fd104381245f3b1fb20efa2b9e8d	Texture2D	1590799	scene:BH_XR_MainScene
Assets/BCaT_assets/BTMMP_Workstation_Assembly/spray-paint-bottle-2/textures/normal.jpg	46469bd4c8a0b4aef968dafc43f0e121	Texture2D	1985517	scene:BH_XR_MainScene
Assets/BCaT_assets/BTMMP_Workstation_Assembly/spray_can.glb	9d8b205b917f041a281779b5a95da0f3	GameObject	5592488	scene:BH_XR_MainScene
Assets/BCaT_assets/BlackFamilyMuseumArchive/Models/chest.glb	11e54bb98a1bf497e95f2f7662f0c9b8	GameObject	1533900	scene:BH_XR_MainScene
Assets/BCaT_assets/BlackFamilyMuseumArchive/Models/chest_chair.glb	1cd7df1d0648c414abb812bfedab3d2f	GameObject	1465168	scene:BH_XR_MainScene
Assets/BCaT_assets/BlackFamilyMuseumArchive/Prefabs/BFM_Chest_OnChair.prefab	3e5f78fa113094fd082c01b8d4af416b	GameObject	6942	-
Assets/BCaT_assets/BlackFamilyMuseumArchive/Prefabs/BFM_Chest_OnChair_W_Text.prefab	8d8c050586c6d48c683dfa01ce310f80	GameObject	19064	scene:BH_XR_MainScene
Assets/BCaT_assets/BlackParlors/Assets/BreonnaTaylorMural.mat	e837c35389aba49158001b66925687e1	Material	3958	scene:BH_XR_MainScene
Assets/BCaT_assets/BlackParlors/Assets/Parlor_img.jpg	5cd987a1e6d344d68b3af76ddfa34f63	Texture2D	298614	scene:BH_XR_MainScene
Assets/BCaT_assets/BlackParlors/Assets/Photo_Parlor.mat	3743dc9c7658b44c2bb0b43fa4b4a7a2	Material	3952	scene:BH_XR_MainScene
Assets/BCaT_assets/BlackParlors/Assets/breonna-taylor-mural-img.jpeg	100b7c8aee2434bdab1ce47b91d948cf	Texture2D	586038	scene:BH_XR_MainScene
Assets/BCaT_assets/BlackParlors/Assets/picture-frame/source/pictureframe.fbx	de96f11f610d649188ad95efa70d15fc	GameObject	2166880	-
Assets/BCaT_assets/BlackParlors/Assets/picture-frame/textures/pictureframe.png	793066a1575be4799b1a061bc3adb6aa	Texture2D	1692975	-
Assets/BCaT_assets/BlackParlors/Assets/pictureframe.prefab	c5c7119b6a3cc4204bef06ab172171eb	GameObject	6163	scene:BH_XR_MainScene
Assets/BCaT_assets/BlackParlors/Prefabs/Black_Parlors.prefab	ef8a7d3f0dc744045886f7669c7e482f	GameObject	15198	scene:BH_XR_MainScene
Assets/BCaT_assets/ExhibitCanvases/DigitalExhibitCanvas.prefab	7dd700f132ab4ebea1b8c3f24cda1944	GameObject	13503	-
Assets/BCaT_assets/ExhibitCanvases/HolographicPhotoSlideshow.prefab	e411903cb54041b3945a90393c7f3449	GameObject	50553	-
Assets/BCaT_assets/ExhibitCanvases/MediaExhibitCanvas.prefab	04afc7f85dd4436d932df34844bccac2	GameObject	13495	-
Assets/BCaT_assets/ExhibitCanvases/MediaVideoExhibit_Billboard.prefab	08d443fd45c44a608b90b7ebace7e57a	GameObject	36708	-
Assets/BCaT_assets/ExhibitCanvases/MediaVideoExhibit_Hologram.prefab	376c7a7fe6604c2084ea3a3aae447387	GameObject	30970	-
Assets/BCaT_assets/ExhibitCanvases/SoundExhibitCanvas.prefab	d9dbe053d52d4bd19024730bec691c74	GameObject	13521	-
Assets/BCaT_assets/HOMED/Box_Img.mat	0008191c6b16946818aa1d7b42e3e769	Material	3911	scene:BH_XR_MainScene
Assets/BCaT_assets/HOMED/Letters.mat	b05223ade2cae420c8e98a4d9bcb6626	Material	3978	scene:BH_XR_MainScene
Assets/BCaT_assets/HOMED/Models/Candle.glb	861898bb17b4d44178aeebfb7ff10aad	GameObject	1274652	scene:BH_XR_MainScene
