path	guid	type	sizeBytes	tags
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_livingroom_floor4_AlbedoTransparency.png	91ab52485fb52cb4690ee9de424ff0c7	Texture2D	1982897	-
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_livingroom_floor4_MetallicSmoothness.png	40d4a10ce5981544b9c397d482f70f1c	Texture2D	78120	-
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_livingroom_floor4_Normal.png	d5719d8c780486e489a421b0772fd497	Texture2D	2382221	-
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_livingroom_wall3_AlbedoTransparency.png	0da59cf034d961142bb2d3372d6bb4d2	Texture2D	78119	-
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_livingroom_wall3_MetallicSmoothness.png	f0fd31ab42d07414f97556131881ce24	Texture2D	78120	-
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_pattern_wall_AlbedoTransparency.png	f14181d57ba34e340b92ad7bc4cf43d3	Texture2D	2076892	-
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_pattern_wall_MetallicSmoothness.png	018fe1de1838ca841832c42c3837226e	Texture2D	2338154	-
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_pattern_wall_Normal.png	bb2998f7ef8b59e40b36a084bec64065	Texture2D	2382213	-
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_studyroom_floor3_AlbedoTransparency.png	acda089edf6420a40b1d692df2a5bb8b	Texture2D	3306609	-
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_studyroom_floor3_MetallicSmoothness.png	0c402d580e7dd5b4f989b8fb35438512	Texture2D	78120	-
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_studyroom_floor3_Normal.png	3dcddbe66fa875b40b5d1595d83b63aa	Texture2D	2379248	-
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_studyroom_wall3_AlbedoTransparency.png	af541053ad76ded449861e0e32865475	Texture2D	78119	-
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_studyroom_wall3_MetallicSmoothness.png	0197f8783983a074e9852448c330921b	Texture2D	78120	-
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_studyroom_wall3_Normal.png	f271d95c375a3334d834b95f908b7878	Texture2D	2381105	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Chopboard/Chopboard_AO.png	b94deaade6b86aa4ab428947a39236cd	Texture2D	1742086	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Chopboard/Chopboard_AlbedoTransparency.png	4c580cbca28347b4abbeab184f9f34e4	Texture2D	3921287	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Chopboard/Chopboard_MetallicSmoothness.png	5e4fd2c15cd01c34bbbd6cbe62ce5a12	Texture2D	21250	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Chopboard/Chopboard_Normal.png	81393e1fecd910b4894c1f46c88968de	Texture2D	17150	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/CoffeeMachine/coffeemachine_DefaultMaterial_AO.png	24c98300d3c0fbc4d923890a58a0b088	Texture2D	1096842	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/CoffeeMachine/coffeemachine_DefaultMaterial_AlbedoTransparency_2.png	0e663a7fdf280ce4380525cfd6d0c948	Texture2D	1411912	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/CoffeeMachine/coffeemachine_DefaultMaterial_MetallicSmoothness.png	8f8f20fd2e725844e84a1d76cc6f82d2	Texture2D	357840	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/CoffeeMachine/coffeemachine_DefaultMaterial_Normal.png	cf28ec41ac7e2b9428279157a6015fb6	Texture2D	448098	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Fridge/frifge_green_wood_AO.png	610663bf6d0ca1648aae7fede3c5ccc5	Texture2D	1329878	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Fridge/frifge_green_wood_AlbedoTransparency.png	2bcba6116ea4d2542a4893ca59caca75	Texture2D	94602	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Fridge/frifge_green_wood_MetallicSmoothness.png	619653d5b40b0ec45b34d73ae736f7f0	Texture2D	95003	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Fridge/frifge_green_wood_Normal.png	990e9d382c2b8f64aa1200baba0916be	Texture2D	2374335	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Kettle/kitchan mat 2_kitchan_mat_2_BaseColor 1.png	2c66e4d8c8389714e9f6d0bf3662dc0d	Texture2D	332814	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Kettle/kitchan mat 2_kitchan_mat_2_MetallicSmoothness.png	7b59817a2a26f344480de7e1aa95c715	Texture2D	2225061	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Kettle/kitchan mat 2_kitchan_mat_2_Normal.png	ca645e74acf47474ca711950a586c0ac	Texture2D	2849297	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Kitchen_cupboard_1/kitchen_2_green_wood_AO.png	0b2ed7c1c530db0479f64dda0ca4debb	Texture2D	268596	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Kitchen_cupboard_1/kitchen_2_green_wood_AlbedoTransparency.png	47caa312c52e3bb4989f7e122eef6d4f	Texture2D	20548	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Kitchen_cupboard_1/kitchen_2_green_wood_MetallicSmoothness.png	6461da92c391b3b4cafb15b196d455ff	Texture2D	20543	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Kitchen_cupboard_1/kitchen_2_green_wood_Normal.png	c4739f5a0e75a1448b6f7d077ea4ada5	Texture2D	579107	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Kitchen_cupboard_2/kitchen_granite_Normal.png	070ffafad64e55c4a972580f27355192	Texture2D	2370653	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Kitchen_cupboard_2/kitchen_green_wood_AO 1.png	f3347015d4f481244aa3c06bc748da75	Texture2D	2643578	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Kitchen_cupboard_2/kitchen_green_wood_AlbedoTransparencyTest.png	12a98f70c1fad1c49b561f7de7f1b170	Texture2D	78119	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Kitchen_cupboard_2/kitchen_green_wood_MetallicSmoothness.png	df5efbe8a7b74c741bfb36e099eae121	Texture2D	78120	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Knife Holder/Knife Holder_AO.png	fd3a15ac2c4278b47bc2ac86448352e2	Texture2D	1712542	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Knife Holder/Knife Holder_AlbedoTransparency.png	649ccba9cc7ab5343a004112b7741c7e	Texture2D	3957216	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Knife Holder/Knife Holder_MetallicSmoothness.png	44dfab1b70377cf458a23f403aad75b8	Texture2D	21608	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Knife Holder/Knife Holder_Normal.png	362b6a9113d56d0468be19f66781bbd8	Texture2D	18395	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Mug Holder/Mug Holder_AO.png	1822de5867477454ea61e4cad28881a8	Texture2D	1412238	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Mug Holder/Mug Holder_AlbedoTransparency.png	3a5ab0b9d2931b74aa00f2735ea27df6	Texture2D	2221284	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Mug Holder/Mug Holder_MetallicSmoothness.png	a32b11ce2d20ee548bfb7cd39bf89f0b	Texture2D	21250	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Mug Holder/Mug Holder_Normal.png	e7228d3a8126b484c973328970c4dea1	Texture2D	18121	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/TOASTER/toaster_toaster_AO.png	388b64ca3cd00774584d3c6ef6515518	Texture2D	309091	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/TOASTER/toaster_toaster_AlbedoTransparency.png	fe88553862eac8241a2655a747b07a49	Texture2D	1894074	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/TOASTER/toaster_toaster_Emission.png	8a42e35740e806f4c91798e5e72abb27	Texture2D	88432	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/TOASTER/toaster_toaster_Normal.png	af61449f8c9199243abc9797a7578be3	Texture2D	2674821	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/fridge_2/frifge_gold_tap_handle_AO.png	7cab24b8ed9fb3243a30ecea5e94ebea	Texture2D	1452370	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/fridge_2/frifge_gold_tap_handle_AlbedoTransparency.png	340e320badc1db047bcd677d2ef5a3d3	Texture2D	78122	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/fridge_2/frifge_gold_tap_handle_MetallicSmoothness.png	5c493aef3ad07a44f9c220d17723e593	Texture2D	78120	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/fridge_2/frifge_gold_tap_handle_Normal.png	958ebcb4fe9b8b9418ca6ba90c047fbc	Texture2D	2373344	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/fridge_2/frifge_green_wood_AO.png	1cc9c922e2cd35b469ea55415eb7fb31	Texture2D	1329878	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/fridge_2/frifge_green_wood_AlbedoTransparency.png	d7d6d0f66e7114f47821ae0ceaee9646	Texture2D	94602	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen/induction-hob_albedo.png	cb9a5494c15a0e8489ba2cb673853ef5	Texture2D	204683	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen/induction-hob_metal.png	d00ff266347fc5b41a2b9028023179d6	Texture2D	9860	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen/induction-hob_normal.png	3ae4bb95fd7e6734a847c0d0d26dc506	Texture2D	9860	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_chimini_AO.png	53ea021d0849256468e46fef285c23d4	Texture2D	1513597	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_chimini_AlbedoTransparency.png	6cbf23cdb383eb544ac9801a70b21215	Texture2D	610701	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_chimini_Emission.png	f284029ab60463744b0a92a649b71e9c	Texture2D	93159	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_chimini_Normal.png	fb6a7d5dca41e8244852648f45e3c1fc	Texture2D	2483175	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_glass_AO.png	d14e847f408005e428bbd4d0bc3ec128	Texture2D	2079185	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_glass_AlbedoTransparency.png	96685fb96edf77f4e9ed686f1cf9aba9	Texture2D	78119	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_glass_MetallicSmoothness.png	39b48d05c201ac74f824ec1b4293515c	Texture2D	78121	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_glass_Normal.png	9e2dea911f9816b42aa75dbc8b39fbf2	Texture2D	2378630	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_gold_tap_handle_AO.png	6a941bd47c0e3094da7c870e0fd45295	Texture2D	2128265	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_gold_tap_handle_AlbedoTransparency.png	67723f49e93766d4a8a421c757bc0386	Texture2D	78122	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_gold_tap_handle_MetallicSmoothness.png	6bcb2ff529ad53b46bd9e2b12eede7eb	Texture2D	78120	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_gold_tap_handle_Normal.png	63ac50b38b38d634b9bf2756a9e5290e	Texture2D	2379809	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_granite_AO.png	e61c71d4c9e3c2b4ebf25ffa5c203df3	Texture2D	578123	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_granite_AlbedoTransparency.png	7dd89ec9fb9191b469d2933db14a81b4	Texture2D	1474669	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_granite_MetallicSmoothness.png	2cf404bd9c7de0a43a36e2e8cc20ebc8	Texture2D	78120	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_granite_Normal.png	cafd52c9b6c429242867225e3a2b34d0	Texture2D	116801	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_plastic_AO.png	74eb4a96a2f283c46bc3292ef84e3f16	Texture2D	1858428	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_plastic_AlbedoTransparency.png	0b3a43beac17d694580f4030237a156a	Texture2D	78119	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_plastic_Normal.png	fbe67d2a438dea449abe2cb4daf020e0	Texture2D	2377184	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_steel_AO.png	4223ebaa3f662e246b89a63fcc42031b	Texture2D	1651480	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_steel_AlbedoTransparency.png	64ae12b879503b440b72ca5d5b9f053e	Texture2D	78119	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_steel_MetallicSmoothness.png	4dda7d7da7941dd42a8c831d8cdfe308	Texture2D	78120	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_steel_Normal.png	2c8d1101204a8d247b09ad157296a32e	Texture2D	2493218	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_switch1_AO.png	773b1d93eda828846b59d7d5755004f3	Texture2D	316976	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_switch1_AlbedoTransparency.png	3124c401e29ab46419a1528888f25617	Texture2D	78119	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_switch1_MetallicSmoothness.png	b5fb634bd85231c4cbd5a0b30cd4e84c	Texture2D	78120	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_switch1_Normal.png	cd6f742edd21d284b8fca7af447d60d4	Texture2D	2332249	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/side_piece/side_piece_marble_AO.png	3f6d4eb1c003062439d621eed0bc72b1	Texture2D	288814	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/side_piece/side_piece_marble_AlbedoTransparency.png	cba5243a3236f634395774718b521522	Texture2D	4606213	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/side_piece/side_piece_marble_MetallicSmoothness.png	ab540dedf6d59d84c9ceddedef5f3b98	Texture2D	78120	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/side_piece/side_piece_marble_Normal.png	e9c300d374265bb4d897a01eb3ecd463	Texture2D	111190	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/side_piece/side_piece_metal_AO.png	8c139b359bf227f41995423911d61f2b	Texture2D	224514	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/side_piece/side_piece_metal_AlbedoTransparency.png	b60500ae4828dd14f9e9cfa234eb40d4	Texture2D	78122	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/side_piece/side_piece_metal_MetallicSmoothness.png	b87f8bda86e69584493faeb638b9ebd1	Texture2D	78120	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/side_piece/side_piece_metal_Normal.png	e8f77b00701f1f8419fcf69fefff5212	Texture2D	2396454	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/side_piece/side_piece_white_wood_AO.png	c09b26d0fc667d342afe5739a7222a64	Texture2D	1900348	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/side_piece/side_piece_white_wood_AlbedoTransparency.png	62c70437c04c27246bd2e6a311908891	Texture2D	78124	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/side_piece/side_piece_white_wood_MetallicSmoothness.png	2ac7e68defb7a7a4987fa41ce79a1226	Texture2D	78120	-
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/side_piece/side_piece_white_wood_Normal.png	b4551ef17fe6a324f8042e908773dbcd	Texture2D	2380812	-
Assets/DevDen Arch Viz Scotland/Textures/Living Room/Laptop/laptop_DefaultMaterial_AO.png	c786b355b8afd404890a161791870d19	Texture2D	568853	-
Assets/DevDen Arch Viz Scotland/Textures/Living Room/Laptop/laptop_DefaultMaterial_AlbedoTransparency.png	6be40161fae38214ca96ca167b699bd2	Texture2D	3909074	-
Assets/DevDen Arch Viz Scotland/Textures/Living Room/Laptop/laptop_DefaultMaterial_MetallicSmoothness.png	782e956386c1a3940bd78daa570bf97b	Texture2D	86784	-
Assets/DevDen Arch Viz Scotland/Textures/Living Room/Laptop/laptop_DefaultMaterial_Normal.png	b65c458decaa66f49847f592c3059873	Texture2D	335470	-
Assets/DevDen Arch Viz Scotland/Textures/Living Room/Laptop/laptop_DefaultMaterial_emission.png	542c7604b011c18459de72082469f25e	Texture2D	2971734	-
Assets/DevDen Arch Viz Scotland/Textures/Living Room/Living_room_carpet/Carpet.png	54c3611e71855e8429efa0ffbf78fc2f	Texture2D	149394	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Living Room/Living_room_carpet/normal.png	e83d19abdcfa74941a10139f7567893b	Texture2D	274661	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Living Room/Remotecontrol/RemoteControl_DefaultMaterial_AlbedoTransparency.png	84efb40c533a34f428bd97544ac19268	Texture2D	168985	-
Assets/DevDen Arch Viz Scotland/Textures/Living Room/Remotecontrol/RemoteControl_DefaultMaterial_MetallicSmoothness.png	3d49719a21ab2b84a94f40bec83e168b	Texture2D	476271	-
Assets/DevDen Arch Viz Scotland/Textures/Living Room/Remotecontrol/RemoteControl_DefaultMaterial_Normal.png	097bf1f5ae3c02047a2ca26be220d88c	Texture2D	211809	-
Assets/DevDen Arch Viz Scotland/Textures/Living Room/TV/TV_AO.png	ff8a3b122a612694a8fba88891393dcc	Texture2D	20720	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Living Room/TV/TV_AlbedoTransparency.png	e8323f257dd31424493b9d5eea546ea7	Texture2D	457820	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Living Room/TV/TV_Emission.png	75e58f040ee52a8468e67c660c270dbf	Texture2D	137461	-
Assets/DevDen Arch Viz Scotland/Textures/Living Room/TV/TV_Normal.png	9c244fc4210945048bfd44eaafccc0ed	Texture2D	47529	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Living Room/TV_Panels/TV_Panels_DefaultMaterial_AO.png	987adc7512fe2794592e47b70bad3722	Texture2D	117523	-
Assets/DevDen Arch Viz Scotland/Textures/Living Room/TV_Panels/TV_Panels_DefaultMaterial_AlbedoTransparency.png	0c9508225215dbd4fbafa994bb910141	Texture2D	273452	-
Assets/DevDen Arch Viz Scotland/Textures/Living Room/TV_Panels/TV_Panels_DefaultMaterial_Emissive.png	3a6ca6cc622949b46ac93e6420138d07	Texture2D	13023	-
Assets/DevDen Arch Viz Scotland/Textures/Living Room/TV_Panels/TV_Panels_DefaultMaterial_MetallicSmoothness.png	cc0b531b2194b5c4ca3f837f58e5fe24	Texture2D	3972	-
Assets/DevDen Arch Viz Scotland/Textures/Living Room/TV_Panels/TV_Panels_DefaultMaterial_Normal.png	9c3feace4befce74799561ac4cc055da	Texture2D	145132	-
Assets/DevDen Arch Viz Scotland/Textures/Living Room/TV_Shelf/TV_Shelf_DefaultMaterial_AO.png	db762019e79a22b42885b30ad1066ca8	Texture2D	147023	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Living Room/TV_Shelf/TV_Shelf_DefaultMaterial_AlbedoTransparency.png	f6d109d40ed630345ad40e02667080ad	Texture2D	220293	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Living Room/TV_Shelf/TV_Shelf_DefaultMaterial_MetallicSmoothness.png	51c9bb2f5d373a1439ad447c7f6333de	Texture2D	6540	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Living Room/TV_Shelf/TV_Shelf_DefaultMaterial_Normal.png	81e976cbbae25b54390262d7abc5c1b8	Texture2D	311930	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Living Room/chair_2/chair_5_d.png	0872a784397a6654fbf3d01a2883ccb9	Texture2D	1397299	-
Assets/DevDen Arch Viz Scotland/Textures/Living Room/chair_2/chair_5_n.png	60089ea809b86574497309d2add3c2e1	Texture2D	1822452	-
Assets/DevDen Arch Viz Scotland/Textures/Living Room/little_props/little_props_d-Recovered_1.png	379db92f1b169ba4c9a8fbece56b0374	Texture2D	648863	-
Assets/DevDen Arch Viz Scotland/Textures/Living Room/little_props/little_props_n.png	8626377f3e60d93429218f9e93555cec	Texture2D	33061	-
Assets/DevDen Arch Viz Scotland/Textures/Living Room/sofa_2/sofa_2_01 - Default_AO.png	c5cf688ecaef83a429d9706ce6428fcf	Texture2D	1857745	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Living Room/sofa_2/sofa_2_01 - Default_AlbedoTransparency.png	1add9e2198fd6e04b84838f8c0eb46ca	Texture2D	1854457	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Living Room/sofa_2/sofa_2_01 - Default_MetallicSmoothness.png	aa58420c6b1c25c42b52effa028a4045	Texture2D	2203480	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Living Room/sofa_2/sofa_2_01 - Default_Normal.png	43c721d23788ab74e977df47a14a9b0b	Texture2D	1617708	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Living Room/tea_table/Tea Table_teatable_AO.png	d4720a1a0445f42488d633491bea0483	Texture2D	222961	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Living Room/tea_table/Tea Table_teatable_AlbedoTransparency.png	252ad1ac7a32cc64bba28f8fd53656cc	Texture2D	473603	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Living Room/tea_table/Tea Table_teatable_MetallicSmoothness.png	b45d23b4959344244ad15a0ff7eee303	Texture2D	237597	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Living Room/tea_table/Tea Table_teatable_Normal.png	0e0e6603664a7fc4bad533e04d8b3320	Texture2D	414244	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Study Room/Books Pack/book_1.png	ac9be3188c679d2449c199fb4020d29b	Texture2D	902583	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Study Room/Books Pack/book_10.png	92918f521f2bbbf41af51e6f7bcccb84	Texture2D	889542	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Study Room/Books Pack/book_2.png	1604be71ef0ca174cb38368bfd1dd5a4	Texture2D	833205	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Study Room/Books Pack/book_3.png	184e6223883d63041bbce51480c9db05	Texture2D	915151	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Study Room/Books Pack/book_4.png	c8d12c9ba1532b54eb5ba54e2b1ba839	Texture2D	343503	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Study Room/Books Pack/book_5.png	d51652f022755f3429864e85ebb40d5e	Texture2D	425578	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Study Room/Books Pack/book_6.png	4942e2b837475484386ad414323dc244	Texture2D	1093589	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Study Room/Books Pack/book_7.png	714f34cce0478f94f82f1b5060bcb56e	Texture2D	1009755	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Study Room/Books Pack/book_8.png	ec84c4dd8a361e04ea6a2d49819bb4d6	Texture2D	997010	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Study Room/Books Pack/book_9.png	28fbe5ed80b73174e8df356eba98b835	Texture2D	848866	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Study Room/StudyRoom Carpet/Atlas1_Metallic_Smoothness.png	00a57a9949a91c244b4a23dd64031719	Texture2D	4292	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Study Room/StudyRoom Carpet/Atlas_1.png	ce33b92103cd98e4eaeb3e207d645381	Texture2D	2814449	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Study Room/StudyRoom Carpet/Emission.png	262de638f7ceb6740bb501c2b2791889	Texture2D	194769	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Study Room/Table_Lamp/LightBulb02.png	4d6aacaaf9eaa1d488fece386c28a844	Texture2D	56015	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Study Room/Table_Lamp/LightBulb02_Emission.png	09f02086d4502ef46800718c8d221179	Texture2D	32924	-
Assets/DevDen Arch Viz Scotland/Textures/Study Room/Table_Lamp/LightBulb02_Metallic.png	a49f9a6db699c634789b760e0f9ba4ac	Texture2D	2290	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Study Room/Table_Lamp/LightBulb02_NM.png	754943e932541c148a482ecbad167843	Texture2D	87677	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Study Room/imac/Imac_imac_AlbedoTransparency.png	c765156c89b24fb40bb5b4304036f66b	Texture2D	2361977	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Study Room/imac/Imac_imac_AlbedoTransparency_emission.png	793372e56eb55e8418fe26e65f3af8c0	Texture2D	1952400	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Study Room/imac/Imac_imac_MetallicSmoothness.png	3c34aa249294f0f4e92074f4a6e69cbe	Texture2D	71195	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Study Room/imac/Imac_imac_Normal.png	2eba4926bdfb1bc40b38ef592a88b3db	Texture2D	2816229	scene:BH_XR_MainScene
Assets/DevDen Arch Viz Scotland/Textures/Study Room/lamp/Lamp_emission_Emission.png	93b2d15457131ae419962d2d511feb16	Texture2D	78119	-
Assets/DevDen Arch Viz Scotland/Textures/Study Room/lamp/Lamp_emission_MetallicSmoothness.png	1bc5376626a585e4db53b59028288c82	Texture2D	78120	-
