scene,texturePath,width,height,runtimeMemoryBytes,referencedByCount,materials
"Assets/_Recovery/0 (3).unity","Assets/BCaT_assets/BTMMP_Workstation_Assembly/camera-canon-eos-400d/textures/Camara_Low_V2_lambert3_BaseColor.png",2048,2048,11185873,1,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/camera-canon-eos-400d/source/Cilindro low-bajo.fbx"
"Assets/_Recovery/0 (3).unity","Assets/BCaT_assets/BTMMP_Workstation_Assembly/metal_table_asset.glb",2048,2048,11185840,1,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/metal_table_asset.glb"
"Assets/_Recovery/0 (3).unity","Assets/BCaT_assets/BTMMP_Workstation_Assembly/flowerbarrel_with_tulips.glb",2048,2048,11185840,1,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/flowerbarrel_with_tulips.glb"
"Assets/_Recovery/0 (3).unity","Assets/BCaT_assets/BTMMP_Workstation_Assembly/flowerbarrel_with_tulips.glb",2048,2048,11185840,1,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/flowerbarrel_with_tulips.glb"
"Assets/_Recovery/0 (3).unity","Assets/BCaT_assets/SewingRoom/bed.glb",2048,2048,11185840,1,"Assets/BCaT_assets/SewingRoom/bed.glb"
"Assets/_Recovery/0 (3).unity","Assets/BCaT_assets/SewingRoom/bed.glb",2048,2048,11185840,1,"Assets/BCaT_assets/SewingRoom/bed.glb"
"Assets/_Recovery/0 (3).unity","Assets/BCaT_assets/SewingRoom/bed.glb",2048,2048,11185840,1,"Assets/BCaT_assets/SewingRoom/bed.glb"
"Assets/_Recovery/0 (3).unity","Assets/My_Custom/dishwasher.glb",2048,2048,11185840,1,"Assets/My_Custom/dishwasher.glb"
"Assets/_Recovery/0 (3).unity","Assets/BCaT_assets/SewingRoom/old_sewing_box.glb",2048,2048,11185840,1,"Assets/BCaT_assets/SewingRoom/old_sewing_box.glb"
"Assets/_Recovery/0 (3).unity","Assets/BCaT_assets/BlackFamilyMuseumArchive/Models/chest_chair.glb",1024,1024,9787716,1,"Assets/BCaT_assets/BlackFamilyMuseumArchive/Models/chest_chair.glb"
"Assets/_Recovery/0 (3).unity","Assets/BCaT_assets/BlackFamilyMuseumArchive/Models/chest.glb",1024,1024,9787716,1,"Assets/BCaT_assets/BlackFamilyMuseumArchive/Models/chest.glb"
"Assets/_Recovery/0 (3).unity","Assets/BCaT_assets/BTMMP_Workstation_Assembly/camera-canon-eos-400d/textures/Camara_Low_V2_lambert3_Normal.png",2048,2048,5593408,1,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/camera-canon-eos-400d/source/Cilindro low-bajo.fbx"
"Assets/_Recovery/0 (3).unity","Assets/BCaT_assets/BTMMP_Workstation_Assembly/spray-paint-bottle-2/textures/diffuse.jpg",2048,2048,5593408,1,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/spray-paint-bottle-2/source/spray_paint_bottle_2.fbx"
"Assets/_Recovery/0 (3).unity","Assets/BCaT_assets/BTMMP_Workstation_Assembly/spray-paint-bottle-2/textures/normal.jpg",2048,2048,5593408,1,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/spray-paint-bottle-2/source/spray_paint_bottle_2.fbx"
"Assets/_Recovery/0 (3).unity","Assets/My_Custom/zedah_prevalent_52_inch_luxury_fan.glb",2048,2048,5593408,1,"Assets/My_Custom/zedah_prevalent_52_inch_luxury_fan.glb"
"Assets/_Recovery/0 (3).unity","Assets/BCAT_GLB_TextureRemediation/metal_table_asset/Texture_0 _00.png",2048,2048,5593408,1,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/metal_table_asset.glb"
"Assets/_Recovery/0 (3).unity","Assets/BCAT_GLB_TextureRemediation/metal_table_asset/Texture_1 _01.png",2048,2048,5593408,1,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/metal_table_asset.glb"
"Assets/_Recovery/0 (3).unity","Assets/BCaT_assets/BTMMP_Workstation_Assembly/flowerbarrel_with_tulips.glb",2048,2048,5593408,1,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/flowerbarrel_with_tulips.glb"
"Assets/_Recovery/0 (3).unity","Assets/BCaT_assets/BTMMP_Workstation_Assembly/flowerbarrel_with_tulips.glb",2048,2048,5593408,1,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/flowerbarrel_with_tulips.glb"
"Assets/_Recovery/0 (3).unity","Assets/BCaT_assets/BTMMP_Workstation_Assembly/flowerbarrel_with_tulips.glb",2048,2048,5593408,1,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/flowerbarrel_with_tulips.glb"
"Assets/_Recovery/0 (3).unity","Assets/BCaT_assets/BTMMP_Workstation_Assembly/flowerbarrel_with_tulips.glb",2048,2048,5593408,1,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/flowerbarrel_with_tulips.glb"
"Assets/_Recovery/0 (3).unity","Assets/BCaT_assets/BTMMP_Workstation_Assembly/flowerbarrel_with_tulips.glb",2048,2048,5593408,1,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/flowerbarrel_with_tulips.glb"
"Assets/_Recovery/0 (3).unity","Assets/BCaT_assets/BTMMP_Workstation_Assembly/flowerbarrel_with_tulips.glb",2048,2048,5593408,1,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/flowerbarrel_with_tulips.glb"
"Assets/_Recovery/0 (3).unity","Assets/BCaT_assets/SewingRoom/bed.glb",2048,2048,5593408,1,"Assets/BCaT_assets/SewingRoom/bed.glb"
"Assets/_Recovery/0 (3).unity","Assets/BCaT_assets/SewingRoom/bed.glb",2048,2048,5593408,1,"Assets/BCaT_assets/SewingRoom/bed.glb"
"Assets/_Recovery/0 (3).unity","Assets/BCaT_assets/SewingRoom/bed.glb",2048,2048,5593408,1,"Assets/BCaT_assets/SewingRoom/bed.glb"
"Assets/_Recovery/0 (3).unity","Assets/BCaT_assets/SewingRoom/bed.glb",2048,2048,5593408,1,"Assets/BCaT_assets/SewingRoom/bed.glb"
"Assets/_Recovery/0 (3).unity","Assets/BCaT_assets/SewingRoom/bed.glb",2048,2048,5593408,1,"Assets/BCaT_assets/SewingRoom/bed.glb"
"Assets/_Recovery/0 (3).unity","Assets/BCaT_assets/SewingRoom/bed.glb",2048,2048,5593408,1,"Assets/BCaT_assets/SewingRoom/bed.glb"
"Assets/_Recovery/0 (3).unity","Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Textures/DefaultMaterial_AO.png",2048,2048,5593408,2,"Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Materials/Controller_Grey.mat;Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Materials/Controller_White.mat"
"Assets/_Recovery/0 (3).unity","Assets/BCAT_GLB_TextureRemediation/dishwasher/Texture_0 _00.png",2048,2048,5593408,1,"Assets/My_Custom/dishwasher.glb"
"Assets/_Recovery/0 (3).unity","Assets/BCAT_GLB_TextureRemediation/dishwasher/Texture_1 _01.png",2048,2048,5593408,1,"Assets/My_Custom/dishwasher.glb"
"Assets/_Recovery/0 (3).unity","Assets/BCaT_assets/SewingRoom/old_sewing_box.glb",2048,2048,5593408,1,"Assets/BCaT_assets/SewingRoom/old_sewing_box.glb"
"Assets/_Recovery/0 (3).unity","Assets/BCaT_assets/SewingRoom/old_sewing_box.glb",2048,2048,5593408,1,"Assets/BCaT_assets/SewingRoom/old_sewing_box.glb"
"Assets/_Recovery/0 (3).unity","Assets/My_Custom/modern_scandinavian_kitchen_island.glb",2048,2048,5593408,1,"Assets/My_Custom/modern_scandinavian_kitchen_island.glb"
"Assets/_Recovery/0 (3).unity","Assets/My_Custom/modern_scandinavian_kitchen_island.glb",2048,2048,5593408,1,"Assets/My_Custom/modern_scandinavian_kitchen_island.glb"
"Assets/_Recovery/0 (3).unity","Assets/My_Custom/modern_scandinavian_kitchen_island.glb",2048,2048,5593408,1,"Assets/My_Custom/modern_scandinavian_kitchen_island.glb"
"Assets/_Recovery/0 (3).unity","Assets/My_Custom/modern_scandinavian_kitchen_island.glb",2048,2048,5593408,1,"Assets/My_Custom/modern_scandinavian_kitchen_island.glb"
"Assets/_Recovery/0 (3).unity","Assets/My_Custom/modern_scandinavian_kitchen_island.glb",2048,2048,5593408,1,"Assets/My_Custom/modern_scandinavian_kitchen_island.glb"
"Assets/_Recovery/0 (3).unity","Assets/My_Custom/modern_scandinavian_kitchen_island.glb",2048,2048,5593408,1,"Assets/My_Custom/modern_scandinavian_kitchen_island.glb"
"Assets/_Recovery/0 (3).unity","Assets/My_Custom/modern_scandinavian_kitchen_island.glb",2048,2048,5593408,1,"Assets/My_Custom/modern_scandinavian_kitchen_island.glb"
"Assets/_Recovery/0 (3).unity","Assets/My_Custom/modern_scandinavian_kitchen_island.glb",2048,2048,5593408,1,"Assets/My_Custom/modern_scandinavian_kitchen_island.glb"
"Assets/_Recovery/0 (3).unity","Assets/My_Custom/modern_scandinavian_kitchen_island.glb",2048,2048,5593408,1,"Assets/My_Custom/modern_scandinavian_kitchen_island.glb"
"Assets/_Recovery/0 (3).unity","Assets/My_Custom/modern_scandinavian_kitchen_island.glb",2048,2048,5593408,1,"Assets/My_Custom/modern_scandinavian_kitchen_island.glb"
"Assets/_Recovery/0 (3).unity","Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_MetallicSmoothness.png",1024,1024,2797302,1,"Assets/Furniture Mega Pack/Materials/Bathroom/mat_Bathroom.mat"
"Assets/_Recovery/0 (3).unity","Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_MetallicSmoothness.png",1024,1024,2797295,1,"Assets/Furniture Mega Pack/Materials/Bed/mat_BedFrame.mat"
"Assets/_Recovery/0 (3).unity","Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_Normal.png",1024,1024,2797290,2,"Assets/Furniture Mega Pack/FBX/Bathroom/BathroomVanity01.fbx;Assets/Furniture Mega Pack/Materials/Bathroom/mat_Bathroom.mat"
"Assets/_Recovery/0 (3).unity","Assets/Furniture Mega Pack/Textures/Bed/Mattress/AtlasTexture_Mattress_DefaultMaterial_MetallicSmoothness.png",1024,1024,2797289,2,"Assets/Furniture Mega Pack/Materials/Bathroom/mat_Bathroom.mat;Assets/Furniture Mega Pack/Materials/Bed/mat_Mattress.mat"
"Assets/_Recovery/0 (3).unity","Assets/Furniture Mega Pack/Textures/Bed/Blanket/AtlasTexture_Blanket_DefaultMaterial_MetallicSmoothness.png",1024,1024,2797288,1,"Assets/Furniture Mega Pack/Materials/Bed/mat_Blanket.mat"
"Assets/_Recovery/0 (3).unity","Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_Normal.png",1024,1024,2797283,1,"Assets/Furniture Mega Pack/Materials/Bed/mat_BedFrame.mat"
"Assets/_Recovery/0 (3).unity","Assets/DevDen Arch Viz Scotland/Textures/Balcony/balconY_tacle/balcony_table_balcony_table_2_MetallicSmoothness.png",1024,1024,2797281,1,"Assets/DevDen Arch Viz Scotland/Materials/balcony/balcony_table_2.mat"
"Assets/_Recovery/0 (3).unity","Assets/Furniture Mega Pack/Textures/Cushions/Cushion01_08/Cushion01_08_mat_Cushion01_08_MetallicSmoothness.png",1024,1024,2797281,1,"Assets/Furniture Mega Pack/Materials/Cushion/mat_Cushion01_08.mat"
"Assets/_Recovery/0 (3).unity","Assets/Furniture Mega Pack/Textures/Cushions/Cushion17_24/Cushion17_24_mat_Cushion17_24_MetallicSmoothness.png",1024,1024,2797281,1,"Assets/Furniture Mega Pack/Materials/Cushion/mat_Cushion17_24.mat"
"Assets/_Recovery/0 (3).unity","Assets/Furniture Mega Pack/Textures/Bed/Mattress/AtlasTexture_Mattress_DefaultMaterial_Normal.png",1024,1024,2797277,2,"Assets/Furniture Mega Pack/Materials/Bathroom/mat_Bathroom.mat;Assets/Furniture Mega Pack/Materials/Bed/mat_Mattress.mat"
"Assets/_Recovery/0 (3).unity","Assets/Furniture Mega Pack/Textures/Bed/Blanket/AtlasTexture_Blanket_DefaultMaterial_Normal.png",1024,1024,2797276,1,"Assets/Furniture Mega Pack/Materials/Bed/mat_Blanket.mat"
"Assets/_Recovery/0 (3).unity","Assets/DevDen Arch Viz Scotland/Textures/Study Room/study_chair/CHair2_study_chairI_Leg_MetallicSmoothness.png",1024,1024,2797275,1,"Assets/DevDen Arch Viz Scotland/Materials/Study Room/study_chairI_Leg.mat"
"Assets/_Recovery/0 (3).unity","Assets/DevDen Arch Viz Scotland/Textures/Balcony/flower_pot/flower_pot_1_plant_pot_MetallicSmoothness.png",1024,1024,2797274,1,"Assets/DevDen Arch Viz Scotland/Materials/balcony/plant_pot.mat"
"Assets/_Recovery/0 (3).unity","Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bedside_table/bedside_table_bedside_MetallicSmoothness.png",1024,1024,2797273,1,"Assets/DevDen Arch Viz Scotland/Materials/Bed Room/bedroom_wood_side_table.mat"
"Assets/_Recovery/0 (3).unity","Assets/DevDen Arch Viz Scotland/Textures/Bed Room/Photo_stand/fotostand_fotostand_MetallicSmoothness.png",1024,1024,2797271,1,"Assets/DevDen Arch Viz Scotland/Materials/Bed Room/Bedroom_wood_table.mat"
"Assets/_Recovery/0 (3).unity","Assets/Furniture Mega Pack/Textures/Chairs/Chair48/Chair48_mat_Chair48_MetallicSmoothness.png",1024,1024,2797271,1,"Assets/Furniture Mega Pack/Materials/Chair/mat_Chair48.mat"
"Assets/_Recovery/0 (3).unity","Assets/DevDen Arch Viz Scotland/Textures/Balcony/flower_pot/flower_pot_1_flower_MetallicSmoothness.png",1024,1024,2797271,1,"Assets/DevDen Arch Viz Scotland/Materials/balcony/flower.mat"
"Assets/_Recovery/0 (3).unity","Assets/Furniture Mega Pack/Textures/Chairs/Chair26/Chair26_mat_Chair26_MetallicSmoothness.png",1024,1024,2797271,1,"Assets/Furniture Mega Pack/Materials/Chair/mat_Chair26.mat"
"Assets/_Recovery/0 (3).unity","Assets/Furniture Mega Pack/Textures/Chairs/Chair47/Chair47_mat_Chair47_MetallicSmoothness.png",1024,1024,2797271,1,"Assets/Furniture Mega Pack/Materials/Chair/mat_Chair47.mat"
"Assets/_Recovery/0 (3).unity","Assets/Furniture Mega Pack/Textures/Chairs/Chair37/Chair37_mat_Chair37_MetallicSmoothness.png",1024,1024,2797271,1,"Assets/Furniture Mega Pack/Materials/Chair/mat_Chair37.mat"
"Assets/_Recovery/0 (3).unity","Assets/Furniture Mega Pack/Textures/Chairs/Chair09/Chair09_mat_Chair09_MetallicSmoothness.png",1024,1024,2797271,1,"Assets/Furniture Mega Pack/Materials/Chair/mat_Chair09.mat"
"Assets/_Recovery/0 (3).unity","Assets/Furniture Mega Pack/Textures/Tables/Table38/Table38_mat_Table38_MetallicSmoothness.png",1024,1024,2797271,1,"Assets/Furniture Mega Pack/Materials/Table/mat_Table38.mat"
"Assets/_Recovery/0 (3).unity","Assets/Furniture Mega Pack/Textures/Closet/AtlasTexture_Closet_MetallicSmoothness.png",1024,1024,2797271,1,"Assets/Furniture Mega Pack/Materials/Closet/mat_Closet.mat"
"Assets/_Recovery/0 (3).unity","Assets/Furniture Mega Pack/Textures/Tables/Table06/Table06_mat_Table06_MetallicSmoothness.png",1024,1024,2797271,1,"Assets/Furniture Mega Pack/Materials/Table/mat_Table06.mat"
"Assets/_Recovery/0 (3).unity","Assets/DevDen Arch Viz Scotland/Textures/Balcony/flower_pot/flower_pot_1_wines_MetallicSmoothness.png",1024,1024,2797270,1,"Assets/DevDen Arch Viz Scotland/Materials/balcony/wines.mat"
"Assets/_Recovery/0 (3).unity","Assets/DevDen Arch Viz Scotland/Textures/Living Room/tea_table/Tea Table_teatable_MetallicSmoothness.png",1024,1024,2797270,1,"Assets/DevDen Arch Viz Scotland/Materials/Living Room/teatable.mat"
"Assets/_Recovery/0 (3).unity","Assets/DevDen Arch Viz Scotland/Textures/Common/note_pad/note_pad_note_pad_MetallicSmoothness.png",1024,1024,2797269,1,"Assets/DevDen Arch Viz Scotland/Materials/Study Room/Notepad.mat"
"Assets/_Recovery/0 (3).unity","Assets/DevDen Arch Viz Scotland/Textures/Balcony/balconY_tacle/balcony_table_balcony_table_2_Normal.png",1024,1024,2797269,1,"Assets/DevDen Arch Viz Scotland/Materials/balcony/balcony_table_2.mat"
"Assets/_Recovery/0 (3).unity","Assets/DevDen Arch Viz Scotland/Textures/Balcony/flower_pot/flower_pot_1_leaf_MetallicSmoothness.png",1024,1024,2797269,1,"Assets/DevDen Arch Viz Scotland/Materials/balcony/leaf.mat"
"Assets/_Recovery/0 (3).unity","Assets/Furniture Mega Pack/Textures/Cushions/Cushion01_08/Cushion01_08_mat_Cushion01_08_Normal.png",1024,1024,2797269,1,"Assets/Furniture Mega Pack/Materials/Cushion/mat_Cushion01_08.mat"
"Assets/_Recovery/0 (3).unity","Assets/Furniture Mega Pack/Textures/Cushions/Cushion17_24/Cushion17_24_mat_Cushion17_24_Normal.png",1024,1024,2797269,1,"Assets/Furniture Mega Pack/Materials/Cushion/mat_Cushion17_24.mat"
"Assets/_Recovery/0 (3).unity","Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Tile_Bath/SubwayTile - normal (Modified).png",1024,1024,2797232,1,"Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/bathroom_wall_mat_1.mat"
"Assets/_Recovery/0 (3).unity","Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bathroom_wall_mat_1_Metallic.png",1024,1024,2797232,1,"Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/bathroom_wall_mat_1.mat"
"Assets/_Recovery/0 (3).unity","Assets/Idyllic Italian Coast Town/Textures/M_pillartop_Normal.png",1024,1024,2797232,1,"Assets/Idyllic Italian Coast Town/Materials/M_pillartop.mat"
"Assets/_Recovery/0 (3).unity","Assets/Idyllic Italian Coast Town/Textures/M_pillartop_MaskMap.png",1024,1024,2797232,1,"Assets/Idyllic Italian Coast Town/Materials/M_pillartop.mat"
"Assets/_Recovery/0 (3).unity","Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Bathroom_Glass/glass_glass_Normal.png",1024,1024,2797232,2,"Assets/DevDen Arch Viz Scotland/Materials/Bathroom/Bathroom_glass_1.mat;Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Bathroom_glass_1.mat"
"Assets/_Recovery/0 (3).unity","Assets/Idyllic Italian Coast Town/Textures/M_wall_plaster_Normal.png",1024,1024,2797232,3,"Assets/Idyllic Italian Coast Town/Materials/M_wall_plaster.mat;Assets/Idyllic Italian Coast Town/Materials/M_wall_plaster 10.mat;Assets/Idyllic Italian Coast Town/Materials/M_wall_plaster 3.mat"
"Assets/_Recovery/0 (3).unity","Assets/Idyllic Italian Coast Town/Textures/M_attachments_stone_Normal.png",1024,1024,2797232,1,"Assets/Idyllic Italian Coast Town/Materials/M_attachments_stone.mat"
"Assets/_Recovery/0 (3).unity","Assets/Idyllic Italian Coast Town/Textures/M_attachments_stone_MaskMap.png",1024,1024,2797232,1,"Assets/Idyllic Italian Coast Town/Materials/M_attachments_stone.mat"
"Assets/_Recovery/0 (3).unity","Assets/Idyllic Italian Coast Town/Textures/M_pipes_Normal.png",1024,1024,2797232,1,"Assets/Idyllic Italian Coast Town/Materials/M_pipes.mat"
"Assets/_Recovery/0 (3).unity","Assets/Idyllic Italian Coast Town/Textures/M_pipes_MaskMap.png",1024,1024,2797232,1,"Assets/Idyllic Italian Coast Town/Materials/M_pipes.mat"
"Assets/_Recovery/0 (3).unity","Assets/Idyllic Italian Coast Town/Textures/M_rooftiles_roman_tiling_Normal.png",1024,1024,2797232,1,"Assets/Idyllic Italian Coast Town/Materials/M_rooftexture.mat"
"Assets/_Recovery/0 (3).unity","Assets/DevDen Arch Viz Scotland/Textures/Bed Room/Photo_stand/fotostand_fotostand_Normal.png",1024,1024,2797232,1,"Assets/DevDen Arch Viz Scotland/Materials/Bed Room/Bedroom_wood_table.mat"
"Assets/_Recovery/0 (3).unity","Assets/DevDen Arch Viz Scotland/Textures/Study Room/study_chair/CHair2_study_chair_seat_Normal.png",1024,1024,2797232,1,"Assets/DevDen Arch Viz Scotland/Materials/Study Room/study_chair_seat.mat"
"Assets/_Recovery/0 (3).unity","Assets/DevDen Arch Viz Scotland/Textures/Study Room/study_chair/CHair2_study_chairI_Leg_Normal.png",1024,1024,2797232,1,"Assets/DevDen Arch Viz Scotland/Materials/Study Room/study_chairI_Leg.mat"
"Assets/_Recovery/0 (3).unity","Assets/Animated Tropical Vegetation/Textures/billboards/jungle_bush_1_billboard_color.png",1024,1024,2797232,1,"Assets/Animated Tropical Vegetation/Materials/Billboards/jungle_bush_1_billboard.mat"
"Assets/_Recovery/0 (3).unity","Assets/Animated Tropical Vegetation/Textures/billboards/jungle_bush_1_billboard_normal.png",1024,1024,2797232,1,"Assets/Animated Tropical Vegetation/Materials/Billboards/jungle_bush_1_billboard.mat"
"Assets/_Recovery/0 (3).unity","Assets/Idyllic Italian Coast Town/Textures/M_doors_italian_Normal.png",1024,1024,2797232,1,"Assets/Idyllic Italian Coast Town/Materials/M_doors.mat"
"Assets/_Recovery/0 (3).unity","Assets/Idyllic Italian Coast Town/Textures/M_doors_italian_MaskMap.png",1024,1024,2797232,1,"Assets/Idyllic Italian Coast Town/Materials/M_doors.mat"
"Assets/_Recovery/0 (3).unity","Assets/Idyllic Italian Coast Town/Textures/M_flowers_base_BaseColor.png",1024,1024,2797232,1,"Assets/Idyllic Italian Coast Town/Meshes/Props/SM_flowerpot_04.fbx"
"Assets/_Recovery/0 (3).unity","Assets/DevDen Arch Viz Scotland/Textures/Common/note_pad/note_pad_note_pad_Normal.png",1024,1024,2797232,1,"Assets/DevDen Arch Viz Scotland/Materials/Study Room/Notepad.mat"
"Assets/_Recovery/0 (3).unity","Assets/Furniture Mega Pack/Textures/Chairs/Chair48/Chair48_mat_Chair48_Normal.png",1024,1024,2797232,1,"Assets/Furniture Mega Pack/Materials/Chair/mat_Chair48.mat"
"Assets/_Recovery/0 (3).unity","Assets/Idyllic Italian Coast Town/Textures/M_bricks_Normal.png",1024,1024,2797232,1,"Assets/Idyllic Italian Coast Town/Materials/M_bricks.mat"
"Assets/_Recovery/0 (3).unity","Assets/Idyllic Italian Coast Town/Textures/M_bricks_MaskMap.png",1024,1024,2797232,1,"Assets/Idyllic Italian Coast Town/Materials/M_bricks.mat"
"Assets/_Recovery/0 (3).unity","Assets/Idyllic Italian Coast Town/Textures/M_windows_italian_Normal.png",1024,1024,2797232,1,"Assets/Idyllic Italian Coast Town/Materials/M_windows.mat"
"Assets/_Recovery/0 (3).unity","Assets/Idyllic Italian Coast Town/Textures/M_windows_italian_MaskMap.png",1024,1024,2797232,1,"Assets/Idyllic Italian Coast Town/Materials/M_windows.mat"
"Assets/_Recovery/0 (3).unity","Assets/BCAT_GLB_TextureRemediation/generic_tulip_flower/Texture_2 _02.png",1024,1024,2797232,1,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/generic_tulip_flower.glb"
"Assets/_Recovery/0 (3).unity","Assets/BCaT_assets/BTMMP_Workstation_Assembly/generic_tulip_flower.glb",1024,1024,2797232,1,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/generic_tulip_flower.glb"
"Assets/_Recovery/0 (3).unity","Assets/Animated Tropical Vegetation/Textures/billboards/jungle_bush_3_billboard_color.png",1024,1024,2797232,1,"Assets/Animated Tropical Vegetation/Materials/Billboards/jungle_bush_3_billboard.mat"
"Assets/_Recovery/0 (3).unity","Assets/Animated Tropical Vegetation/Textures/billboards/jungle_bush_3_billboard_normal.png",1024,1024,2797232,1,"Assets/Animated Tropical Vegetation/Materials/Billboards/jungle_bush_3_billboard.mat"
"Assets/_Recovery/0 (3).unity","Assets/DevDen Arch Viz Scotland/Textures/Common/Interior_props/CommonPlastic01_NM.png",1024,1024,2797232,1,"Assets/DevDen Arch Viz Scotland/Materials/Study Room/LightPlastic02.mat"
"Assets/_Recovery/0 (3).unity","Assets/SubstanceAssets/LittleGamesPack/Textures/GamePieces/GamePieces_Normal_OpenGL.png",1024,1024,2797232,1,"Assets/SubstanceAssets/LittleGamesPack/Materials/GamePieces.mat"
"Assets/_Recovery/0 (3).unity","Assets/DevDen Arch Viz Scotland/Textures/Study Room/shelf/shelf_shelf1_Normal.png",1024,1024,2797232,1,"Assets/DevDen Arch Viz Scotland/Materials/Study Room/shelf1.mat"
"Assets/_Recovery/0 (3).unity","Assets/DevDen Arch Viz Scotland/Textures/Study Room/shelf/shelf_shelf1_MetallicSmoothness.png",1024,1024,2797232,1,"Assets/DevDen Arch Viz Scotland/Materials/Study Room/shelf1.mat"
"Assets/_Recovery/0 (3).unity","Assets/DevDen Arch Viz Scotland/Textures/Balcony/flower_pot/flower_pot_1_flower_Normal.png",1024,1024,2797232,1,"Assets/DevDen Arch Viz Scotland/Materials/balcony/flower.mat"
"Assets/_Recovery/0 (3).unity","Assets/DevDen Arch Viz Scotland/Textures/Balcony/flower_pot/flower_pot_1_wines_Normal.png",1024,1024,2797232,1,"Assets/DevDen Arch Viz Scotland/Materials/balcony/wines.mat"
"Assets/_Recovery/0 (3).unity","Assets/DevDen Arch Viz Scotland/Textures/Balcony/flower_pot/flower_pot_1_leaf_Normal.png",1024,1024,2797232,1,"Assets/DevDen Arch Viz Scotland/Materials/balcony/leaf.mat"
"Assets/_Recovery/0 (3).unity","Assets/DevDen Arch Viz Scotland/Textures/Balcony/flower_pot/flower_pot_1_plant_pot_Normal.png",1024,1024,2797232,1,"Assets/DevDen Arch Viz Scotland/Materials/balcony/plant_pot.mat"
"Assets/_Recovery/0 (3).unity","Assets/Furniture Mega Pack/Textures/Chairs/Chair26/Chair26_mat_Chair26_Normal.png",1024,1024,2797232,1,"Assets/Furniture Mega Pack/Materials/Chair/mat_Chair26.mat"
"Assets/_Recovery/0 (3).unity","Assets/Furniture Mega Pack/Textures/Chairs/Chair47/Chair47_mat_Chair47_Normal.png",1024,1024,2797232,1,"Assets/Furniture Mega Pack/Materials/Chair/mat_Chair47.mat"
"Assets/_Recovery/0 (3).unity","Assets/DevDen Arch Viz Scotland/Textures/Study Room/imac/Imac_imac_Normal.png",1024,1024,2797232,1,"Assets/DevDen Arch Viz Scotland/Materials/Study Room/imac.mat"
"Assets/_Recovery/0 (3).unity","Assets/DevDen Arch Viz Scotland/Textures/Study Room/imac/Imac_imac_MetallicSmoothness.png",1024,1024,2797232,1,"Assets/DevDen Arch Viz Scotland/Materials/Study Room/imac.mat"
"Assets/_Recovery/0 (3).unity","Assets/DevDen Arch Viz Scotland/Textures/Living Room/TV_Shelf/TV_Shelf_DefaultMaterial_Normal.png",1024,1024,2797232,1,"Assets/DevDen Arch Viz Scotland/Materials/Living Room/TV_Shelf.mat"
"Assets/_Recovery/0 (3).unity","Assets/BCaT_assets/LindaLeaks/Models/LL_AntiqueCamera.glb",1024,1024,2797232,1,"Assets/BCaT_assets/LindaLeaks/Models/LL_AntiqueCamera.glb"
"Assets/_Recovery/0 (3).unity","Assets/Furniture Mega Pack/Textures/Chairs/Chair37/Chair37_mat_Chair37_Normal.png",1024,1024,2797232,1,"Assets/Furniture Mega Pack/Materials/Chair/mat_Chair37.mat"
"Assets/_Recovery/0 (3).unity","Assets/Idyllic Italian Coast Town/Textures/M_chairs_Normal.png",1024,1024,2797232,1,"Assets/Idyllic Italian Coast Town/Materials/M_chairs.mat"
"Assets/_Recovery/0 (3).unity","Assets/Idyllic Italian Coast Town/Textures/M_chairs_MaskMap.png",1024,1024,2797232,1,"Assets/Idyllic Italian Coast Town/Materials/M_chairs.mat"
