prefab,pathObject,rendererCount,totalVertices,totalTriangles,materialSlots,meshColliderCount,meshColliderTriangles,lodGroupCount,shadowCasters,architectureCandidate
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetCCorner02.prefab","CabinetCCorner02",1,44,28,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetD01.prefab","CabinetD01",2,640,450,2,0,0,0,2,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetD02.prefab","CabinetD02",2,640,450,2,0,0,0,2,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetD03.prefab","CabinetD03",4,484,322,4,0,0,0,4,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetD04.prefab","CabinetD04",3,872,582,3,0,0,0,3,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetD05.prefab","CabinetD05",2,658,432,2,0,0,0,2,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetD06.prefab","CabinetD06",2,658,432,2,0,0,0,2,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetD07.prefab","CabinetD07",1,144,108,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetD_Sink.prefab","CabinetD_Sink",3,1366,1028,3,0,0,0,3,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetDCorner01.prefab","CabinetDCorner01",1,82,50,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetDCorner02.prefab","CabinetDCorner02",1,44,28,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetE01.prefab","CabinetE01",2,640,450,2,0,0,0,2,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetE02.prefab","CabinetE02",2,640,450,2,0,0,0,2,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetE03.prefab","CabinetE03",4,484,322,4,0,0,0,4,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetE04.prefab","CabinetE04",3,872,582,3,0,0,0,3,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetE05.prefab","CabinetE05",2,658,432,2,0,0,0,2,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetE06.prefab","CabinetE06",2,658,432,2,0,0,0,2,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetE07.prefab","CabinetE07",1,144,108,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetE_Sink.prefab","CabinetE_Sink",3,1366,1028,3,0,0,0,3,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetECorner01.prefab","CabinetECorner01",1,82,50,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetECorner02.prefab","CabinetECorner02",1,44,28,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetF01.prefab","CabinetF01",2,752,554,2,0,0,0,2,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetF02.prefab","CabinetF02",2,752,554,2,0,0,0,2,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetF03.prefab","CabinetF03",4,928,754,4,0,0,0,4,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetF04.prefab","CabinetF04",3,1132,830,3,0,0,0,3,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetF05.prefab","CabinetF05",2,770,536,2,0,0,0,2,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetF06.prefab","CabinetF06",2,770,536,2,0,0,0,2,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetF07.prefab","CabinetF07",1,144,108,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetF_Sink.prefab","CabinetF_Sink",3,1590,1236,3,0,0,0,3,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetFCorner01.prefab","CabinetFCorner01",1,82,50,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetFCorner02.prefab","CabinetFCorner02",1,44,28,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetG01.prefab","CabinetG01",2,678,466,2,0,0,0,2,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetG02.prefab","CabinetG02",2,678,466,2,0,0,0,2,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetG03.prefab","CabinetG03",4,580,406,4,0,0,0,4,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetG04.prefab","CabinetG04",3,932,630,3,0,0,0,3,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetG05.prefab","CabinetG05",2,680,448,2,0,0,0,2,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetG06.prefab","CabinetG06",2,680,448,2,0,0,0,2,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetG07.prefab","CabinetG07",1,144,108,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetG_Sink.prefab","CabinetG_Sink",3,1442,1060,3,0,0,0,3,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetGCorner01.prefab","CabinetGCorner01",1,82,50,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/CabinetGCorner02.prefab","CabinetGCorner02",1,44,28,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/GasStove01.prefab","GasStove01",3,2986,2896,3,0,0,0,3,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/GasStove02.prefab","GasStove02",3,2328,2076,3,0,0,0,3,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/GasStove03.prefab","GasStove03",3,3704,2980,3,0,0,0,3,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/GasStove04.prefab","GasStove04",2,1976,1596,2,0,0,0,2,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/GasStove05.prefab","GasStove05",3,4580,3900,3,0,0,0,3,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/GasStove06.prefab","GasStove06",2,2308,1948,2,0,0,0,2,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/GasStove07.prefab","GasStove07",5,7065,5764,5,0,0,0,5,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/KitchenExhaust01.prefab","KitchenExhaust01",1,76,44,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/KitchenExhaust02.prefab","KitchenExhaust02",1,118,92,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/KitchenExhaust03.prefab","KitchenExhaust03",1,228,200,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/KitchenExhaust04.prefab","KitchenExhaust04",1,128,100,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/KitchenExhaust05.prefab","KitchenExhaust05",1,90,68,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/KitchenExhaust06.prefab","KitchenExhaust06",1,198,168,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/KitchenExhaust07.prefab","KitchenExhaust07",1,72,44,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/KitchenOven01.prefab","KitchenOven01",6,1376,1336,6,0,0,0,6,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/KitchenOven02.prefab","KitchenOven02",6,1514,1524,6,0,0,0,6,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/KitchenOven03.prefab","KitchenOven03",7,4454,5224,7,0,0,0,7,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/KitchenOven04.prefab","KitchenOven04",7,4740,4628,7,0,0,0,7,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/KitchenOven05.prefab","KitchenOven05",4,1794,1696,4,0,0,0,4,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/KitchenOven06.prefab","KitchenOven06",4,1968,1792,4,0,0,0,4,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/KitchenOven07.prefab","KitchenOven07",4,2463,1784,4,0,0,0,4,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/MicrowaveOven01.prefab","MicrowaveOven01",6,1915,1692,6,0,0,0,6,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/MicrowaveOven02.prefab","MicrowaveOven02",6,3175,3152,6,0,0,0,6,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/MicrowaveOven03.prefab","MicrowaveOven03",5,4498,3398,5,0,0,0,5,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/MicrowaveOven04.prefab","MicrowaveOven04",6,2658,2544,6,0,0,0,6,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/MicrowaveOven05.prefab","MicrowaveOven05",6,2973,2820,6,0,0,0,6,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/MicrowaveOven06.prefab","MicrowaveOven06",5,2317,1792,5,0,0,0,5,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/MicrowaveOven07.prefab","MicrowaveOven07",4,2353,1830,4,0,0,0,4,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/Refrigerator01.prefab","Refrigerator01",3,1542,1490,3,0,0,0,3,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/Refrigerator02.prefab","Refrigerator02",3,1731,1632,3,0,0,0,3,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/Refrigerator03.prefab","Refrigerator03",7,4026,3260,7,0,0,0,7,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/Refrigerator04.prefab","Refrigerator04",5,3669,3010,5,0,0,0,5,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/Refrigerator05.prefab","Refrigerator05",3,3772,3118,3,0,0,0,3,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/Refrigerator06.prefab","Refrigerator06",5,4719,4082,5,0,0,0,5,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/Refrigerator07.prefab","Refrigerator07",3,1545,1438,3,0,0,0,3,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/Sink01.prefab","Sink01",4,3060,3400,4,0,0,0,4,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/Sink02.prefab","Sink02",4,2716,2966,4,0,0,0,4,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/Sink03.prefab","Sink03",4,1794,1938,4,0,0,0,4,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/Sink04.prefab","Sink04",5,3928,4178,5,0,0,0,5,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/Sink05.prefab","Sink05",5,4413,4594,5,0,0,0,5,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/Sink06.prefab","Sink06",6,3334,3532,6,0,0,0,6,False
"Assets/Furniture Mega Pack/Prefabs/Kitchen/Sink07.prefab","Sink07",4,3023,3738,4,0,0,0,4,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa01.prefab","Sofa01",1,27892,49568,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa02.prefab","Sofa02",1,13179,22912,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa03.prefab","Sofa03",1,10505,18088,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa04.prefab","Sofa04",1,4305,7200,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa05.prefab","Sofa05",1,2065,3488,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa06.prefab","Sofa06",1,5698,9592,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa07.prefab","Sofa07",1,3577,5944,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa08.prefab","Sofa08",1,8031,13528,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa09.prefab","Sofa09",1,5432,9032,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa10.prefab","Sofa10",1,1684,2696,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa11.prefab","Sofa11",1,148739,289704,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa12.prefab","Sofa12",1,75607,148280,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa13.prefab","Sofa13",1,29285,56216,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa14.prefab","Sofa14",1,33020,63768,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa15.prefab","Sofa15",1,23534,44328,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa16.prefab","Sofa16",1,12918,21176,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa17.prefab","Sofa17",1,12355,20744,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa18.prefab","Sofa18",1,7100,11976,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa19.prefab","Sofa19",1,8982,14696,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa20.prefab","Sofa20",1,6420,10312,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa21.prefab","Sofa21",1,3397,5732,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa22.prefab","Sofa22",1,4039,6904,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa23.prefab","Sofa23",1,10527,17012,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa24.prefab","Sofa24",1,15397,26172,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa25.prefab","Sofa25",1,29734,54824,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa26.prefab","Sofa26",1,3744,6040,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa27.prefab","Sofa27",1,4734,8112,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa28.prefab","Sofa28",1,3228,5648,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa29.prefab","Sofa29",1,2879,5000,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa30.prefab","Sofa30",1,1844,3080,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa31.prefab","Sofa31",1,7683,12776,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa32.prefab","Sofa32",1,5185,8456,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa33.prefab","Sofa33",1,10123,16936,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa34.prefab","Sofa34",1,14572,26768,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa35.prefab","Sofa35",1,26380,48968,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa36.prefab","Sofa36",1,5738,9592,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa37.prefab","Sofa37",1,3586,5944,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa38.prefab","Sofa38",1,2502,4032,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa39.prefab","Sofa39",1,2152,3456,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa40.prefab","Sofa40",1,3196,5168,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa41.prefab","Sofa41",1,1164,1888,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa42.prefab","Sofa42",1,2502,4032,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa43.prefab","Sofa43",1,2502,4032,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa44.prefab","Sofa44",1,2502,4032,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa45.prefab","Sofa45",1,4915,8072,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa46.prefab","Sofa46",1,2848,4584,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa47.prefab","Sofa47",1,4915,8072,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa48.prefab","Sofa48",1,1500,2360,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa49.prefab","Sofa49",1,3992,6534,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa50.prefab","Sofa50",1,6982,11560,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table01.prefab","Table01",1,152,76,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table02.prefab","Table02",1,152,76,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table03.prefab","Table03",1,200,100,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table04.prefab","Table04",1,812,1188,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table05.prefab","Table05",1,120,60,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table06.prefab","Table06",1,168,128,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table07.prefab","Table07",1,208,144,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table08.prefab","Table08",1,336,264,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table09.prefab","Table09",1,256,200,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table10.prefab","Table10",1,264,192,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table11.prefab","Table11",1,3976,6780,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table12.prefab","Table12",1,3576,6212,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table13.prefab","Table13",1,3924,6588,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table14.prefab","Table14",1,4964,8508,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table15.prefab","Table15",1,2208,3420,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table16.prefab","Table16",1,5236,9204,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table17.prefab","Table17",1,7668,14332,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table18.prefab","Table18",1,2352,4108,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table19.prefab","Table19",1,4084,7092,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table20.prefab","Table20",1,1904,3060,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table21.prefab","Table21",1,658,860,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table22.prefab","Table22",1,650,922,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table23.prefab","Table23",1,648,828,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table24.prefab","Table24",1,4370,6990,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table25.prefab","Table25",1,4029,6414,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table26.prefab","Table26",1,848,992,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table27.prefab","Table27",1,680,864,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table28.prefab","Table28",1,600,804,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table29.prefab","Table29",1,1960,3130,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table30.prefab","Table30",1,1074,1560,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table31.prefab","Table31",1,240,184,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table32.prefab","Table32",1,1142,1688,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table33.prefab","Table33",1,128,64,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table34.prefab","Table34",1,134,92,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table35.prefab","Table35",1,1130,1432,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table36.prefab","Table36",1,2537,4072,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table37.prefab","Table37",1,228,162,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table38.prefab","Table38",1,2836,4672,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table39.prefab","Table39",1,3600,5088,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table40.prefab","Table40",1,1900,2676,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table41.prefab","Table41",1,2145,3176,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table42.prefab","Table42",1,1914,2664,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table43.prefab","Table43",1,1630,2132,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table44.prefab","Table44",1,1197,1818,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table45.prefab","Table45",1,5842,8864,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table46.prefab","Table46",1,13002,11056,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table47.prefab","Table47",1,2040,3324,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table48.prefab","Table48",1,1025,1176,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table49.prefab","Table49",1,1186,1392,1,0,0,0,1,False
"Assets/Furniture Mega Pack/Prefabs/Tables/Table50.prefab","Table50",1,12030,20280,1,0,0,0,1,False
"Assets/Idyllic Italian Coast Town/Prefabs/Modular Pieces/SM_building_modular_floor_2x1_03.prefab","SM_building_modular_floor_2x1_03",1,1410,858,2,1,858,0,1,True
"Assets/Idyllic Italian Coast Town/Prefabs/Modular Pieces/SM_building_modular_roof_2x1_01.prefab","SM_building_modular_roof_2x1_01",1,6770,5110,4,1,5110,0,1,True
"Assets/Idyllic Italian Coast Town/Prefabs/Modular Pieces/SM_fence_rounded.prefab","SM_fence_rounded",1,3600,3300,1,1,3300,0,1,True
"Assets/Idyllic Italian Coast Town/Prefabs/Modular Pieces/SM_street_01.prefab","SM_street_01",1,4612,1730,2,1,1730,0,1,True
"Assets/Idyllic Italian Coast Town/Prefabs/Modular Pieces/SM_wall_base (1).prefab","SM_wall_base (1)",1,216,300,1,1,300,0,1,True
"Assets/Idyllic Italian Coast Town/Prefabs/Modular Pieces/SM_wall_base.prefab","SM_wall_base",1,216,300,1,1,300,0,1,True
"Assets/Idyllic Italian Coast Town/Prefabs/Modular Pieces/SM_wall_pillar (1).prefab","SM_wall_pillar (1)",1,756,946,2,1,946,0,1,True
"Assets/Idyllic Italian Coast Town/Prefabs/Props/SM_boat_pylon.prefab","SM_boat_pylon",1,1331,1260,1,1,1260,0,1,True
"Assets/Idyllic Italian Coast Town/Prefabs/Props/SM_chair_02.prefab","SM_chair_02",1,1057,1100,1,1,1100,0,1,True
"Assets/Idyllic Italian Coast Town/Prefabs/Props/SM_fence_02.prefab","SM_fence_02",1,576,516,1,1,516,0,1,True
"Assets/Idyllic Italian Coast Town/Prefabs/Props/SM_fence_03.prefab","SM_fence_03",1,3160,3400,1,1,3400,0,1,True
"Assets/Idyllic Italian Coast Town/Prefabs/Props/SM_table_cafe_square.prefab","SM_table_cafe_square",1,168,116,1,1,116,0,1,True
"Assets/LowPolyLivingRoomPack/Prefabs/Lamp_Tall.prefab","Lamp_Tall",1,343,178,1,0,0,0,1,True
"Assets/LowPolyLivingRoomPack/Prefabs/Stereo_Speaker.prefab","Stereo_Speaker",1,313,184,1,0,0,0,1,True
"Assets/My_Custom/Door_Side.prefab","Door_Side",1,294,162,1,1,162,0,1,True
"Assets/My_Custom/Patio_Window_Shutter.prefab","Patio_Window_Shutter",1,420,210,2,1,210,0,1,True
"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab","Env_GrassPlant_05",1,204,264,1,1,264,0,1,False
"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_Well_01.prefab","Env_Well_01",1,3072,1408,1,1,1408,0,1,False
"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Prop_Bucket_04.prefab","Prop_Bucket_04",1,770,408,1,1,408,0,1,False
"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Prop_WateringCan_02.prefab","Prop_WateringCan_02",1,436,368,1,1,368,0,1,False
"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Prop_WoodenCrates_04.prefab","Prop_WoodenCrates_04",1,312,156,1,1,156,0,1,False
"Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/DemoSceneAssets/Prefabs/Gaze Interactables.prefab","Gaze Interactables",4,1142,1628,4,1,80,0,4,False
"Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/DemoSceneAssets/Prefabs/Interactables/Cube.prefab","Cube",1,24,12,1,0,0,0,1,False
"Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Prefabs/Affordances/PokePointerAffordance.prefab","PokePointerAffordance",0,0,0,0,0,0,0,0,False
"Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Prefabs/Controllers/XR Controller Left.prefab","XR Controller Left",9,4763,6928,9,0,0,0,9,False
"Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Prefabs/Controllers/XR Controller Right.prefab","XR Controller Right",9,4763,6928,9,0,0,0,9,False
"Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Prefabs/Interactors/Direct Interactor.prefab","Direct Interactor",0,0,0,0,0,0,0,0,False
"Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Prefabs/Interactors/Gaze Interactor.prefab","Gaze Interactor",0,0,0,0,0,0,0,0,False
"Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Prefabs/Interactors/Left_NearFarInteractor.prefab","Left_NearFarInteractor",1,0,0,1,0,0,0,0,False
"Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Prefabs/Interactors/Poke Interactor.prefab","Poke Interactor",1,546,1088,1,0,0,0,1,False
