path,shader,renderQueue,enableInstancing,mainTexture
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer03.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer04.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer05.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer06.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer07.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer08.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer09.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer10.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer11.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer12.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer13.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer14.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer15.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer16.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer17.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer18.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer19.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer20.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer21.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer22.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer23.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer24.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer25.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer26.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer27.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer28.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer29.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer30.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer31.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer32.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer33.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer34.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer35.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer36.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer37.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer38.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer39.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer40.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer41.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer42.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer43.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer44.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer45.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer46.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer47.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer48.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer49.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Drawer/Drawer50.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Kitchen/CabinetAset.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Kitchen/CabinetBset.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Kitchen/CabinetCset.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Kitchen/CabinetDset.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Kitchen/CabinetEset.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Kitchen/CabinetFset.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Kitchen/CabinetGset.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Kitchen/GasStove01.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Kitchen/GasStove02.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Kitchen/GasStove03.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Kitchen/GasStove04.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Kitchen/GasStove05.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Kitchen/GasStove06.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Kitchen/GasStove07.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Kitchen/KitchenExhaust01.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Kitchen/KitchenExhaust02.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Kitchen/KitchenExhaust03.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Kitchen/KitchenExhaust04.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Kitchen/KitchenExhaust05.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Kitchen/KitchenExhaust06.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Kitchen/KitchenExhaust07.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Kitchen/KitchenOven01.fbx","Universal Render Pipeline/Lit",3000,False,""
"Assets/Furniture Mega Pack/FBX/Kitchen/KitchenOven02.fbx","Universal Render Pipeline/Lit",3000,False,""
"Assets/Furniture Mega Pack/FBX/Kitchen/KitchenOven03.fbx","Universal Render Pipeline/Lit",3000,False,""
"Assets/Furniture Mega Pack/FBX/Kitchen/KitchenOven04.fbx","Universal Render Pipeline/Lit",3000,False,""
"Assets/Furniture Mega Pack/FBX/Kitchen/KitchenOven05.fbx","Universal Render Pipeline/Lit",3000,False,""
"Assets/Furniture Mega Pack/FBX/Kitchen/KitchenOven06.fbx","Universal Render Pipeline/Lit",3000,False,""
"Assets/Furniture Mega Pack/FBX/Kitchen/KitchenOven07.fbx","Universal Render Pipeline/Lit",3000,False,""
"Assets/Furniture Mega Pack/FBX/Kitchen/MicrowaveOven01.fbx","Universal Render Pipeline/Lit",3000,False,""
"Assets/Furniture Mega Pack/FBX/Kitchen/MicrowaveOven02.fbx","Universal Render Pipeline/Lit",3000,False,""
"Assets/Furniture Mega Pack/FBX/Kitchen/MicrowaveOven03.fbx","Universal Render Pipeline/Lit",3000,False,""
"Assets/Furniture Mega Pack/FBX/Kitchen/MicrowaveOven04.fbx","Universal Render Pipeline/Lit",3000,False,""
"Assets/Furniture Mega Pack/FBX/Kitchen/MicrowaveOven05.fbx","Universal Render Pipeline/Lit",3000,False,""
"Assets/Furniture Mega Pack/FBX/Kitchen/MicrowaveOven06.fbx","Universal Render Pipeline/Lit",3000,False,""
"Assets/Furniture Mega Pack/FBX/Kitchen/MicrowaveOven07.fbx","Universal Render Pipeline/Lit",3000,False,""
"Assets/Furniture Mega Pack/FBX/Kitchen/Refrigerator01.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Kitchen/Refrigerator02.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Kitchen/Refrigerator03.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Kitchen/Refrigerator04.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Kitchen/Refrigerator05.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Kitchen/Refrigerator06.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Kitchen/Refrigerator07.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Kitchen/Sink01.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Kitchen/Sink02.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Kitchen/Sink03.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Kitchen/Sink04.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Kitchen/Sink05.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Kitchen/Sink06.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Kitchen/Sink07.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Kitchen/AtlasTexture_KitchenCollection_Atlastexture_KitchenCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Sofa/SectionalSofaFabric.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/SectionalSofaLeather.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa01.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa02.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa03.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa04.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa05.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa06.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa07.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa08.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa09.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa10.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa11.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa12.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa13.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa14.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa15.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa16.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa17.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa18.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa19.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa20.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa21.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa22.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa23.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa24.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa25.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa26.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa27.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa28.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa29.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa30.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa31.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa32.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa33.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa34.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa35.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa36.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Sofa/Sofa37.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Table/Table01.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Table/Table02.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Table/Table03.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Table/Table04.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Table/Table05.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Table/Table06.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Table/Table07.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Table/Table08.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Table/Table09.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Table/Table10.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Table/Table11.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Table/Table12.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Table/Table13.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Table/Table14.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Table/Table15.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Table/Table16.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Table/Table17.fbx","Universal Render Pipeline/Lit",2000,False,""
