path,shader,renderQueue,enableInstancing,mainTexture
"Assets/DevDen Arch Viz Scotland/Materials/Study Room/LightBulb02On.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Study Room/Table_Lamp/LightBulb02.png"
"Assets/DevDen Arch Viz Scotland/Materials/Study Room/LightChrome01.mat","Universal Render Pipeline/Lit",2000,True,""
"Assets/DevDen Arch Viz Scotland/Materials/Study Room/LightPlastic02.mat","Universal Render Pipeline/Lit",2000,False,"Assets/DevDen Arch Viz Scotland/Textures/Common/Interior_props/LightPlastic02.png"
"Assets/DevDen Arch Viz Scotland/Materials/Study Room/Notepad.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Common/note_pad/note_pad_note_pad_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Study Room/PictureBorder01.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/DevDen Arch Viz Scotland/Materials/Study Room/PictureImage03.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Common/Interior_props/StudyRoom_BG1.png"
"Assets/DevDen Arch Viz Scotland/Materials/Study Room/shelf1.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Study Room/shelf/shelf_shelf1_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Study Room/study_chair_seat.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Study Room/study_chair/CHair2_study_chair_seat_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Study Room/study_chairI_Leg.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Study Room/study_chair/CHair2_study_chairI_Leg_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Study Room/studyroom_floor3.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_studyroom_floor3_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Study Room/studyroom_wall3.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_studyroom_wall3_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Materials/Study Room/table1.mat","Universal Render Pipeline/Lit",2000,True,"Assets/DevDen Arch Viz Scotland/Textures/Study Room/table/Study Table_AlbedoTransparency.png"
"Assets/DevDen Arch Viz Scotland/Models/Balcony/Materials/balcony_chair1.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/DevDen Arch Viz Scotland/Models/Bathroom/Materials/CommonPlastic01.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/DevDen Arch Viz Scotland/Models/Bathroom/Materials/LightPlastic01.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/DevDen Arch Viz Scotland/Models/Bathroom/Materials/Mirror01.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/DevDen Arch Viz Scotland/Models/Bed Room/Materials/CommonCeramic01.mat","Universal Render Pipeline/Lit",2000,False,"Assets/DevDen Arch Viz Scotland/Textures/Common/Interior_props/CommonCeramic01.png"
"Assets/DevDen Arch Viz Scotland/Models/Common/Materials/magazine1.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/DevDen Arch Viz Scotland/Models/Common/Materials/No Name.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/DevDen Arch Viz Scotland/Models/Common/notepad.obj","Universal Render Pipeline/Lit",2000,False,""
"Assets/DevDen Arch Viz Scotland/Models/Dining Room/Cutlery.obj","Universal Render Pipeline/Lit",2000,False,""
"Assets/DevDen Arch Viz Scotland/Models/Environment/archviz.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/DevDen Arch Viz Scotland/Models/Kitchen Room/Materials/Chopboard_mat.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/DevDen Arch Viz Scotland/Models/Kitchen Room/Materials/drainer.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/DevDen Arch Viz Scotland/Models/Kitchen Room/Materials/Knife_Holder_mat.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/DevDen Arch Viz Scotland/Models/Kitchen Room/Materials/knives.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/DevDen Arch Viz Scotland/Models/Kitchen Room/Materials/Mug_Holder_mat.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/DevDen Arch Viz Scotland/Models/Kitchen Room/Materials/No Name.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/DevDen Arch Viz Scotland/Models/Kitchen Room/TOASTER.obj","Universal Render Pipeline/Lit",2000,False,""
"Assets/DevDen Arch Viz Scotland/Models/Living Room/Materials/Remote.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/DevDen Arch Viz Scotland/Models/Living Room/window.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/DevDen Arch Viz Scotland/Models/Study Room/books.FBX","Universal Render Pipeline/Lit",2000,False,""
"Assets/DevDen Arch Viz Scotland/Models/Study Room/Imac.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/DevDen Arch Viz Scotland/Models/Study Room/Materials/defaultMat.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/DevDen Arch Viz Scotland/Models/Study Room/Materials/LightBulb02.mat","Universal Render Pipeline/Lit",2000,False,"Assets/DevDen Arch Viz Scotland/Textures/Study Room/Table_Lamp/LightBulb02.png"
"Assets/DevDen Arch Viz Scotland/Models/Study Room/Materials/LightChrome01.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/DevDen Arch Viz Scotland/Models/Study Room/Materials/LightPlastic02.mat","Universal Render Pipeline/Lit",2000,False,"Assets/DevDen Arch Viz Scotland/Textures/Common/Interior_props/LightPlastic02.png"
"Assets/DevDen Arch Viz Scotland/Models/Study Room/Materials/PictureBorder01.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/DevDen Arch Viz Scotland/Models/Study Room/Materials/PictureImage01.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/DevDen Arch Viz Scotland/Models/Study Room/table.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/DEMOAtlas_Flowerpack.png"
"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Dandelion_Small.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/DEMOAtlas_Flowerpack.png"
"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Hyacinth_PastellBlue_Big.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/DEMOAtlas_Flowerpack.png"
"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Rose_Black_Open.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/DEMOAtlas_Flowerpack.png"
"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Rose_Red_Open.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/DEMOAtlas_Flowerpack.png"
"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/M_DEMOAtlas_LowPolyFlowers.mat","Universal Render Pipeline/Lit",2450,False,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/DEMOAtlas_Flowerpack.png"
"Assets/Food Pack-Demo/Materials/Base color.mat","Universal Render Pipeline/Lit",2000,False,"Assets/Food Pack-Demo/Texture/Texture.png"
"Assets/Food Pack-Demo/Materials/Glass.mat","Universal Render Pipeline/Lit",3000,False,""
"Assets/Food Pack-Demo/Materials/Ground.mat","Universal Render Pipeline/Lit",2000,False,""
"Assets/Food Pack-Demo/Mesh Collider/Salmon plastic tray.fbx","Universal Render Pipeline/Lit",2000,False,""
"Assets/Furniture Mega Pack/FBX/Bathroom/BathroomVanity01.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/BathroomVanity02.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/BathroomVanity03.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/BathroomVanity04.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/BathroomVanity05.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/BathroomVanity06.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/BathroomVanity07.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/BathTub01.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/BathTub02.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/BathTub03.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/BathTub04.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/BathTub05.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/BathTub06.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/BathTub07.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/ShowerSystem01.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/ShowerSystem02.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/ShowerSystem03.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/ShowerSystem04.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/ShowerSystem05.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/ShowerSystem06.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/ShowerSystem07.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/TissueHanger01.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/TissueHanger02.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/TissueHanger03.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/TissueHanger04.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/TissueHanger05.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/TissueHanger06.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/TissueHanger07.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/Toilet01.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/Toilet02.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/Toilet03.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/Toilet04.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/Toilet05.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/Toilet06.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/Toilet07.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/TowelHanger01.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/TowelHanger02.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/TowelHanger03.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/TowelHanger04.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/TowelHanger05.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/TowelHanger06.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/TowelHanger07.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/WashBasin01.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/WashBasin02.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/WashBasin03.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/WashBasin04.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/WashBasin05.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/WashBasin06.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bathroom/WashBasin07.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bed/Bed01.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bed/Bed02.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bed/Bed03.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bed/Bed04.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bed/Bed05.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bed/Bed06.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bed/Bed07.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bed/Bed08.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bed/Bed09.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bed/Bed10.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bed/Bed11.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bed/Bed12.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bed/Bed13.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bed/Bed14.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bed/Bed15.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bed/Bed16.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bed/Bed17.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bed/Bed18.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bed/Bed19.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bed/Bed20.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bed/Bed21.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bed/Bed22.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bed/Bed23.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bed/Bed24.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bed/Bed25.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bed/Bed26.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bed/Bed27.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bed/Bed28.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bed/Bed29.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bed/Bed30.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_AlbedoTransparency.png"
"Assets/Furniture Mega Pack/FBX/Bed/Bed31.fbx","Universal Render Pipeline/Lit",2000,False,"Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_AlbedoTransparency.png"
