scene,hierarchy,objectName,active,rendererEnabled,rendererType,sourceAsset,prefabAsset,meshName,vertices,triangles,subMeshes,materialCount,uniqueMaterialCount,castsShadows,receiveShadows,staticFlags,lightmapStatic,occluderStatic,occludeeStatic,hasMeshCollider,meshColliderConvex,meshColliderTriangles,hasLODGroup,nearestLODGroup,layer,tag,boundsSize,architectureCandidate,replacementCandidate,replacementCategory,estimatedPerformanceValue,visualRisk
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Daisy_Single (368)","SM_Daisy_Single (368)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.684, 0.925, 0.770)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Daisy_Single (258)","SM_Daisy_Single (258)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.566, 0.898, 0.728)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Daisy_Single (304)","SM_Daisy_Single (304)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.684, 0.925, 0.770)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Daisy_Single (145)","SM_Daisy_Single (145)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.684, 0.925, 0.770)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Daisy_Single (150)","SM_Daisy_Single (150)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.817, 0.925, 0.634)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Daisy_Single (248)","SM_Daisy_Single (248)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.770, 0.925, 0.684)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Daisy_Single (73)","SM_Daisy_Single (73)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.543, 0.925, 0.642)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Daisy_Single (344)","SM_Daisy_Single (344)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.744, 0.925, 0.616)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Daisy_Single (082)","SM_Daisy_Single (082)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.817, 0.925, 0.634)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Daisy_Single (299)","SM_Daisy_Single (299)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.770, 0.925, 0.684)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Daisy_Single (290)","SM_Daisy_Single (290)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.586, 0.788, 0.513)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Daisy_Single (190)","SM_Daisy_Single (190)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.586, 0.788, 0.513)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Daisy_Single (407)","SM_Daisy_Single (407)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.566, 0.898, 0.728)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Daisy_Single (264)","SM_Daisy_Single (264)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.566, 0.898, 0.728)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Daisy_Single (195)","SM_Daisy_Single (195)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.566, 0.898, 0.728)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Daisy_Single (113)","SM_Daisy_Single (113)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.586, 0.788, 0.513)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Daisy_Single (186)","SM_Daisy_Single (186)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.744, 0.925, 0.616)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Daisy_Single (083)","SM_Daisy_Single (083)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.543, 0.925, 0.642)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Daisy_Single (370)","SM_Daisy_Single (370)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.770, 0.925, 0.684)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Daisy_Single (260)","SM_Daisy_Single (260)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.543, 0.925, 0.642)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Daisy_Single (312)","SM_Daisy_Single (312)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.634, 0.788, 0.634)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Daisy_Single (119)","SM_Daisy_Single (119)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.586, 0.788, 0.513)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Daisy_Single (120)","SM_Daisy_Single (120)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.634, 0.788, 0.634)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Daisy_Single (127)","SM_Daisy_Single (127)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.586, 0.788, 0.513)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Daisy_Single (210)","SM_Daisy_Single (210)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.817, 0.925, 0.634)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Daisy_Single (317)","SM_Daisy_Single (317)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.634, 0.788, 0.634)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Daisy_Single (333)","SM_Daisy_Single (333)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.684, 0.925, 0.770)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Daisy_Single (219)","SM_Daisy_Single (219)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.566, 0.898, 0.728)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Daisy_Single (205)","SM_Daisy_Single (205)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.744, 0.925, 0.616)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Daisy_Single (107)","SM_Daisy_Single (107)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.543, 0.925, 0.642)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Daisy_Single (048)","SM_Daisy_Single (048)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.684, 0.925, 0.770)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Daisy_Single (278)","SM_Daisy_Single (278)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.566, 0.898, 0.728)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Daisy_Single (192)","SM_Daisy_Single (192)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.770, 0.925, 0.684)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Daisy_Single (104)","SM_Daisy_Single (104)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.684, 0.925, 0.770)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Daisy_Single (352)","SM_Daisy_Single (352)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.684, 0.925, 0.770)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Daisy_Single (150)","SM_Daisy_Single (150)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.770, 0.925, 0.684)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Daisy_Single (135)","SM_Daisy_Single (135)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.566, 0.898, 0.728)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Daisy_Single (047)","SM_Daisy_Single (047)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.684, 0.925, 0.770)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Daisy_Single (141)","SM_Daisy_Single (141)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.684, 0.925, 0.770)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Daisy_Single (311)","SM_Daisy_Single (311)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.586, 0.788, 0.513)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Daisy_Single (280)","SM_Daisy_Single (280)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.770, 0.925, 0.684)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Daisy_Single (398)","SM_Daisy_Single (398)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.744, 0.913, 0.590)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Daisy_Single (313)","SM_Daisy_Single (313)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.817, 0.925, 0.634)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Daisy_Single (184)","SM_Daisy_Single (184)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.744, 0.913, 0.590)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Daisy_Single (066)","SM_Daisy_Single (066)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.684, 0.925, 0.770)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Daisy_Single (257)","SM_Daisy_Single (257)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.744, 0.925, 0.616)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Daisy_Single (347)","SM_Daisy_Single (347)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.744, 0.913, 0.590)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Daisy_Single (343)","SM_Daisy_Single (343)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.744, 0.925, 0.616)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Daisy_Single (270)","SM_Daisy_Single (270)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.770, 0.925, 0.684)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Daisy_Single (126)","SM_Daisy_Single (126)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.566, 0.898, 0.728)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Right/SM_Daisy_Single (299)","SM_Daisy_Single (299)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.770, 0.925, 0.684)",False,"",D,Low,Low
"Assets/BH_XR_MainScene.unity","_SceneContent/Environment/vegetation/FrontHomeFlowers/Left/SM_Daisy_Single (410)","SM_Daisy_Single (410)",False,True,MeshRenderer,"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Daisy_Single.fbx","Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Daisy_Single.prefab","Daisy_Single",186,228,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.597, 0.898, 0.712)",False,"",D,Low,Low
