scene,hierarchy,objectName,active,rendererEnabled,rendererType,sourceAsset,prefabAsset,meshName,vertices,triangles,subMeshes,materialCount,uniqueMaterialCount,castsShadows,receiveShadows,staticFlags,lightmapStatic,occluderStatic,occludeeStatic,hasMeshCollider,meshColliderConvex,meshColliderTriangles,hasLODGroup,nearestLODGroup,layer,tag,boundsSize,architectureCandidate,replacementCandidate,replacementCategory,estimatedPerformanceValue,visualRisk
"Assets/_Recovery/0 (3).unity","_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_282","Object_282",True,True,SkinnedMeshRenderer,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Object_62",196,280,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.003, 0.004, 0.003)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_279","Object_279",True,True,SkinnedMeshRenderer,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Object_61",196,280,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.003, 0.004, 0.003)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_192","Object_192",True,True,SkinnedMeshRenderer,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Object_32",196,280,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.002, 0.003, 0.002)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_189","Object_189",True,True,SkinnedMeshRenderer,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Object_31",196,280,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.002, 0.003, 0.002)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_186","Object_186",True,True,SkinnedMeshRenderer,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Object_30",196,280,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.002, 0.003, 0.002)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_180","Object_180",True,True,SkinnedMeshRenderer,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Object_28",196,280,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.003, 0.014, 0.003)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_177","Object_177",True,True,SkinnedMeshRenderer,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Object_27",196,280,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.003, 0.014, 0.003)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_174","Object_174",True,True,SkinnedMeshRenderer,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Object_26",196,280,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.003, 0.014, 0.003)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_171","Object_171",True,True,SkinnedMeshRenderer,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Object_25",196,280,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.003, 0.014, 0.003)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_156","Object_156",True,True,SkinnedMeshRenderer,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Object_20",196,280,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.005, 0.020, 0.005)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_153","Object_153",True,True,SkinnedMeshRenderer,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Object_19",196,280,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.005, 0.020, 0.005)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_150","Object_150",True,True,SkinnedMeshRenderer,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Object_18",196,280,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.005, 0.020, 0.005)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_147","Object_147",True,True,SkinnedMeshRenderer,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Object_17",196,280,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.005, 0.020, 0.005)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_144","Object_144",True,True,SkinnedMeshRenderer,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Object_16",196,280,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.005, 0.020, 0.005)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_141","Object_141",True,True,SkinnedMeshRenderer,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Object_15",196,280,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.005, 0.020, 0.005)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_117","Object_117",True,True,SkinnedMeshRenderer,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Object_7",196,280,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.004, 0.010, 0.004)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_114","Object_114",True,True,SkinnedMeshRenderer,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Object_6",196,280,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.004, 0.010, 0.004)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_111","Object_111",True,True,SkinnedMeshRenderer,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Object_5",196,280,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.004, 0.010, 0.004)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_108","Object_108",True,True,SkinnedMeshRenderer,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Object_4",196,280,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.004, 0.010, 0.004)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","BuildProfiles/XR/XR Origin (XR Rig)/Camera Offset/Right Controller/Right Controller Visual/UniversalController/TouchPad","TouchPad",False,True,MeshRenderer,"Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Models/UniversalController.fbx","Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Prefabs/XR Origin (XR Rig).prefab","TouchPad",342,272,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.064, 0.004, 0.064)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","BuildProfiles/XR/XR Origin (XR Rig)/Camera Offset/Left Controller/Left Controller Visual/UniversalController/TouchPad","TouchPad",False,True,MeshRenderer,"Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Models/UniversalController.fbx","Assets/Samples/XR Interaction Toolkit/3.3.1/Starter Assets/Prefabs/XR Origin (XR Rig).prefab","TouchPad",342,272,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.064, 0.004, 0.064)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (14)","Env_GrassPlant_05 (14)",True,True,MeshRenderer,"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx","Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab","FRP_Env_GrassPlant_05",204,264,1,1,1,On,True,"0",False,False,False,True,True,264,False,,0,"Untagged","(3.794, 1.639, 3.340)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (4)","Env_GrassPlant_05 (4)",True,True,MeshRenderer,"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx","Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab","FRP_Env_GrassPlant_05",204,264,1,1,1,On,True,"0",False,False,False,True,True,264,False,,0,"Untagged","(3.794, 1.639, 3.340)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (12)","Env_GrassPlant_05 (12)",True,True,MeshRenderer,"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx","Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab","FRP_Env_GrassPlant_05",204,264,1,1,1,On,True,"0",False,False,False,True,True,264,False,,0,"Untagged","(3.794, 1.639, 3.340)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (17)","Env_GrassPlant_05 (17)",True,True,MeshRenderer,"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx","Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab","FRP_Env_GrassPlant_05",204,264,1,1,1,On,True,"0",False,False,False,True,True,264,False,,0,"Untagged","(3.794, 1.639, 3.340)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (25)","Env_GrassPlant_05 (25)",True,True,MeshRenderer,"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx","Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab","FRP_Env_GrassPlant_05",204,264,1,1,1,On,True,"0",False,False,False,True,True,264,False,,0,"Untagged","(3.794, 1.639, 3.340)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (2)","Env_GrassPlant_05 (2)",True,True,MeshRenderer,"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx","Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab","FRP_Env_GrassPlant_05",204,264,1,1,1,On,True,"0",False,False,False,True,True,264,False,,0,"Untagged","(3.794, 1.639, 3.340)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (27)","Env_GrassPlant_05 (27)",True,True,MeshRenderer,"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx","Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab","FRP_Env_GrassPlant_05",204,264,1,1,1,On,True,"0",False,False,False,True,True,264,False,,0,"Untagged","(3.794, 1.639, 3.340)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05","Env_GrassPlant_05",True,True,MeshRenderer,"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx","Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab","FRP_Env_GrassPlant_05",204,264,1,1,1,On,True,"0",False,False,False,True,True,264,False,,0,"Untagged","(3.794, 1.639, 3.340)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (32)","Env_GrassPlant_05 (32)",True,True,MeshRenderer,"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx","Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab","FRP_Env_GrassPlant_05",204,264,1,1,1,On,True,"0",False,False,False,True,True,264,False,,0,"Untagged","(3.794, 1.639, 3.340)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (1)","Env_GrassPlant_05 (1)",True,True,MeshRenderer,"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx","Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab","FRP_Env_GrassPlant_05",204,264,1,1,1,On,True,"0",False,False,False,True,True,264,False,,0,"Untagged","(3.794, 1.639, 3.340)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (18)","Env_GrassPlant_05 (18)",True,True,MeshRenderer,"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx","Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab","FRP_Env_GrassPlant_05",204,264,1,1,1,On,True,"0",False,False,False,True,True,264,False,,0,"Untagged","(3.794, 1.639, 3.340)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (16)","Env_GrassPlant_05 (16)",True,True,MeshRenderer,"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx","Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab","FRP_Env_GrassPlant_05",204,264,1,1,1,On,True,"0",False,False,False,True,True,264,False,,0,"Untagged","(3.794, 1.639, 3.340)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (23)","Env_GrassPlant_05 (23)",True,True,MeshRenderer,"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx","Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab","FRP_Env_GrassPlant_05",204,264,1,1,1,On,True,"0",False,False,False,True,True,264,False,,0,"Untagged","(3.794, 1.639, 3.340)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (5)","Env_GrassPlant_05 (5)",True,True,MeshRenderer,"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx","Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab","FRP_Env_GrassPlant_05",204,264,1,1,1,On,True,"0",False,False,False,True,True,264,False,,0,"Untagged","(3.794, 1.639, 3.340)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_264","Object_264",True,True,SkinnedMeshRenderer,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Object_56",182,264,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.016, 0.009, 0.016)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_261","Object_261",True,True,SkinnedMeshRenderer,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Object_55",182,264,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.016, 0.009, 0.016)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_258","Object_258",True,True,SkinnedMeshRenderer,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Object_54",182,264,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.016, 0.009, 0.016)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/ImplementedContributorInstallations/BTMMP_Workstation_Assembly/static/drone/Object_255","Object_255",True,True,SkinnedMeshRenderer,"Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb","Object_53",182,264,1,1,1,On,True,"0",False,False,False,False,False,0,False,,0,"Untagged","(0.016, 0.009, 0.016)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (20)","Env_GrassPlant_05 (20)",True,True,MeshRenderer,"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx","Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab","FRP_Env_GrassPlant_05",204,264,1,1,1,On,True,"0",False,False,False,True,True,264,False,,0,"Untagged","(3.794, 1.639, 3.340)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (15)","Env_GrassPlant_05 (15)",True,True,MeshRenderer,"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx","Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab","FRP_Env_GrassPlant_05",204,264,1,1,1,On,True,"0",False,False,False,True,True,264,False,,0,"Untagged","(3.794, 1.639, 3.340)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (9)","Env_GrassPlant_05 (9)",True,True,MeshRenderer,"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx","Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab","FRP_Env_GrassPlant_05",204,264,1,1,1,On,True,"0",False,False,False,True,True,264,False,,0,"Untagged","(3.794, 1.639, 3.340)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (29)","Env_GrassPlant_05 (29)",True,True,MeshRenderer,"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx","Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab","FRP_Env_GrassPlant_05",204,264,1,1,1,On,True,"0",False,False,False,True,True,264,False,,0,"Untagged","(3.794, 1.639, 3.340)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (11)","Env_GrassPlant_05 (11)",True,True,MeshRenderer,"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx","Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab","FRP_Env_GrassPlant_05",204,264,1,1,1,On,True,"0",False,False,False,True,True,264,False,,0,"Untagged","(3.794, 1.639, 3.340)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (30)","Env_GrassPlant_05 (30)",True,True,MeshRenderer,"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx","Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab","FRP_Env_GrassPlant_05",204,264,1,1,1,On,True,"0",False,False,False,True,True,264,False,,0,"Untagged","(3.794, 1.639, 3.340)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (28)","Env_GrassPlant_05 (28)",True,True,MeshRenderer,"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx","Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab","FRP_Env_GrassPlant_05",204,264,1,1,1,On,True,"0",False,False,False,True,True,264,False,,0,"Untagged","(3.794, 1.639, 3.340)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (10)","Env_GrassPlant_05 (10)",True,True,MeshRenderer,"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx","Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab","FRP_Env_GrassPlant_05",204,264,1,1,1,On,True,"0",False,False,False,True,True,264,False,,0,"Untagged","(3.794, 2.448, 3.650)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (24)","Env_GrassPlant_05 (24)",True,True,MeshRenderer,"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx","Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab","FRP_Env_GrassPlant_05",204,264,1,1,1,On,True,"0",False,False,False,True,True,264,False,,0,"Untagged","(3.794, 1.639, 3.340)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (26)","Env_GrassPlant_05 (26)",True,True,MeshRenderer,"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx","Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab","FRP_Env_GrassPlant_05",204,264,1,1,1,On,True,"0",False,False,False,True,True,264,False,,0,"Untagged","(3.794, 1.639, 3.340)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (8)","Env_GrassPlant_05 (8)",True,True,MeshRenderer,"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx","Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab","FRP_Env_GrassPlant_05",204,264,1,1,1,On,True,"0",False,False,False,True,True,264,False,,0,"Untagged","(3.794, 1.639, 3.340)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (31)","Env_GrassPlant_05 (31)",True,True,MeshRenderer,"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx","Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab","FRP_Env_GrassPlant_05",204,264,1,1,1,On,True,"0",False,False,False,True,True,264,False,,0,"Untagged","(3.794, 1.639, 3.340)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (33)","Env_GrassPlant_05 (33)",True,True,MeshRenderer,"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx","Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab","FRP_Env_GrassPlant_05",204,264,1,1,1,On,True,"0",False,False,False,True,True,264,False,,0,"Untagged","(3.794, 1.639, 3.340)",False,"",D,Low,Low
"Assets/_Recovery/0 (3).unity","_SceneContent/Home/Exterior/Pond/planta/Env_GrassPlant_05 (19)","Env_GrassPlant_05 (19)",True,True,MeshRenderer,"Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_GrassPlant_05.fbx","Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_GrassPlant_05.prefab","FRP_Env_GrassPlant_05",204,264,1,1,1,On,True,"0",False,False,False,True,True,264,False,,0,"Untagged","(3.794, 1.639, 3.340)",False,"",D,Low,Low
